path	status	n_rows	n_columns	sample_id_column	sample_overlap_fraction	selection_score	columns	error
project://07_tables/phaseU4b_repaired_module_scores/GSE112098_repaired_sample_annotation_v1.tsv	ok	52	7	sample_id	0.0	650.0	dataset_id;sample_id;sample_geo_accession;sample_title;sample_source_name_ch1;inferred_group;sample_characteristics_ch1_joined	
project://07_tables/phaseU4_module_scores/GSE112098_sample_annotation_v1.tsv	ok	52	7	sample_id	0.0	500.0	dataset_id;sample_id;sample_geo_accession;sample_title;sample_source_name_ch1;sample_characteristics_ch1_joined;inferred_group	
project://07_tables/phaseU6_human_urine_comparator/phaseU6_GSE112098_series_matrix_sample_annotation_v1.tsv	ok	0	0		0.0	600.0		
project://02_data_raw/GSE112098/matrix/GSE112098_series_matrix.txt.gz	ok	73	32	sample_geo_accession	1.0	1100.0	sample_geo_accession;status;submission_date;last_update_date;type;channel_count;source_name_ch1;organism_ch1;characteristics_ch1;treatment_protocol_ch1;molecule_ch1;extract_protocol_ch1;label_ch1;label_protocol_ch1;taxid_ch1;hyb_protocol;scan_protocol;description;data_processing;platform_id;contact_name;contact_email;contact_phone;contact_department;contact_institute;contact_address;contact_city;contact_state;contact_zip/postal_code;contact_country;supplementary_file;data_row_count	
