n_expression_samples	n_annotation_rows	sample_id_column	annotation_match_fraction	annotation_columns	selected_annotation	direct_overlap_fraction
20	20	sample_id	1.0	dataset_id;sample_id;inferred_group;inferred_block;source;_sample_token	project://07_tables/phaseU4b_repaired_module_scores/GSE186800_repaired_sample_annotation_v1.tsv	1.0
