population_level	population	feature_id	display_label	axis	proposed_figure_family	requested_genes	detected_genes	coverage_fraction	score_eligible	mean_control_score	mean_UPEC_score	mean_difference_UPEC_minus_control	hedges_g_UPEC_vs_control	exact_permutation_p	module_mean_gene_log2FC	module_median_gene_log2FC	fraction_genes_positive_log2FC	fraction_genes_negative_log2FC	gene_direction_coherence	direction	exact_permutation_q_within_population	hedges_g_finite	variance_sensitive_hedges_g	cellular_evidence_class	cellular_localization_score	effect_direction
broad_cell_type	NK_cell	BRANCHED_CHAIN_AMINO_ACIDS	Branched-chain amino-acid metabolism	amino_acid_metabolism	Figure_9	12	12	1.0	True	-0.0243027391991628	0.0243027391991647	0.0486054783983275	0.0495310813363975	1.0	0.0781308381064428	-0.0560072401886526	0.5	0.5	0.5	higher_in_UPEC	1.0	0.0495310813363975	False	limited_cellular_support	0.07527086242943827	higher_in_UPEC
broad_cell_type	NK_cell	CATECHOLAMINE_BIOSYNTHESIS_DEGRADATION	Catecholamine biosynthesis and degradation	catecholamine_stress_adjacent	Figure_9	13	10	0.7692307692307693	True	0.0918343814609271	-0.0918343814609271	-0.1836687629218542	-0.3154542518434704	1.0	-0.1729215035207168	-0.1583500533675071	0.5	0.5	0.5	lower_in_UPEC	1.0	-0.3154542518434704	False	limited_cellular_support	0.18717477835299218	lower_in_UPEC
broad_cell_type	NK_cell	CATECHOLAMINE_IRON_REDOX_INTERFACE	Catecholamine, iron and redox interface	catecholamine_stress_adjacent	Figure_9	15	14	0.9333333333333332	True	-0.2333828448146277	0.2333828448146283	0.466765689629256	0.6523703542571534	0.6666666666666666	0.8789157463174633	0.3068924809703581	0.6428571428571429	0.3571428571428571	0.6428571428571429	higher_in_UPEC	0.7978142076502732	0.6523703542571534	False	directional_cellular_support	0.6152370354257154	higher_in_UPEC
broad_cell_type	NK_cell	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	steroid_cholesterol_endocrine	Figure_7	19	18	0.9473684210526316	True	0.3021164673579481	-0.3021164673579486	-0.6042329347158968	-0.9089103348965824	0.3333333333333333	-0.3132291083365098	-0.1772471835139031	0.2222222222222222	0.7777777777777778	0.7777777777777778	lower_in_UPEC	0.6239316239316239	-0.9089103348965824	False	moderate_cellular_localization_support	0.5672416754369615	lower_in_UPEC
broad_cell_type	NK_cell	CHOLESTEROL_UPTAKE_TRANSPORT_EXPORT	Cholesterol uptake, transport and export	steroid_cholesterol_endocrine	Figure_7	19	16	0.8421052631578947	True	-0.1975590788043941	0.1975590788043935	0.3951181576087876	0.76939398124111	0.3333333333333333	0.2618783663615791	0.3646889754645799	0.625	0.375	0.625	higher_in_UPEC	0.6239316239316239	0.76939398124111	False	directional_cellular_support	0.40012992784953216	higher_in_UPEC
broad_cell_type	NK_cell	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	complement_architecture	Figure_10	11	5	0.4545454545454545	True	-0.0988827922948062	0.0988827922948071	0.1977655845896134	0.3437816602593362	1.0	0.5142198359538385	0.4533207281063203	0.6	0.4	0.6	higher_in_UPEC	1.0	0.3437816602593362	False	directional_cellular_support	0.5543781660259336	higher_in_UPEC
broad_cell_type	NK_cell	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	complement_architecture	Figure_10	12	10	0.8333333333333334	True	-0.5865626211361246	0.5865626211361203	1.173125242272245	0.9680806204399348	0.3333333333333333	1.540660439219226	1.8569118544363827	0.9	0.1	0.9	higher_in_UPEC	0.6239316239316239	0.9680806204399348	False	high_cellular_localization_support	0.8268080620439935	higher_in_UPEC
broad_cell_type	NK_cell	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	complement_architecture	Figure_10	10	7	0.7	True	0.0606088518908033	-0.0606088518908026	-0.1212177037816059	-0.8540158028291513	0.3333333333333333	0.3341886476146315	-0.3391605222542578	0.4285714285714285	0.5714285714285714	0.5714285714285714	lower_in_UPEC	0.6239316239316239	-0.8540158028291513	False	limited_cellular_support	0.4361713631360835	higher_in_UPEC
broad_cell_type	NK_cell	COMPLEMENT_CLASSICAL	Classical complement pathway	complement_architecture	Figure_10	10	8	0.8	True	0.132540233430322	-0.132540233430322	-0.265080466860644	-0.2031905016661895	1.0	-0.0043877012700597	-0.3391605222542579	0.25	0.75	0.75	lower_in_UPEC	1.0	-0.2031905016661895	False	limited_cellular_support	0.19926798130967266	lower_in_UPEC
broad_cell_type	NK_cell	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	complement_architecture	Figure_10	16	10	0.625	True	-0.1525892182932457	0.1525892182932458	0.3051784365864916	1.8647788888003365	0.3333333333333333	0.3891892601406926	0.7502795279313401	0.7	0.3	0.7	higher_in_UPEC	0.6239316239316239	1.8647788888003365	False	moderate_cellular_localization_support	0.6767482230066569	higher_in_UPEC
