feature_id	display_label	axis	proposed_figure_family	n_populations	n_positive_populations	n_negative_populations	directional_coherence_fraction	n_high_or_moderate_populations	top_population_by_composite_score	top_population_composite_score	top_population_evidence_class	top_population_mean_gene_log2FC	top_population_gene_direction_coherence	top_population_hedges_g	top_population_variance_sensitive_g	top_to_second_score_ratio	cellular_localization_class	median_mean_gene_log2FC	median_gene_direction_coherence	median_composite_score	top_refined_subtype	top_refined_subtype_composite_score	top_refined_subtype_mean_gene_log2FC	top_refined_subtype_gene_direction_coherence	top_refined_subtype_hedges_g	top_refined_subtype_variance_sensitive_g
NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	immune_context_anchors	Integrated_network	6	6	0	1.0	6	T_cell	0.9396632762801288	high_cellular_localization_support	2.2629893426907564	1.0	1.3966327628012878	False	1.0221484325957229	coherent_pan_immune_higher_in_UPEC	1.8580860346198596	0.9285714285714286	0.9058165077022238	IL2RA_TNFRSF18_regulatory_type2_like_T	1.0	2.7394975223563014	1.0	2.414860830262006	False
PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	immune_context_anchors	Integrated_network	6	6	0	1.0	6	NK_cell	1.0	high_cellular_localization_support	1.3213817480626129	1.0	3.4885634486459174	False	1.043839165032452	coherent_pan_immune_higher_in_UPEC	1.5055883491329987	0.9166666666666666	0.904820632171359	IL2RA_TNFRSF18_regulatory_type2_like_T	1.0	1.577525085299318	1.0	2.1190569745049324	False
AROMATIC_AMINO_ACID_METABOLISM	Aromatic amino-acid metabolism	amino_acid_metabolism	Figure_9	6	1	5	0.8333333333333334	6	neutrophil	1.0	high_cellular_localization_support	-2.2877228970698438	1.0	-6.249366124213378	True	1.0575823199731118	coherent_pan_immune_lower_in_UPEC	-0.9713756452963866	0.9166666666666667	0.9027753870680064	CD83_CLEC10A_activated_dendritic	1.0	-0.7416996362781836	1.0	-3.510368600383156	False
ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	adipokine_signaling	Figure_8	6	6	0	1.0	6	cycling_immune	0.9189044909267039	high_cellular_localization_support	1.2941372095331671	0.9	1.8890449092670396	False	1.0242673546870764	coherent_pan_immune_higher_in_UPEC	1.399769878858939	0.8500000000000001	0.8580586306163489	RETNLA_MRC1_reparative_macrophage	0.9986731811263018	1.9146812489542584	1.0	1.9867318112630172	False
CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	steroid_cholesterol_endocrine	Figure_7	6	0	6	1.0	6	neutrophil	0.9805630282923016	high_cellular_localization_support	-1.249981753937132	1.0	-1.8056302829230149	False	1.0839110326199157	coherent_pan_immune_lower_in_UPEC	-0.5230995833321606	0.9166666666666667	0.8490690564605092	IL1B_CXCL2_inflammatory_neutrophil	1.0	-1.2577976157661028	1.0	-2.4557014540201294	False
COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	complement_architecture	Figure_10	6	6	0	1.0	6	dendritic	0.9278208818577898	high_cellular_localization_support	1.4456316301814405	1.0	1.2782088185778977	False	1.0071325105096125	coherent_pan_immune_higher_in_UPEC	1.2658530747506478	0.9	0.8356217599581712	XCR1_CLEC9A_cDC1_like	0.9610119971250682	1.4729075525075164	1.0	1.610119971250682	False
LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	carbohydrate_inflammatory_carbon	Figure_8	6	6	0	1.0	6	T_cell	0.9066666666666667	high_cellular_localization_support	0.5491715207504146	0.8666666666666667	2.504419866969952	False	1.029493087075411	coherent_pan_immune_higher_in_UPEC	0.6100590778141987	0.8666666666666667	0.8163199129189733	RETNLA_MRC1_reparative_macrophage	0.9533333333333331	0.5547509026392047	0.9333333333333332	3.0962651498953804	False
SERINE_GLYCINE_ONE_CARBON	Serine, glycine and one-carbon metabolism	amino_acid_metabolism	Figure_9	6	3	3	0.5	6	cycling_immune	0.9461538461538463	high_cellular_localization_support	0.859683862541839	0.9230769230769232	5.770176508571884	True	1.0603448275862073	branch_divergent	0.0729319808971289	0.8461538461538461	0.7319118011367285	MKI67_TOP2A_cycling_immune	0.9461538461538463	0.859683862541839	0.9230769230769232	5.770176508571884	True
RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	adipokine_signaling	Figure_8	6	6	0	1.0	5	dendritic	0.9457963492822872	high_cellular_localization_support	0.8359262268328262	1.0	1.4579634928228706	False	1.0100737710781709	coherent_pan_immune_higher_in_UPEC	0.8995801652591491	0.8636363636363638	0.8749451854875221	conventional_activated_T	0.9394106428079102	0.9010004453218876	1.0	1.3941064280791018	False
GLUCOCORTICOID_RESPONSE	Glucocorticoid response	steroid_cholesterol_endocrine	Figure_7	6	6	0	1.0	5	cycling_immune	0.8705042207265414	high_cellular_localization_support	0.7891779966637923	0.9090909090909092	1.341405843629051	False	1.0094375415189458	coherent_pan_immune_higher_in_UPEC	0.47359877230360903	0.8636363636363638	0.8395815641406486	IL2RA_TNFRSF18_regulatory_type2_like_T	0.9363636363636363	0.5075724935559013	0.9090909090909092	2.540650546006605	False
ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	amino_acid_metabolism	Figure_9	6	6	0	1.0	5	macrophage_monocyte	0.8833333333333333	high_cellular_localization_support	1.1944398858663334	0.8333333333333334	2.509679921925463	False	1.0	coherent_pan_immune_higher_in_UPEC	0.8050226128806777	0.75	0.8216453390282911	C1Q_APOE_resident_macrophage	0.8833333333333333	1.135871711923663	0.8333333333333334	3.2043672350596046	False
NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	immune_context_anchors	Integrated_network	6	6	0	1.0	5	dendritic	0.9508700465031051	high_cellular_localization_support	0.8304197855213226	1.0	1.5087004650310512	False	1.0487537277607777	coherent_pan_immune_higher_in_UPEC	0.7185233992043398	0.8333333333333334	0.8027326000740744	conventional_activated_T	0.9511101167124609	0.9119077059810908	1.0	1.5111011671246088	False
GLUCOSE_TRANSPORT	Glucose transport	carbohydrate_inflammatory_carbon	Figure_8	6	5	1	0.8333333333333334	5	cycling_immune	0.8833333333333333	high_cellular_localization_support	0.960770474136204	0.8333333333333334	3.516225051743609	False	1.079152818769095	coherent_pan_immune_higher_in_UPEC	0.5336361334469262	0.8333333333333334	0.7767723328854339	CD209A_CLEC10A_cDC2_like	0.8833333333333333	0.9222284697380948	0.8333333333333334	2.017955070673312	False
COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	complement_architecture	Figure_10	6	5	1	0.8333333333333334	5	T_cell	0.8600000000000001	high_cellular_localization_support	1.3070742184462008	0.8	3.252635181700805	False	1.0	coherent_pan_immune_higher_in_UPEC	0.9853277960437672	0.75	0.7729665846484797	IL2RA_TNFRSF18_regulatory_type2_like_T	0.9299999999999999	1.3601478507158968	0.9	4.320113873544996	False
PURINE_DE_NOVO_SYNTHESIS	De novo purine synthesis	nucleotide_nad_nitrogen	Figure_9	6	3	3	0.5	5	neutrophil	0.9353523124856934	high_cellular_localization_support	-0.9256592901109728	0.9090909090909092	-1.9898867612205704	False	1.1552672776563566	branch_divergent	-0.014270861971819232	0.8636363636363638	0.6507368394028884	IL1B_CXCL2_inflammatory_neutrophil	0.8603872277915816	-0.8389116878446711	0.8181818181818182	-1.876599550643089	False
GLYCOGEN_SYNTHESIS	Glycogen synthesis	carbohydrate_inflammatory_carbon	Figure_8	6	6	0	1.0	4	neutrophil	0.8999999999999999	high_cellular_localization_support	0.8963744202790921	0.8571428571428571	2.610410898595803	False	1.0	coherent_pan_immune_higher_in_UPEC	0.5834206058409266	0.7857142857142857	0.7577722566639508	LY6C2_VCAN_inflammatory_monocyte	0.8427235156616595	0.5761876415398677	0.8571428571428571	1.4272351566165955	False
NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	nucleotide_nad_nitrogen	Figure_9	6	5	1	0.8333333333333334	4	cycling_immune	0.8833333333333333	high_cellular_localization_support	0.9619739134471303	0.8333333333333334	5.491838149233155	True	1.0707070707070707	coherent_pan_immune_higher_in_UPEC	0.7872424202685104	0.6666666666666666	0.7359301941095275	MKI67_TOP2A_cycling_immune	0.8833333333333333	0.9619739134471303	0.8333333333333334	5.491838149233155	True
LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	lipid_metabolism	Figure_7	6	5	1	0.8333333333333334	4	NK_cell	0.8161036539060644	high_cellular_localization_support	0.4943824585706599	0.8461538461538461	1.2885174888477824	False	1.0637011980875455	coherent_pan_immune_higher_in_UPEC	0.41655729944977554	0.7307692307692308	0.6941279149295482	cytotoxic_NK	0.8923076923076922	0.8607030938906919	0.8461538461538461	3.72775860538995	False
AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	insulin_irs_signaling	Figure_8	6	5	1	0.8333333333333334	4	cycling_immune	0.7691138768870704	high_cellular_localization_support	0.6520682333127482	0.7777777777777778	1.2466943244262598	False	1.0031920133309615	coherent_pan_immune_higher_in_UPEC	0.19702710351394329	0.7222222222222222	0.6794144398102083	XCR1_CLEC9A_cDC1_like	0.920275854252	0.4978373689219755	0.8888888888888888	2.339099442353285	False
GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	amino_acid_metabolism	Figure_9	6	5	1	0.8333333333333334	4	neutrophil	0.8727272727272728	high_cellular_localization_support	-0.5348389171303277	0.8181818181818182	-4.675589565490406	False	1.0091810207889491	coherent_pan_immune_higher_in_UPEC	0.19404549066288523	0.7272727272727273	0.6334162748029635	cytotoxic_NK	0.7651856125894984	0.5546696832330362	0.8181818181818182	0.9245833986222558	False
TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	amino_acid_metabolism	Figure_9	6	3	3	0.5	4	neutrophil	1.0	high_cellular_localization_support	-2.043968676420397	1.0	-5.7744701807595655	True	1.25	myeloid_dominant	-0.10659658678511814	0.7142857142857143	0.6182113998672424	IL1B_CXCL2_inflammatory_neutrophil	1.0	-1.755436159352326	1.0	-2.90026993290054	False
PURINE_DEGRADATION_URATE	Purine degradation and urate	nucleotide_nad_nitrogen	Figure_9	6	5	1	0.8333333333333334	4	dendritic	0.8212816545160135	high_cellular_localization_support	0.4254675348539326	0.8888888888888888	1.6613865092525206	False	1.0290580040474369	coherent_pan_immune_higher_in_UPEC	0.3317051562508122	0.7222222222222222	0.6039130221458069	IL2RA_TNFRSF18_regulatory_type2_like_T	1.0	0.8722132119087601	1.0	2.1825513782233394	False
FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	lipid_metabolism	Figure_7	6	4	2	0.6666666666666666	4	cycling_immune	0.7631681335560592	high_cellular_localization_support	0.3729747157858201	0.8333333333333334	1.9415755601548783	False	1.0363226332484727	branch_divergent	0.255101748627244	0.75	0.599043191686778	IL2RA_TNFRSF18_regulatory_type2_like_T	0.825	0.6417633274224367	0.75	2.549043189743969	False
INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	insulin_irs_signaling	Figure_8	6	5	1	0.8333333333333334	4	T_cell	0.8693166047837484	high_cellular_localization_support	0.4714131026086342	0.9411764705882352	1.3622128302421304	False	1.191153873390666	coherent_pan_immune_higher_in_UPEC	0.2492821142128324	0.7941176470588235	0.5514962533574639	IL2RA_TNFRSF18_regulatory_type2_like_T	0.9303403013747025	0.5318475986751556	0.9411764705882352	1.7151677196293778	False
PURINE_SALVAGE	Purine salvage	nucleotide_nad_nitrogen	Figure_9	6	6	0	1.0	4	T_cell	0.9299999999999999	high_cellular_localization_support	0.5347631020835102	0.9	4.547137271715694	False	1.383527117134381	coherent_pan_immune_higher_in_UPEC	0.35273556854419746	0.7	0.5372904751301166	IL2RA_TNFRSF18_regulatory_type2_like_T	0.9299999999999999	0.7164471204267433	0.9	37.63524140274491	True
