final_figure	panel	panel_key	source_id	rank	candidate_score	candidate_path	candidate_filename	candidate_phase	candidate_columns	schema_read_error
Figure_4	F	Figure_4F	U26D2A1_Treg	8	31.0	project://06_tables/phaseU26D2A1_GSE252321_annotation_refinement/UTI_HostOmics_U26D2A1_phase_decision.tsv	UTI_HostOmics_U26D2A1_phase_decision.tsv	phaseU26D2A1_GSE252321_annotation_refinement	phase;decision;n_QC_cells;n_clusters_refined;n_clusters_with_changed_broad_label;n_refined_broad_cell_types;n_refined_subtypes;n_broad_types_with_at_least_30_cells_in_all_samples;macrophage_all_samples;dendritic_all_samples;neutrophil_all_samples;T_cell_all_samples;NK_cell_all_samples;per_sample_quantile_targeted_definitions_retired;TNFSF9_high_fixed_global_threshold;biological_sample_is_inferential_unit;cell_level_significance_testing_performed;manuscript_modified;existing_figures_modified;next_phase	
Figure_4	G	Figure_4G	U26D2C_core_localization	1	60.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_core_module_cellular_attribution.tsv	UTI_HostOmics_U26D2C_core_module_cellular_attribution.tsv	phaseU26D2C_cellular_localization_synthesis	feature_id;display_label;axis;proposed_figure_family;n_populations;n_positive_populations;n_negative_populations;directional_coherence_fraction;n_high_or_moderate_populations;top_population_by_composite_score;top_population_composite_score;top_population_evidence_class;top_population_mean_gene_log2FC;top_population_gene_direction_coherence;top_population_hedges_g;top_population_variance_sensitive_g;top_to_second_score_ratio;cellular_localization_class;median_mean_gene_log2FC;median_gene_direction_coherence;median_composite_score;top_refined_subtype;top_refined_subtype_composite_score;top_refined_subtype_mean_gene_log2FC;top_refined_subtype_gene_direction_coherence;top_refined_subtype_hedges_g;top_refined_subtype_variance_sensitive_g;biological_priority;manuscript_claim_priority;refined_infection_outcome_relation	
Figure_4	G	Figure_4G	U26D2C_core_localization	2	49.5	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_subtype_effect_reliability.tsv	UTI_HostOmics_U26D2C_subtype_effect_reliability.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_4	G	Figure_4G	U26D2C_core_localization	3	45.5	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	phaseU26D2C_cellular_localization_synthesis	feature_id;display_label;axis;proposed_figure_family;n_populations;n_positive_populations;n_negative_populations;directional_coherence_fraction;n_high_or_moderate_populations;top_population_by_composite_score;top_population_composite_score;top_population_evidence_class;top_population_mean_gene_log2FC;top_population_gene_direction_coherence;top_population_hedges_g;top_population_variance_sensitive_g;top_to_second_score_ratio;cellular_localization_class;median_mean_gene_log2FC;median_gene_direction_coherence;median_composite_score;top_refined_subtype;top_refined_subtype_composite_score;top_refined_subtype_mean_gene_log2FC;top_refined_subtype_gene_direction_coherence;top_refined_subtype_hedges_g;top_refined_subtype_variance_sensitive_g	
Figure_4	G	Figure_4G	U26D2C_core_localization	4	44.5	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_broad_effect_reliability.tsv	UTI_HostOmics_U26D2C_broad_effect_reliability.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_4	G	Figure_4G	U26D2C_core_localization	5	44.5	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_variance_sensitive_effects.tsv	UTI_HostOmics_U26D2C_variance_sensitive_effects.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_4	G	Figure_4G	U26D2C_core_localization	6	43.0	project://03_metadata/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_Figures_7_to_11_cellular_panel_plan.tsv	UTI_HostOmics_U26D2C_Figures_7_to_11_cellular_panel_plan.tsv	phaseU26D2C_cellular_localization_synthesis	figure;panel;title;modules;purpose;feature_id;display_label;cellular_localization_class;top_broad_population;top_refined_subtype;cellular_evidence_summary	
Figure_4	G	Figure_4G	U26D2C_core_localization	7	43.0	project://03_metadata/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_claim_boundary_matrix.tsv	UTI_HostOmics_U26D2C_claim_boundary_matrix.tsv	phaseU26D2C_cellular_localization_synthesis	finding_type;allowed_wording;avoid_wording	
Figure_4	G	Figure_4G	U26D2C_core_localization	8	39.5	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_phase_decision.tsv	UTI_HostOmics_U26D2C_phase_decision.tsv	phaseU26D2C_cellular_localization_synthesis	phase;decision;n_broad_effect_rows;n_subtype_effect_rows;n_modules_synthesized;n_core_modules_with_cellular_attribution;n_variance_sensitive_broad_effects_abs_g_ge_5;ranking_uses_hedges_g_alone;ranking_uses_gene_log2FC;ranking_uses_gene_direction_coherence;ranking_uses_cross_population_consistency;biological_sample_is_inferential_unit;cell_level_significance_testing_performed;manuscript_modified;existing_figures_modified;next_phase	
Figure_4	H	Figure_4H	U26D_cellular_model	1	25.0	project://03_metadata/phaseU26D2A1_GSE252321_annotation_refinement/UTI_HostOmics_U26D2A1_refined_all_QC_cell_annotations.tsv.gz	UTI_HostOmics_U26D2A1_refined_all_QC_cell_annotations.tsv.gz	phaseU26D2A1_GSE252321_annotation_refinement	cell_id;raw_barcode;sample_id;condition;replicate;total_expression;detected_genes;mitochondrial_expression;pct_mitochondrial;adaptive_qc_pass;cluster;broad_cell_type;annotation_confidence;corrected_component_1;corrected_component_2;Treg_score;CD137L_macrophage_score;cycling_score;interferon_response_score;Treg_candidate;CD137L_high_macrophage_candidate;refined_broad_cell_type;refined_cell_subtype;FOXP3_log_normalized;IL2RA_log_normalized;CTLA4_log_normalized;TNFRSF18_log_normalized;IKZF2_log_normalized;TNFSF9_log_normalized;ADGRE1_log_normalized;LYZ2_log_normalized;CSF1R_log_normalized;CD68_log_normalized;strict_Treg_like_candidate;expanded_Treg_like_candidate;TNFSF9_positive_macrophage;TNFSF9_high_macrophage	
Figure_4	H	Figure_4H	U26D_cellular_model	2	22.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	phaseU26D2C_cellular_localization_synthesis	feature_id;display_label;axis;proposed_figure_family;n_populations;n_positive_populations;n_negative_populations;directional_coherence_fraction;n_high_or_moderate_populations;top_population_by_composite_score;top_population_composite_score;top_population_evidence_class;top_population_mean_gene_log2FC;top_population_gene_direction_coherence;top_population_hedges_g;top_population_variance_sensitive_g;top_to_second_score_ratio;cellular_localization_class;median_mean_gene_log2FC;median_gene_direction_coherence;median_composite_score;top_refined_subtype;top_refined_subtype_composite_score;top_refined_subtype_mean_gene_log2FC;top_refined_subtype_gene_direction_coherence;top_refined_subtype_hedges_g;top_refined_subtype_variance_sensitive_g	
Figure_4	H	Figure_4H	U26D_cellular_model	3	19.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_subtype_effect_reliability.tsv	UTI_HostOmics_U26D2C_subtype_effect_reliability.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_4	H	Figure_4H	U26D_cellular_model	4	19.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_broad_effect_reliability.tsv	UTI_HostOmics_U26D2C_broad_effect_reliability.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_4	H	Figure_4H	U26D_cellular_model	5	19.0	project://03_metadata/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_Figures_7_to_11_cellular_panel_plan.tsv	UTI_HostOmics_U26D2C_Figures_7_to_11_cellular_panel_plan.tsv	phaseU26D2C_cellular_localization_synthesis	figure;panel;title;modules;purpose;feature_id;display_label;cellular_localization_class;top_broad_population;top_refined_subtype;cellular_evidence_summary	
Figure_4	H	Figure_4H	U26D_cellular_model	6	19.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_core_module_cellular_attribution.tsv	UTI_HostOmics_U26D2C_core_module_cellular_attribution.tsv	phaseU26D2C_cellular_localization_synthesis	feature_id;display_label;axis;proposed_figure_family;n_populations;n_positive_populations;n_negative_populations;directional_coherence_fraction;n_high_or_moderate_populations;top_population_by_composite_score;top_population_composite_score;top_population_evidence_class;top_population_mean_gene_log2FC;top_population_gene_direction_coherence;top_population_hedges_g;top_population_variance_sensitive_g;top_to_second_score_ratio;cellular_localization_class;median_mean_gene_log2FC;median_gene_direction_coherence;median_composite_score;top_refined_subtype;top_refined_subtype_composite_score;top_refined_subtype_mean_gene_log2FC;top_refined_subtype_gene_direction_coherence;top_refined_subtype_hedges_g;top_refined_subtype_variance_sensitive_g;biological_priority;manuscript_claim_priority;refined_infection_outcome_relation	
Figure_4	H	Figure_4H	U26D_cellular_model	7	19.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_variance_sensitive_effects.tsv	UTI_HostOmics_U26D2C_variance_sensitive_effects.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_4	H	Figure_4H	U26D_cellular_model	8	19.0	project://03_metadata/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_claim_boundary_matrix.tsv	UTI_HostOmics_U26D2C_claim_boundary_matrix.tsv	phaseU26D2C_cellular_localization_synthesis	finding_type;allowed_wording;avoid_wording	
Figure_5	A	Figure_5A	U27A4_Figure_7A	1	37.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_audit.tsv	UTI_HostOmics_U27A4_visual_audit.tsv	phaseU27A4_final_visual_audit	figure;png_path;png_size_bytes;png_width_px;png_height_px;aspect_ratio;left_content_margin_fraction;top_content_margin_fraction;right_content_margin_fraction;bottom_content_margin_fraction;left_border_nonwhite_fraction;right_border_nonwhite_fraction;top_border_nonwhite_fraction;bottom_border_nonwhite_fraction;border_or_clipping_risk_flag;svg_path;svg_size_bytes;svg_width;svg_height;svg_viewbox;svg_parse_error;pdf_path;pdf_size_bytes	
Figure_5	A	Figure_5A	U27A4_Figure_7A	2	35.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_normalized_output_manifest.tsv	UTI_HostOmics_U27A4_normalized_output_manifest.tsv	phaseU27A4_final_visual_audit	figure;format;source_path;normalized_path;source_filename;normalized_filename;source_prefix_mismatch;size_bytes	
Figure_5	A	Figure_5A	U27A4_Figure_7A	3	35.0	project://03_metadata/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	phaseU27A4_final_visual_audit	figure;panel;visual_grammar	
Figure_5	A	Figure_5A	U27A4_Figure_7A	4	29.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_phase_decision.tsv	UTI_HostOmics_U27A4_phase_decision.tsv	phaseU27A4_final_visual_audit	phase;decision;n_figures_audited;n_output_files;all_figures_have_png_svg_pdf;all_filenames_normalized_to_U27A4;n_source_prefix_mismatches_corrected;n_border_or_clipping_flags;all_figures_have_four_panels;n_unique_visual_grammars;visual_grammar_diversity_pass;scientific_values_changed;manuscript_modified;existing_figures_1_to_6_modified;manual_contact_sheet_confirmation_required;next_phase	
Figure_5	A	Figure_5A	U27A4_Figure_7A	5	23.0	project://06_tables/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_figure_output_manifest.tsv	UTI_HostOmics_U27A32_figure_output_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;path;format;size_bytes	
Figure_5	A	Figure_5A	U27A4_Figure_7A	6	23.0	project://06_tables/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_figure_output_manifest.tsv	UTI_HostOmics_U27A3_figure_output_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;path;format;size_bytes	
Figure_5	A	Figure_5A	U27A4_Figure_7A	7	23.0	project://03_metadata/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;panel;visual_grammar	
Figure_5	A	Figure_5A	U27A4_Figure_7A	8	23.0	project://03_metadata/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;panel;visual_grammar	
Figure_5	B	Figure_5B	U27A4_Figure_7B	1	37.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_audit.tsv	UTI_HostOmics_U27A4_visual_audit.tsv	phaseU27A4_final_visual_audit	figure;png_path;png_size_bytes;png_width_px;png_height_px;aspect_ratio;left_content_margin_fraction;top_content_margin_fraction;right_content_margin_fraction;bottom_content_margin_fraction;left_border_nonwhite_fraction;right_border_nonwhite_fraction;top_border_nonwhite_fraction;bottom_border_nonwhite_fraction;border_or_clipping_risk_flag;svg_path;svg_size_bytes;svg_width;svg_height;svg_viewbox;svg_parse_error;pdf_path;pdf_size_bytes	
Figure_5	B	Figure_5B	U27A4_Figure_7B	2	35.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_normalized_output_manifest.tsv	UTI_HostOmics_U27A4_normalized_output_manifest.tsv	phaseU27A4_final_visual_audit	figure;format;source_path;normalized_path;source_filename;normalized_filename;source_prefix_mismatch;size_bytes	
Figure_5	B	Figure_5B	U27A4_Figure_7B	3	35.0	project://03_metadata/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	phaseU27A4_final_visual_audit	figure;panel;visual_grammar	
Figure_5	B	Figure_5B	U27A4_Figure_7B	4	29.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_phase_decision.tsv	UTI_HostOmics_U27A4_phase_decision.tsv	phaseU27A4_final_visual_audit	phase;decision;n_figures_audited;n_output_files;all_figures_have_png_svg_pdf;all_filenames_normalized_to_U27A4;n_source_prefix_mismatches_corrected;n_border_or_clipping_flags;all_figures_have_four_panels;n_unique_visual_grammars;visual_grammar_diversity_pass;scientific_values_changed;manuscript_modified;existing_figures_1_to_6_modified;manual_contact_sheet_confirmation_required;next_phase	
Figure_5	B	Figure_5B	U27A4_Figure_7B	5	23.0	project://06_tables/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_figure_output_manifest.tsv	UTI_HostOmics_U27A32_figure_output_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;path;format;size_bytes	
Figure_5	B	Figure_5B	U27A4_Figure_7B	6	23.0	project://06_tables/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_figure_output_manifest.tsv	UTI_HostOmics_U27A3_figure_output_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;path;format;size_bytes	
Figure_5	B	Figure_5B	U27A4_Figure_7B	7	23.0	project://03_metadata/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;panel;visual_grammar	
Figure_5	B	Figure_5B	U27A4_Figure_7B	8	23.0	project://03_metadata/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;panel;visual_grammar	
Figure_5	C	Figure_5C	U27A4_Figure_7C	1	37.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_audit.tsv	UTI_HostOmics_U27A4_visual_audit.tsv	phaseU27A4_final_visual_audit	figure;png_path;png_size_bytes;png_width_px;png_height_px;aspect_ratio;left_content_margin_fraction;top_content_margin_fraction;right_content_margin_fraction;bottom_content_margin_fraction;left_border_nonwhite_fraction;right_border_nonwhite_fraction;top_border_nonwhite_fraction;bottom_border_nonwhite_fraction;border_or_clipping_risk_flag;svg_path;svg_size_bytes;svg_width;svg_height;svg_viewbox;svg_parse_error;pdf_path;pdf_size_bytes	
Figure_5	C	Figure_5C	U27A4_Figure_7C	2	35.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_normalized_output_manifest.tsv	UTI_HostOmics_U27A4_normalized_output_manifest.tsv	phaseU27A4_final_visual_audit	figure;format;source_path;normalized_path;source_filename;normalized_filename;source_prefix_mismatch;size_bytes	
Figure_5	C	Figure_5C	U27A4_Figure_7C	3	35.0	project://03_metadata/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	UTI_HostOmics_U27A4_visual_grammar_manifest.tsv	phaseU27A4_final_visual_audit	figure;panel;visual_grammar	
Figure_5	C	Figure_5C	U27A4_Figure_7C	4	29.0	project://06_tables/phaseU27A4_final_visual_audit/UTI_HostOmics_U27A4_phase_decision.tsv	UTI_HostOmics_U27A4_phase_decision.tsv	phaseU27A4_final_visual_audit	phase;decision;n_figures_audited;n_output_files;all_figures_have_png_svg_pdf;all_filenames_normalized_to_U27A4;n_source_prefix_mismatches_corrected;n_border_or_clipping_flags;all_figures_have_four_panels;n_unique_visual_grammars;visual_grammar_diversity_pass;scientific_values_changed;manuscript_modified;existing_figures_1_to_6_modified;manual_contact_sheet_confirmation_required;next_phase	
Figure_5	C	Figure_5C	U27A4_Figure_7C	5	23.0	project://06_tables/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_figure_output_manifest.tsv	UTI_HostOmics_U27A32_figure_output_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;path;format;size_bytes	
Figure_5	C	Figure_5C	U27A4_Figure_7C	6	23.0	project://06_tables/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_figure_output_manifest.tsv	UTI_HostOmics_U27A3_figure_output_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;path;format;size_bytes	
Figure_5	C	Figure_5C	U27A4_Figure_7C	7	23.0	project://03_metadata/phaseU27A32_final_title_spacing_repair/UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	UTI_HostOmics_U27A32_visual_grammar_manifest.tsv	phaseU27A32_final_title_spacing_repair	figure;panel;visual_grammar	
Figure_5	C	Figure_5C	U27A4_Figure_7C	8	23.0	project://03_metadata/phaseU27A3_visual_diversity_redesign/UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	UTI_HostOmics_U27A3_visual_grammar_manifest.tsv	phaseU27A3_visual_diversity_redesign	figure;panel;visual_grammar	
Figure_5	D	Figure_5D	U26C1_steroid_quadrant	1	39.0	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_refined_core_and_secondary_modules.tsv	UTI_HostOmics_U26C1_refined_core_and_secondary_modules.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	feature_id;axis;display_label;proposed_figure_family;n_independent_datasets;datasets;dataset_effects;n_positive_datasets;n_negative_datasets;dominant_direction;weighted_directional_coherence;median_effect;median_absolute_effect;max_absolute_effect;n_FDR10_datasets;n_moderate_effect_datasets;n_large_effect_datasets;validation_class;independent_evidence_priority_score;n_non_tiny_concordant_moderate_datasets;biological_priority;preterm_vs_term_effect;preterm_tissue_coherence;preterm_direction;infection_outcome_relation;refined_preterm_effect_class;refined_infection_outcome_relation;manuscript_claim_priority	
Figure_5	D	Figure_5D	U26C1_steroid_quadrant	2	39.0	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_refined_Figure_11_architecture.tsv	UTI_HostOmics_U26C1_refined_Figure_11_architecture.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	panel;panel_title;feature_id;display_label;biological_priority;infection_direction;infection_coherence;preterm_effect;preterm_effect_class;infection_outcome_relation;figure_role	
Figure_5	D	Figure_5D	U26C1_steroid_quadrant	3	39.0	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_refined_decoupling_domains.tsv	UTI_HostOmics_U26C1_refined_decoupling_domains.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	domain;n_features;median_effect;mean_effect;n_positive;n_negative;directional_coherence;dominant_direction;refined_effect_class;refined_interpretation	
Figure_5	D	Figure_5D	U26C1_steroid_quadrant	4	39.0	project://03_metadata/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_interpretation_correction_log.tsv	UTI_HostOmics_U26C1_interpretation_correction_log.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	issue;original;revised;basis	
Figure_5	D	Figure_5D	U26C1_steroid_quadrant	5	34.5	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_phase_decision.tsv	UTI_HostOmics_U26C1_phase_decision.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	phase;decision;near_neutral_absolute_effect_threshold;n_robust_core_modules;n_provisional_core_modules;n_secondary_modules;n_true_direction_reversals;TLR4_pregnancy_class;steroid_synthesis_domain;complement_domain;manuscript_modified;existing_figures_modified;next_phase	
Figure_5	D	Figure_5D	U26C1_steroid_quadrant	6	10.0	project://06_tables/phaseU26C_biological_synthesis_figure_architecture/UTI_HostOmics_U26C_pregnancy_synthesis_response_decoupling.tsv	UTI_HostOmics_U26C_pregnancy_synthesis_response_decoupling.tsv	phaseU26C_biological_synthesis_figure_architecture	domain;feature_id;display_label;axis;effect_value;absolute_effect;direction;tissue_directional_coherence;fdr_0_10;best_tissue_q_value	
Figure_5	D	Figure_5D	U26C1_steroid_quadrant	7	5.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	phaseU26D2C_cellular_localization_synthesis	feature_id;display_label;axis;proposed_figure_family;n_populations;n_positive_populations;n_negative_populations;directional_coherence_fraction;n_high_or_moderate_populations;top_population_by_composite_score;top_population_composite_score;top_population_evidence_class;top_population_mean_gene_log2FC;top_population_gene_direction_coherence;top_population_hedges_g;top_population_variance_sensitive_g;top_to_second_score_ratio;cellular_localization_class;median_mean_gene_log2FC;median_gene_direction_coherence;median_composite_score;top_refined_subtype;top_refined_subtype_composite_score;top_refined_subtype_mean_gene_log2FC;top_refined_subtype_gene_direction_coherence;top_refined_subtype_hedges_g;top_refined_subtype_variance_sensitive_g	
Figure_5	D	Figure_5D	U26C1_steroid_quadrant	8	5.0	project://03_metadata/phaseU27B1_architecture_freeze_and_asset_mapping/UTI_HostOmics_U27B1_final_main_panel_mapping.tsv	UTI_HostOmics_U27B1_final_main_panel_mapping.tsv	phaseU27B1_architecture_freeze_and_asset_mapping	final_figure;panel;panel_title;construction_mode;primary_source;source_id;final_figure_title;planned_panels;primary_message;panel_key;architecture_status	
Figure_5	E	Figure_5E	U26D2C_cholesterol	1	49.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_broad_effect_reliability.tsv	UTI_HostOmics_U26D2C_broad_effect_reliability.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
Figure_5	E	Figure_5E	U26D2C_cholesterol	2	45.0	project://03_metadata/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_Figures_7_to_11_cellular_panel_plan.tsv	UTI_HostOmics_U26D2C_Figures_7_to_11_cellular_panel_plan.tsv	phaseU26D2C_cellular_localization_synthesis	figure;panel;title;modules;purpose;feature_id;display_label;cellular_localization_class;top_broad_population;top_refined_subtype;cellular_evidence_summary	
Figure_5	E	Figure_5E	U26D2C_cholesterol	3	44.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_subtype_effect_reliability.tsv	UTI_HostOmics_U26D2C_subtype_effect_reliability.tsv	phaseU26D2C_cellular_localization_synthesis	population_level;population;feature_id;display_label;axis;proposed_figure_family;requested_genes;detected_genes;coverage_fraction;score_eligible;mean_control_score;mean_UPEC_score;mean_difference_UPEC_minus_control;hedges_g_UPEC_vs_control;exact_permutation_p;module_mean_gene_log2FC;module_median_gene_log2FC;fraction_genes_positive_log2FC;fraction_genes_negative_log2FC;gene_direction_coherence;direction;exact_permutation_q_within_population;hedges_g_finite;variance_sensitive_hedges_g;cellular_evidence_class;cellular_localization_score;effect_direction	
