final_figure	panel	panel_key	source_id	rank	candidate_score	candidate_path	candidate_filename	candidate_phase	candidate_columns	schema_read_error
Figure_3	B	Figure_3B	U26B1_1_C1	5	39.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_Figure_10_primary_effect_matrix.tsv	UTI_HostOmics_U26B1_1_Figure_10_primary_effect_matrix.tsv	phaseU26B1_1_GSE280297_stability_refinement	feature_id;C1_PRETERM_VS_TERM | bladder;C1_PRETERM_VS_TERM | placenta;C1_PRETERM_VS_TERM | uterus;C2_UPEC_VS_PBS_PREGNANCY | bladder;C2_UPEC_VS_PBS_PREGNANCY | placenta;C2_UPEC_VS_PBS_PREGNANCY | uterus;C3_INFECTED_PREGNANT_VS_NONPREGNANT | bladder	
Figure_3	B	Figure_3B	U26B1_1_C1	6	38.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_refined_all_results.tsv	UTI_HostOmics_U26B1_1_refined_all_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	B	Figure_3B	U26B1_1_C1	7	38.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_primary_results.tsv	UTI_HostOmics_U26B1_1_primary_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	B	Figure_3B	U26B1_1_C1	8	38.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_secondary_exploratory_results.tsv	UTI_HostOmics_U26B1_1_secondary_exploratory_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	C	Figure_3C	U26B1_1_C1_concordance	1	47.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_cross_tissue_directional_coherence.tsv	UTI_HostOmics_U26B1_1_cross_tissue_directional_coherence.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;feature_id;axis;display_label;proposed_figure_family;n_tissues;n_positive_tissues;n_negative_tissues;directional_coherence_fraction;dominant_direction;median_hedges_g;mean_absolute_hedges_g	
Figure_3	C	Figure_3C	U26B1_1_C1_concordance	2	38.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_refined_all_results.tsv	UTI_HostOmics_U26B1_1_refined_all_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	C	Figure_3C	U26B1_1_C1_concordance	3	38.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_primary_results.tsv	UTI_HostOmics_U26B1_1_primary_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	C	Figure_3C	U26B1_1_C1_concordance	4	38.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_secondary_exploratory_results.tsv	UTI_HostOmics_U26B1_1_secondary_exploratory_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	C	Figure_3C	U26B1_1_C1_concordance	5	38.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_large_primary_effects.tsv	UTI_HostOmics_U26B1_1_large_primary_effects.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	C	Figure_3C	U26B1_1_C1_concordance	6	38.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_axis_permutation_results.tsv	UTI_HostOmics_U26B1_1_axis_permutation_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;group_a;group_b;axis;axis_score_id;n_group_a;n_group_b;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;permutation_p_value;permutation_method;n_permutations;stability_class;permutation_q_within_contrast;fdr_0_05;fdr_0_10	
Figure_3	C	Figure_3C	U26B1_1_C1_concordance	7	38.0	project://03_metadata/phaseU26B1_1_GSE280297_stability_refinement/GSE280297_U26B1_1_axis_scores.tsv.gz	GSE280297_U26B1_1_axis_scores.tsv.gz	phaseU26B1_1_GSE280297_stability_refinement	sample_id;tissue;treatment;primary_exposure;outcome;pregnancy_status;sex;inferred_group;AXIS__adipokine_signaling;AXIS__amino_acid_metabolism;AXIS__carbohydrate_inflammatory_carbon;AXIS__catecholamine_stress_adjacent;AXIS__complement_architecture;AXIS__immune_context_anchors;AXIS__insulin_irs_signaling;AXIS__lipid_metabolism;AXIS__nucleotide_nad_nitrogen;AXIS__steroid_cholesterol_endocrine	
Figure_3	C	Figure_3C	U26B1_1_C1_concordance	8	37.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_primary_figure_candidate_ranking.tsv	UTI_HostOmics_U26B1_1_primary_figure_candidate_ranking.tsv	phaseU26B1_1_GSE280297_stability_refinement	proposed_figure_family;axis;feature_id;display_label;max_absolute_hedges_g_primary;median_absolute_hedges_g_primary;n_primary_results;n_large_primary_effects;n_moderate_primary_effects;n_permutation_FDR_0_05;n_permutation_FDR_0_10;n_family_FDR_0_10;primary_evidence_score;evidence_class	
Figure_3	D	Figure_3D	U26C1_steroid_branching	1	44.0	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_refined_decoupling_domains.tsv	UTI_HostOmics_U26C1_refined_decoupling_domains.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	domain;n_features;median_effect;mean_effect;n_positive;n_negative;directional_coherence;dominant_direction;refined_effect_class;refined_interpretation	
Figure_3	D	Figure_3D	U26C1_steroid_branching	2	39.0	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_refined_core_and_secondary_modules.tsv	UTI_HostOmics_U26C1_refined_core_and_secondary_modules.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	feature_id;axis;display_label;proposed_figure_family;n_independent_datasets;datasets;dataset_effects;n_positive_datasets;n_negative_datasets;dominant_direction;weighted_directional_coherence;median_effect;median_absolute_effect;max_absolute_effect;n_FDR10_datasets;n_moderate_effect_datasets;n_large_effect_datasets;validation_class;independent_evidence_priority_score;n_non_tiny_concordant_moderate_datasets;biological_priority;preterm_vs_term_effect;preterm_tissue_coherence;preterm_direction;infection_outcome_relation;refined_preterm_effect_class;refined_infection_outcome_relation;manuscript_claim_priority	
Figure_3	D	Figure_3D	U26C1_steroid_branching	3	39.0	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_refined_Figure_11_architecture.tsv	UTI_HostOmics_U26C1_refined_Figure_11_architecture.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	panel;panel_title;feature_id;display_label;biological_priority;infection_direction;infection_coherence;preterm_effect;preterm_effect_class;infection_outcome_relation;figure_role	
Figure_3	D	Figure_3D	U26C1_steroid_branching	4	39.0	project://03_metadata/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_interpretation_correction_log.tsv	UTI_HostOmics_U26C1_interpretation_correction_log.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	issue;original;revised;basis	
Figure_3	D	Figure_3D	U26C1_steroid_branching	5	34.5	project://06_tables/phaseU26C1_interpretation_threshold_and_branch_refinement/UTI_HostOmics_U26C1_phase_decision.tsv	UTI_HostOmics_U26C1_phase_decision.tsv	phaseU26C1_interpretation_threshold_and_branch_refinement	phase;decision;near_neutral_absolute_effect_threshold;n_robust_core_modules;n_provisional_core_modules;n_secondary_modules;n_true_direction_reversals;TLR4_pregnancy_class;steroid_synthesis_domain;complement_domain;manuscript_modified;existing_figures_modified;next_phase	
Figure_3	D	Figure_3D	U26C1_steroid_branching	6	15.0	project://06_tables/phaseU26C_biological_synthesis_figure_architecture/UTI_HostOmics_U26C_pregnancy_synthesis_response_decoupling.tsv	UTI_HostOmics_U26C_pregnancy_synthesis_response_decoupling.tsv	phaseU26C_biological_synthesis_figure_architecture	domain;feature_id;display_label;axis;effect_value;absolute_effect;direction;tissue_directional_coherence;fdr_0_10;best_tissue_q_value	
Figure_3	D	Figure_3D	U26C1_steroid_branching	7	7.0	project://06_tables/phaseU26C_biological_synthesis_figure_architecture/UTI_HostOmics_U26C_decoupling_domain_summary.tsv	UTI_HostOmics_U26C_decoupling_domain_summary.tsv	phaseU26C_biological_synthesis_figure_architecture	domain;n_features;median_effect;mean_effect;n_positive;n_negative;directional_coherence;dominant_direction	
Figure_3	D	Figure_3D	U26C1_steroid_branching	8	5.0	project://06_tables/phaseU26D2C_cellular_localization_synthesis/UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	UTI_HostOmics_U26D2C_module_cellular_synthesis.tsv	phaseU26D2C_cellular_localization_synthesis	feature_id;display_label;axis;proposed_figure_family;n_populations;n_positive_populations;n_negative_populations;directional_coherence_fraction;n_high_or_moderate_populations;top_population_by_composite_score;top_population_composite_score;top_population_evidence_class;top_population_mean_gene_log2FC;top_population_gene_direction_coherence;top_population_hedges_g;top_population_variance_sensitive_g;top_to_second_score_ratio;cellular_localization_class;median_mean_gene_log2FC;median_gene_direction_coherence;median_composite_score;top_refined_subtype;top_refined_subtype_composite_score;top_refined_subtype_mean_gene_log2FC;top_refined_subtype_gene_direction_coherence;top_refined_subtype_hedges_g;top_refined_subtype_variance_sensitive_g	
Figure_3	E	Figure_3E	U26B1_1_C2	1	44.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_Figure_7_primary_effect_matrix.tsv	UTI_HostOmics_U26B1_1_Figure_7_primary_effect_matrix.tsv	phaseU26B1_1_GSE280297_stability_refinement	feature_id;C1_PRETERM_VS_TERM | bladder;C1_PRETERM_VS_TERM | placenta;C1_PRETERM_VS_TERM | uterus;C2_UPEC_VS_PBS_PREGNANCY | bladder;C2_UPEC_VS_PBS_PREGNANCY | placenta;C2_UPEC_VS_PBS_PREGNANCY | uterus;C3_INFECTED_PREGNANT_VS_NONPREGNANT | bladder	
Figure_3	E	Figure_3E	U26B1_1_C2	2	44.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_Figure_9_primary_effect_matrix.tsv	UTI_HostOmics_U26B1_1_Figure_9_primary_effect_matrix.tsv	phaseU26B1_1_GSE280297_stability_refinement	feature_id;C1_PRETERM_VS_TERM | bladder;C1_PRETERM_VS_TERM | placenta;C1_PRETERM_VS_TERM | uterus;C2_UPEC_VS_PBS_PREGNANCY | bladder;C2_UPEC_VS_PBS_PREGNANCY | placenta;C2_UPEC_VS_PBS_PREGNANCY | uterus;C3_INFECTED_PREGNANT_VS_NONPREGNANT | bladder	
Figure_3	E	Figure_3E	U26B1_1_C2	3	44.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_Figure_8_primary_effect_matrix.tsv	UTI_HostOmics_U26B1_1_Figure_8_primary_effect_matrix.tsv	phaseU26B1_1_GSE280297_stability_refinement	feature_id;C1_PRETERM_VS_TERM | bladder;C1_PRETERM_VS_TERM | placenta;C1_PRETERM_VS_TERM | uterus;C2_UPEC_VS_PBS_PREGNANCY | bladder;C2_UPEC_VS_PBS_PREGNANCY | placenta;C2_UPEC_VS_PBS_PREGNANCY | uterus;C3_INFECTED_PREGNANT_VS_NONPREGNANT | bladder	
Figure_3	E	Figure_3E	U26B1_1_C2	4	44.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_Figure_10_primary_effect_matrix.tsv	UTI_HostOmics_U26B1_1_Figure_10_primary_effect_matrix.tsv	phaseU26B1_1_GSE280297_stability_refinement	feature_id;C1_PRETERM_VS_TERM | bladder;C1_PRETERM_VS_TERM | placenta;C1_PRETERM_VS_TERM | uterus;C2_UPEC_VS_PBS_PREGNANCY | bladder;C2_UPEC_VS_PBS_PREGNANCY | placenta;C2_UPEC_VS_PBS_PREGNANCY | uterus;C3_INFECTED_PREGNANT_VS_NONPREGNANT | bladder	
Figure_3	E	Figure_3E	U26B1_1_C2	5	38.0	project://03_metadata/phaseU26B1_1_GSE280297_stability_refinement/GSE280297_U26B1_1_axis_scores.tsv.gz	GSE280297_U26B1_1_axis_scores.tsv.gz	phaseU26B1_1_GSE280297_stability_refinement	sample_id;tissue;treatment;primary_exposure;outcome;pregnancy_status;sex;inferred_group;AXIS__adipokine_signaling;AXIS__amino_acid_metabolism;AXIS__carbohydrate_inflammatory_carbon;AXIS__catecholamine_stress_adjacent;AXIS__complement_architecture;AXIS__immune_context_anchors;AXIS__insulin_irs_signaling;AXIS__lipid_metabolism;AXIS__nucleotide_nad_nitrogen;AXIS__steroid_cholesterol_endocrine	
Figure_3	E	Figure_3E	U26B1_1_C2	6	37.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_refined_all_results.tsv	UTI_HostOmics_U26B1_1_refined_all_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	E	Figure_3E	U26B1_1_C2	7	37.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_primary_results.tsv	UTI_HostOmics_U26B1_1_primary_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	E	Figure_3E	U26B1_1_C2	8	37.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_secondary_exploratory_results.tsv	UTI_HostOmics_U26B1_1_secondary_exploratory_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	F	Figure_3F	U26B1_1_C3	1	41.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_Figure_7_primary_effect_matrix.tsv	UTI_HostOmics_U26B1_1_Figure_7_primary_effect_matrix.tsv	phaseU26B1_1_GSE280297_stability_refinement	feature_id;C1_PRETERM_VS_TERM | bladder;C1_PRETERM_VS_TERM | placenta;C1_PRETERM_VS_TERM | uterus;C2_UPEC_VS_PBS_PREGNANCY | bladder;C2_UPEC_VS_PBS_PREGNANCY | placenta;C2_UPEC_VS_PBS_PREGNANCY | uterus;C3_INFECTED_PREGNANT_VS_NONPREGNANT | bladder	
Figure_3	F	Figure_3F	U26B1_1_C3	2	41.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_Figure_9_primary_effect_matrix.tsv	UTI_HostOmics_U26B1_1_Figure_9_primary_effect_matrix.tsv	phaseU26B1_1_GSE280297_stability_refinement	feature_id;C1_PRETERM_VS_TERM | bladder;C1_PRETERM_VS_TERM | placenta;C1_PRETERM_VS_TERM | uterus;C2_UPEC_VS_PBS_PREGNANCY | bladder;C2_UPEC_VS_PBS_PREGNANCY | placenta;C2_UPEC_VS_PBS_PREGNANCY | uterus;C3_INFECTED_PREGNANT_VS_NONPREGNANT | bladder	
Figure_3	F	Figure_3F	U26B1_1_C3	3	41.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_Figure_8_primary_effect_matrix.tsv	UTI_HostOmics_U26B1_1_Figure_8_primary_effect_matrix.tsv	phaseU26B1_1_GSE280297_stability_refinement	feature_id;C1_PRETERM_VS_TERM | bladder;C1_PRETERM_VS_TERM | placenta;C1_PRETERM_VS_TERM | uterus;C2_UPEC_VS_PBS_PREGNANCY | bladder;C2_UPEC_VS_PBS_PREGNANCY | placenta;C2_UPEC_VS_PBS_PREGNANCY | uterus;C3_INFECTED_PREGNANT_VS_NONPREGNANT | bladder	
Figure_3	F	Figure_3F	U26B1_1_C3	4	41.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_Figure_10_primary_effect_matrix.tsv	UTI_HostOmics_U26B1_1_Figure_10_primary_effect_matrix.tsv	phaseU26B1_1_GSE280297_stability_refinement	feature_id;C1_PRETERM_VS_TERM | bladder;C1_PRETERM_VS_TERM | placenta;C1_PRETERM_VS_TERM | uterus;C2_UPEC_VS_PBS_PREGNANCY | bladder;C2_UPEC_VS_PBS_PREGNANCY | placenta;C2_UPEC_VS_PBS_PREGNANCY | uterus;C3_INFECTED_PREGNANT_VS_NONPREGNANT | bladder	
Figure_3	F	Figure_3F	U26B1_1_C3	5	37.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_refined_all_results.tsv	UTI_HostOmics_U26B1_1_refined_all_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	F	Figure_3F	U26B1_1_C3	6	37.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_primary_results.tsv	UTI_HostOmics_U26B1_1_primary_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	F	Figure_3F	U26B1_1_C3	7	37.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_secondary_exploratory_results.tsv	UTI_HostOmics_U26B1_1_secondary_exploratory_results.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	F	Figure_3F	U26B1_1_C3	8	37.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_large_primary_effects.tsv	UTI_HostOmics_U26B1_1_large_primary_effects.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;tissue;analysis_status;group_a;group_b;n_group_a;n_group_b;feature_type;axis;feature_id;display_label;proposed_figure_family;mean_group_a;mean_group_b;mean_difference_a_minus_b;hedges_g;hedges_g_ci_low;hedges_g_ci_high;welch_t;p_value;auc_group_a_higher;direction;interpretation;q_value_within_contrast;fdr_0_05;fdr_0_10;evidence_tier;stability_class;permutation_p_value;permutation_method;n_permutations;stable_hedges_g_ci_low;stable_hedges_g_ci_high;effect_ci_status;permutation_q_within_contrast;permutation_q_within_family;permutation_fdr_0_05;permutation_fdr_0_10;family_fdr_0_10	
Figure_3	G	Figure_3G	U26B1_1_tissue_modules	1	49.0	project://06_tables/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_cross_tissue_directional_coherence.tsv	UTI_HostOmics_U26B1_1_cross_tissue_directional_coherence.tsv	phaseU26B1_1_GSE280297_stability_refinement	contrast_id;feature_id;axis;display_label;proposed_figure_family;n_tissues;n_positive_tissues;n_negative_tissues;directional_coherence_fraction;dominant_direction;median_hedges_g;mean_absolute_hedges_g	
Figure_3	G	Figure_3G	U26B1_1_tissue_modules	2	44.5	project://03_metadata/phaseU26B1_1_GSE280297_stability_refinement/UTI_HostOmics_U26B1_1_axis_score_definitions.tsv	UTI_HostOmics_U26B1_1_axis_score_definitions.tsv	phaseU26B1_1_GSE280297_stability_refinement	axis_score_id;axis;n_requested_submodules;n_available_submodules;available_submodules	
Figure_3	G	Figure_3G	U26B1_1_tissue_modules	3	42.5	project://03_metadata/phaseU26B1_1_GSE280297_stability_refinement/GSE280297_U26B1_1_axis_scores.tsv.gz	GSE280297_U26B1_1_axis_scores.tsv.gz	phaseU26B1_1_GSE280297_stability_refinement	sample_id;tissue;treatment;primary_exposure;outcome;pregnancy_status;sex;inferred_group;AXIS__adipokine_signaling;AXIS__amino_acid_metabolism;AXIS__carbohydrate_inflammatory_carbon;AXIS__catecholamine_stress_adjacent;AXIS__complement_architecture;AXIS__immune_context_anchors;AXIS__insulin_irs_signaling;AXIS__lipid_metabolism;AXIS__nucleotide_nad_nitrogen;AXIS__steroid_cholesterol_endocrine	
