source_path	source_sha256_before	source_sha256_after	source_unchanged	output_path	output_sha256	results_text_preserved	tables_preserved	drawing_count_source	drawing_count_output	media_parts_output	embedded_figure_hashes_preserved	legacy_captions_absent	definitive_captions_present
project://09_manuscript_docx/phaseU27B3C4_frozen_figures_legends_integration/UTI_HostOmics_preZotero_manuscript_v5_1_U27B3C4_figures_legends_integrated.docx	53aa829088468df4c70afd44a4290b701f814718fe78dc66e0b29484a278bee7	53aa829088468df4c70afd44a4290b701f814718fe78dc66e0b29484a278bee7	True	project://09_manuscript_docx/phaseU27B3C41_integrated_figure_section_cleanup/UTI_HostOmics_preZotero_manuscript_v5_2_U27B3C41_figure_section_cleaned.docx	d3e947d6e9fad0f0d1485855e871cbfa5a3e1db5daf8ded720edff71b7089001	True	True	8	8	8	True	True	True
