legacy_caption_paragraphs_detected_in_source	legacy_caption_paragraphs_removed	orphan_heading_paragraphs_removed	legacy_caption_paragraphs_remaining	definitive_caption_paragraphs	orphan_figure_heading_absent
12	12	Figures; Figure 1	0	8	True
