refined_broad_cell_type	mean_control	mean_UPEC	difference_UPEC_minus_control	hedges_g_UPEC_vs_control	exact_permutation_p
NK_cell	0.0708200526966489	0.0453521723811608	-0.0254678803154881	-9.122658810840141	0.3333333333333333
T_cell	0.22151186922692828	0.0895158498934975	-0.13199601933343078	-2.233764883591526	0.3333333333333333
cycling_immune	0.0529375865613224	0.01667472670461215	-0.03626285985671025	-0.8980047291674338	0.3333333333333333
dendritic	0.26793184974230516	0.16506342387693046	-0.1028684258653747	-2.237041112801846	0.3333333333333333
macrophage_monocyte	0.3397371944046793	0.43651211022191916	0.09677491581723985	1.421557618671447	0.3333333333333333
mast_cell	0.012015877639702799	0.0021993683954403998	-0.0098165092442624	-9.828304450607616	0.3333333333333333
neutrophil	0.035045569728412954	0.24468234852643922	0.20963677879802628	1.3271793601119404	0.3333333333333333
