path	unique_features	gene_rows	selection_score	feature_column	gene_column	gene_list_column	selected
project://03_metadata/phaseU26A_expanded_endocrine_metabolic_immune_feasibility/UTI_HostOmics_U26A_expanded_submodule_library.tsv	78	1062	2190.62	submodule_id		genes	True
