phase	decision	module_dictionary_source	n_modules_in_dictionary	n_score_eligible_modules	n_common_genes	n_complete_broad_cell_types	n_complete_refined_subtypes	n_broad_module_results	n_subtype_module_results	minimum_exact_two_sided_permutation_p	FDR_supported_results_expected_with_n2_vs_n2	TLR4_covered	leptin_covered	PI3K_AKT_covered	complement_opsonophagocytosis_covered	complement_C3A_C5A_covered	biological_sample_is_inferential_unit	cell_level_significance_testing_performed	raw_expression_pooled_across_datasets_or_species	manuscript_modified	existing_figures_modified	next_phase
U26D2B	READY_FOR_U26D2C_CELLULAR_LOCALIZATION_SYNTHESIS_AND_U27_FIGURE_INTEGRATION	project://03_metadata/phaseU26A_expanded_endocrine_metabolic_immune_feasibility/UTI_HostOmics_U26A_expanded_submodule_library.tsv	78	73	19386	6	14	468	1092	0.3333333333333333	False	True	True	True	True	True	True	False	False	False	False	U26D2C cellular localization synthesis and U27 Figure 7-11 integration
