targeted_measure	mean_control	mean_UPEC	difference_UPEC_minus_control	hedges_g_UPEC_vs_control	exact_permutation_p
TNFSF9_high_fraction_within_macrophage	0.0368050668543279	0.0799332231444993	0.0431281562901714	2.04582218377825	0.3333333333333333
TNFSF9_positive_fraction_within_macrophage	0.171323011963406	0.30375805569775594	0.13243504373434994	0.9528562387196302	0.3333333333333333
expanded_Treg_like_fraction_within_T	0.30567666105227853	0.3910384615384615	0.08536180048618297	0.9267275382801456	0.3333333333333333
strict_Treg_like_fraction_within_T	0.017006490719657152	0.0831230769230769	0.06611658620341974	1.8102177390383063	0.3333333333333333
