population_level	population	feature_id	display_label	axis	proposed_figure_family	requested_genes	detected_genes	coverage_fraction	score_eligible	mean_control_score	mean_UPEC_score	mean_difference_UPEC_minus_control	hedges_g_UPEC_vs_control	exact_permutation_p	module_mean_gene_log2FC	module_median_gene_log2FC	fraction_genes_positive_log2FC	fraction_genes_negative_log2FC	gene_direction_coherence	direction	exact_permutation_q_within_population
broad_cell_type	NK_cell	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	lipid_metabolism	Figure_7	17	15	0.8823529411764706	True	-0.16152648026467475	0.16152648026467545	0.3230529605293502	0.4523768737424688	0.6666666666666666	0.2221925476767011	0.08483793102321746	0.6	0.4	0.6	higher_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	steroid_cholesterol_endocrine	Figure_7	9	6	0.6666666666666666	True	0.11176590745149487	-0.11176590745149632	-0.22353181490299118	-0.37106698105501346	0.6666666666666666	-0.08167956316303704	-0.22391707639283226	0.3333333333333333	0.6666666666666666	0.6666666666666666	lower_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	ESTROGEN_RECEPTOR_RESPONSE	Estrogen receptor response	steroid_cholesterol_endocrine	Figure_7	13	9	0.6923076923076923	True	-0.5446985356749247	0.5446985356749241	1.0893970713498486	1.7018221033367524	0.3333333333333333	0.4481437831760413	0.4533207281063203	0.8888888888888888	0.1111111111111111	0.8888888888888888	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	lipid_metabolism	Figure_7	16	14	0.875	True	-0.16759444086419178	0.16759444086419106	0.33518888172838285	0.44574649154518897	0.6666666666666666	0.11496057480075614	0.10408700934407777	0.5714285714285714	0.42857142857142855	0.5714285714285714	higher_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	lipid_metabolism	Figure_7	14	12	0.8571428571428571	True	-0.3825179737092358	0.38251797370923546	0.7650359474184713	0.9496621017565811	0.3333333333333333	0.38293841948328905	0.2704316195157759	0.75	0.25	0.75	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	lipid_metabolism	Figure_7	16	15	0.9375	True	-0.3893953255259667	0.3893953255259668	0.7787906510519335	28.218150045310868	0.3333333333333333	0.6788350798425402	0.31752466440798344	0.8666666666666667	0.13333333333333333	0.8666666666666667	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	GLUCOCORTICOID_RESPONSE	Glucocorticoid response	steroid_cholesterol_endocrine	Figure_7	13	11	0.8461538461538461	True	-0.4024174769244074	0.4024174769244072	0.8048349538488146	2.352272248675959	0.3333333333333333	0.4531582765753631	0.4132260247372983	0.8181818181818182	0.18181818181818182	0.8181818181818182	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	GLUCONEOGENESIS	Gluconeogenesis	carbohydrate_inflammatory_carbon	Figure_8	12	8	0.6666666666666666	True	-0.2578931069863585	0.2578931069863592	0.5157862139727176	1.1079246949455632	0.3333333333333333	0.2112791503645552	0.28509467178529	0.625	0.375	0.625	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	GLUCOSE_TRANSPORT	Glucose transport	carbohydrate_inflammatory_carbon	Figure_8	12	6	0.5	True	-0.3697153498328884	0.3697153498328884	0.7394306996657768	0.8531134407165206	0.3333333333333333	0.4894477146634897	0.45332072810632024	0.8333333333333334	0.16666666666666666	0.8333333333333334	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	amino_acid_metabolism	Figure_9	13	11	0.8461538461538461	True	-0.47972697149885546	0.47972697149885546	0.9594539429977109	1.284240030679884	0.3333333333333333	0.5845551287360826	0.3872734909023716	0.9090909090909091	0.09090909090909091	0.9090909090909091	higher_in_UPEC	0.6239316239316239
broad_cell_type	NK_cell	GLYCOGENOLYSIS	Glycogenolysis	carbohydrate_inflammatory_carbon	Figure_8	12	12	1.0	True	-0.13993816941580048	0.1399381694158005	0.279876338831601	0.58425350219595	0.6666666666666666	0.22411183092066378	0.14783308523935523	0.6666666666666666	0.3333333333333333	0.6666666666666666	higher_in_UPEC	0.7978142076502732
broad_cell_type	NK_cell	GLYCOGEN_SYNTHESIS	Glycogen synthesis	carbohydrate_inflammatory_carbon	Figure_8	10	7	0.7	True	-0.3099657632221142	0.3099657632221142	0.6199315264442284	1.3364412229184706	0.3333333333333333	0.6870788582378543	0.22454683080891868	0.7142857142857143	0.2857142857142857	0.7142857142857143	higher_in_UPEC	0.6239316239316239
