zip_path	zip_exists	zip_size_bytes	zip_sha256	package_root	materialized_table_files	manifest_files
project://11_supplementary/phaseU27B3E32_repaired_supplementary_rematerialization/UTI_HostOmics_U27B3E32_Supplementary_Tables_S1-S10.zip	True	261281	600ac2b6b2e1503fdb76221187145520aae566a0f1997b57224c71c660dffab8	project://11_supplementary/phaseU27B3E32_repaired_supplementary_rematerialization	10	8
