phase	decision	figures_expected	figures_built	panels_expected	panels_in_manifest	panel_crops_present	exports_expected	exports_present	nonempty_exports	contact_sheets_present	locked_source_paths_exist	U27A4_visual_references_complete	U27A4_used_as_numerical_source	scientific_values_recalculated	manuscript_modified	next_phase
U27B2D	READY_FOR_U27B2E_FINAL_FIGURES_5_TO_8_VISUAL_AUDIT	4	4	28	28	28	12	12	True	True	True	True	False	False	False	U27B2E final visual audit of Figures 5-8
