zip_path	zip_exists	zip_test_pass	zip_size_bytes	zip_sha256	materialized_tables	manifest_files	failed_zip_member
project://11_supplementary/phaseU27B3E321_semantic_accession_audit_correction/UTI_HostOmics_U27B3E321_Supplementary_Tables_S1-S10.zip	True	True	262135	71ad671861de5eae8ac8e05ad1ea441bcc3348b32413e2c79191f30c932d9d71	10	10	
