phase	decision	manuscript_path	manuscript_sha256	paragraphs	embedded_media_files	sections_identified	sections_requiring_replacement_or_major_revision	obsolete_term_or_path_occurrences	results_section_ready_to_freeze	figures_1_to_8_ready_to_freeze	frozen_datasets_detected_in_results	supplementary_tables_detected	manuscript_modified	scientific_values_recalculated	figure_assets_modified	source_locks_changed	next_phase
U27B3D1	TARGETED_U27B3D1_AUDIT_OR_FROZEN_SECTION_REPAIR_REQUIRED	project://09_manuscript_docx/phaseU27B3C41_integrated_figure_section_cleanup/UTI_HostOmics_preZotero_manuscript_v5_2_U27B3C41_figure_section_cleaned.docx	d3e947d6e9fad0f0d1485855e871cbfa5a3e1db5daf8ded720edff71b7089001	150	8	20	12	11	True	False	True	8	False	False	False	False	Repair audit ambiguity
