render_status	pdf_path	page_png_count	contact_sheet
RENDERED_PENDING_MANUAL_VISUAL_AUDIT	project://09_manuscript_docx/phaseU27B3C2_results_section_reconstruction/render_qa/UTI_HostOmics_preZotero_manuscript_v5_0_U27B3C2_results_reconstructed.pdf	26	project://09_manuscript_docx/phaseU27B3C2_results_section_reconstruction/render_qa/UTI_HostOmics_U27B3C2_render_contact_sheet.png
