dataset	analysis_family	tissue	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	q_value	fdr_0_10	direction
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	uterus	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_IRON_REDOX_INTERFACE	Catecholamine, iron and redox interface	Figure_9	0.2901081783007024	0.8641483516483516	False	positive
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	bladder	submodule	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10	0.2987179578977494	0.9819024725274724	False	positive
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	placenta	submodule	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10	0.1301188306592004	0.9027662451146192	False	positive
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	uterus	submodule	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10	0.961724494107166	0.8641483516483516	False	positive
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	bladder	submodule	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10	0.6066408853550672	0.9819024725274724	False	positive
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	placenta	submodule	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10	-0.1757757683686546	0.9001145340011454	False	negative
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	uterus	submodule	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10	0.0680688980830458	0.9850549450549452	False	positive
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	bladder	submodule	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10	0.3000879207652096	0.9819024725274724	False	positive
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	placenta	submodule	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10	-0.0800546490400399	0.9412111420436904	False	negative
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	uterus	submodule	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10	1.1686840835533288	0.8641483516483516	False	positive
