dataset	primary_context	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	direction	fdr_0_10	q_value	evidence_weight	interpretation_role	mean_tissue_effect	n_tissues	n_positive_tissues	n_negative_tissues	tissue_directional_coherence	best_tissue_q_value
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	lipid_metabolism	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	Figure_7	1.1754384962200224	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8	1.0085607514920767	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8	-0.0331512935741398	hedges_g	negative	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8	1.601768502216392	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8	-0.1401415109162123	hedges_g	negative	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	carbohydrate_inflammatory_carbon	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	Figure_8	-0.4690392605595158	hedges_g	negative	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8	-0.603288398609815	hedges_g	negative	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8	1.3709552773169482	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8	0.0450472070683661	hedges_g	positive	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8	-0.4745522246918041	hedges_g	negative	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8	1.3650722104202886	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8	0.7251718047518013	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8	0.6086712161392323	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8	0.5144853654662742	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8	-0.2757320911697049	hedges_g	negative	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8	-0.0933810551871245	hedges_g	negative	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8	0.9900621618745398	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8	0.3428337601025548	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8	1.447321620719106	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8	2.0614152956611087	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8	0.5451508305094149	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9	-1.1071274608568007	hedges_g	negative	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9	1.4385237823077388	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9	0.2794101731737997	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	amino_acid_metabolism	SERINE_GLYCINE_ONE_CARBON	Serine, glycine and one-carbon metabolism	Figure_9	-0.4825057735165307	hedges_g	negative	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	amino_acid_metabolism	METHIONINE_SAM_METHYLATION	Methionine and SAM metabolism	Figure_9	-0.6231176897686507	hedges_g	negative	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	amino_acid_metabolism	BRANCHED_CHAIN_AMINO_ACIDS	Branched-chain amino-acid metabolism	Figure_9	-0.5898504281140434	hedges_g	negative	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	amino_acid_metabolism	AROMATIC_AMINO_ACID_METABOLISM	Aromatic amino-acid metabolism	Figure_9	-2.3462045747340707	hedges_g	negative	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9	1.5424044949776037	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_BIOSYNTHESIS_DEGRADATION	Catecholamine biosynthesis and degradation	Figure_9	-0.9055424845650673	hedges_g	negative	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	catecholamine_stress_adjacent	ADRENERGIC_STRESS_SIGNALING	Adrenergic stress signaling	Figure_9	0.0179076039119217	hedges_g	positive	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_IRON_REDOX_INTERFACE	Catecholamine, iron and redox interface	Figure_9	0.6908838182362512	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	nucleotide_nad_nitrogen	PURINE_DE_NOVO_SYNTHESIS	De novo purine synthesis	Figure_9	-1.0412989905292878	hedges_g	negative	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	nucleotide_nad_nitrogen	PURINE_SALVAGE	Purine salvage	Figure_9	1.4487437909106362	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	nucleotide_nad_nitrogen	PURINE_DEGRADATION_URATE	Purine degradation and urate	Figure_9	0.6667329786824677	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	nucleotide_nad_nitrogen	PYRIMIDINE_SYNTHESIS	Pyrimidine synthesis	Figure_9	-0.9863726970474525	hedges_g	negative	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	nucleotide_nad_nitrogen	PYRIMIDINE_DEGRADATION	Pyrimidine degradation	Figure_9	-0.4257325656671998	hedges_g	negative	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	nucleotide_nad_nitrogen	NAD_METABOLISM	NAD metabolism	Figure_9	-0.413058608436714	hedges_g	negative	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	nucleotide_nad_nitrogen	UREA_CYCLE	Urea cycle	Figure_9	0.1551430134014229	hedges_g	positive	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	nucleotide_nad_nitrogen	NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	Figure_9	0.808654716637116	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	nucleotide_nad_nitrogen	XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	Xanthine oxidase and oxidative purine catabolism	Figure_9	0.8909110371341586	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	Figure_10	0.0449858218033634	hedges_g	positive	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	complement_architecture	COMPLEMENT_LECTIN	Lectin complement pathway	Figure_10	-0.4272133733758726	hedges_g	negative	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10	-0.3102140209047214	hedges_g	negative	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10	-0.1859260840471238	hedges_g	negative	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	complement_architecture	COMPLEMENT_TERMINAL_MAC	Terminal complement and membrane-attack complex	Figure_10	0.1892860780793338	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10	0.258206035535592	hedges_g	positive	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10	1.2138848239356397	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10	0.6106585347065031	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10	1.271995088268732	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network	0.5280174153001915	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	immune_context_anchors	NFKB_MAPK_INFLAMMATION_ANCHOR	NF-kB and MAPK inflammation anchor	Integrated_network	1.0445949889470858	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	immune_context_anchors	NEUTROPHIL_NETOSIS_ANCHOR	Neutrophil and NETosis anchor	Integrated_network	1.6831623720365632	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	immune_context_anchors	OXIDATIVE_STRESS_NRF2_ANCHOR	Oxidative stress and NRF2 anchor	Integrated_network	0.5733729709195335	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	immune_context_anchors	UROTHELIAL_BARRIER_REPAIR_ANCHOR	Urothelial barrier and repair anchor	Integrated_network	0.3001924105448774	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	submodule	immune_context_anchors	PREGNANCY_INFLAMMATION_ANCHOR	Pregnancy-associated inflammation anchor	Integrated_network	1.8318950944988115	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	composite_index	composite_index	STEROID_INFLAMMATORY_IMBALANCE_INDEX	Steroid Inflammatory Imbalance Index	Integrated_network	0.6171037200481244	hedges_g	positive	False	0.8888888888888888	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	composite_index	composite_index	INFLAMMATORY_CARBON_USE_INDEX	Inflammatory Carbon Use Index	Integrated_network	0.9316133391489464	hedges_g	positive	False	0.808080808080808	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	composite_index	composite_index	COMPLEMENT_INFLAMMATORY_AMPLIFICATION_INDEX	Complement Inflammatory Amplification Index	Integrated_network	0.2698767766542723	hedges_g	positive	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE252321	GSE252321_UPEC_VS_CONTROL	composite_index	composite_index	PREGNANCY_RISK_ENDOCRINE_METABOLIC_INFLAMMATION_INDEX	Pregnancy Risk Endocrine Metabolic Inflammation Index	Integrated_network	0.0136144724120737	hedges_g	positive	False	1.0	0.25	exploratory_mouse_whole_object_UPEC_pseudobulk						
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	composite_index	composite_index	COMPLEMENT_INFLAMMATORY_AMPLIFICATION_INDEX	Complement Inflammatory Amplification Index	Integrated_network	-0.4248583916086081	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.4612520145160662	3.0	0.0	3.0	1.0	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	composite_index	composite_index	INFLAMMATORY_CARBON_USE_INDEX	Inflammatory Carbon Use Index	Integrated_network	-0.26112748707472	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.6653338426987356	3.0	1.0	2.0	0.6666666666666666	0.2225274725274725
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	composite_index	composite_index	PREGNANCY_RISK_ENDOCRINE_METABOLIC_INFLAMMATION_INDEX	Pregnancy Risk Endocrine Metabolic Inflammation Index	Integrated_network	0.1628637736406624	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.12291119187960346	3.0	2.0	1.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	composite_index	composite_index	STEROID_INFLAMMATORY_IMBALANCE_INDEX	Steroid Inflammatory Imbalance Index	Integrated_network	0.437107762114452	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.21604383937907837	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8	0.2353752347036881	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.011579309136830104	3.0	2.0	1.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8	0.0049739763178469	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.0590490473144302	3.0	2.0	1.0	0.6666666666666666	0.7975002499750026
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8	0.3394515424730212	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.2188321655207958	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8	-0.2397280946976295	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.15087214755167358	3.0	1.0	2.0	0.6666666666666666	0.8035071492850715
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8	0.2725791025550987	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.2638874392667465	3.0	2.0	1.0	0.6666666666666666	0.8707596751075012
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9	-0.0778555504629274	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.03057755298128347	3.0	1.0	2.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9	-0.3257433984221691	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.12457598469057757	3.0	1.0	2.0	0.6666666666666666	0.8035071492850715
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	amino_acid_metabolism	AROMATIC_AMINO_ACID_METABOLISM	Aromatic amino-acid metabolism	Figure_9	-0.0859352267459318	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.13029777819319296	3.0	1.0	2.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	amino_acid_metabolism	BRANCHED_CHAIN_AMINO_ACIDS	Branched-chain amino-acid metabolism	Figure_9	0.0684472456905793	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.13176540611492074	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9	-0.0118072454892652	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.07699825148244355	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	amino_acid_metabolism	METHIONINE_SAM_METHYLATION	Methionine and SAM metabolism	Figure_9	0.2038560933422443	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.04355823350282654	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	amino_acid_metabolism	SERINE_GLYCINE_ONE_CARBON	Serine, glycine and one-carbon metabolism	Figure_9	0.3319923903012867	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.13331006224050115	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9	-0.0660311752665699	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.07941840647043841	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8	-0.2087355514975391	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.07633608030215579	3.0	1.0	2.0	0.6666666666666666	0.8707596751075012
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8	0.3936415091050061	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.24917436231127574	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8	0.2826640207251812	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.2738043088626762	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8	-0.3233823817905002	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.18207921106508826	3.0	1.0	2.0	0.6666666666666666	0.8035071492850715
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8	0.0977903621847027	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.07924062161642126	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8	-0.0039774294391697	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.21697467427149972	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8	-0.406645615550242	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.21475380842362504	3.0	1.0	2.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8	-0.1814703505147327	median_tissue_hedges_g	negative	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	-0.10351933772350463	3.0	1.0	2.0	0.6666666666666666	0.8641483516483516
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8	0.4048917584702233	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.13826416910364445	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	carbohydrate_inflammatory_carbon	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	Figure_8	0.428492046396194	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.22122917564085123	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
GSE280297	GSE280297_UPEC_VS_PBS_PREGNANCY_COLLAPSED	submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8	0.4910697557217295	median_tissue_hedges_g	positive	False		1.0	pregnancy_tissue_discovery_collapsed_across_tissues	0.22762002840516626	3.0	2.0	1.0	0.6666666666666666	0.7957454254574543
