dataset	contrast_id	biological_context	evidence_tier	group_a	group_b	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	p_value	q_value	fdr_0_10	direction	n_group_a	n_group_b	fdr_bool	interpretation_boundary
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	amino_acid_metabolism	SERINE_GLYCINE_ONE_CARBON	Serine, glycine and one-carbon metabolism	Figure_9	0.8950825362282925	standardized_module_score_beta	0.0007887906658108	0.063892043930681	True	positive			True	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	steroid_cholesterol_endocrine	CHOLESTEROL_BIOSYNTHESIS	Cholesterol biosynthesis	Figure_7	1.0512245685158057	standardized_module_score_beta	0.0036486700887988	0.098514092397569	True	positive			True	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	submodule	steroid_cholesterol_endocrine	ESTROGEN_BIOSYNTHESIS	Estrogen biosynthesis and interconversion	Figure_7	0.8071967536298774	standardized_module_score_beta	0.0026352534866153	0.098514092397569	True	positive			True	Exposure-stage or experimental-block difference among PBS controls; not a Gardnerella treatment effect.
