feature_id	axis	display_label	proposed_figure_family	n_independent_datasets	datasets	dataset_effects	n_positive_datasets	n_negative_datasets	dominant_direction	weighted_directional_coherence	median_effect	median_absolute_effect	max_absolute_effect	n_FDR10_datasets	n_moderate_effect_datasets	n_large_effect_datasets	validation_class	independent_evidence_priority_score
PURINE_DEGRADATION_URATE	nucleotide_nad_nitrogen	Purine degradation and urate	Figure_9	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.1355;GSE186800:0.1798;GSE252321:0.6667;GSE280297:-0.2692	3	1	positive	0.6923076923076923	0.15765573276482137	0.22451789489353818	0.6667329786824677	0	1	0	limited_independent_support	3.4168255872012305
MTORC1_INSULIN_OUTPUT	insulin_irs_signaling	mTORC1 insulin output	Figure_8	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.1023;GSE186800:0.7815;GSE252321:-0.2757;GSE280297:0.2898	2	2	positive	0.6153846153846154	0.09377284369294454	0.2827807641536563	0.7814687820842906	0	1	0	context_divergent_or_tissue_specific	3.3981653795382716
ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	steroid_cholesterol_endocrine	Androgen and testosterone biosynthesis	Figure_7	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.0527;GSE186800:0.1523;GSE252321:-0.7022;GSE280297:-0.2572	1	3	negative	0.6923076923076923	-0.1549462133588454	0.20477564177353716	0.702161501415687	0	1	0	limited_independent_support	3.3970833340812296
STEROID_SULFATION_DESULFATION	steroid_cholesterol_endocrine	Steroid sulfation and desulfation	Figure_7	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.0709;GSE186800:0.3115;GSE252321:0.2502;GSE280297:-0.6622	2	2	negative	0.6153846153846154	0.0896751647230467	0.2808476821303817	0.6622188490412063	0	1	0	context_divergent_or_tissue_specific	3.396232297514997
BRANCHED_CHAIN_AMINO_ACIDS	amino_acid_metabolism	Branched-chain amino-acid metabolism	Figure_9	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.1862;GSE186800:0.1476;GSE252321:-0.5899;GSE280297:0.0684	2	2	positive	0.6153846153846154	-0.058882305432034696	0.16688592505603064	0.5898504281140434	0	1	0	context_divergent_or_tissue_specific	3.282270540440646
MINERALOCORTICOID_RESPONSE	steroid_cholesterol_endocrine	Mineralocorticoid response	Figure_7	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.0583;GSE186800:0.4199;GSE252321:0.2049;GSE280297:0.4383	4	0	positive	1.0	0.312419294237519	0.312419294237519	0.4382564416029907	0	0	0	limited_independent_support	2.312419294237519
PROGESTERONE_BIOSYNTHESIS_RESPONSE	steroid_cholesterol_endocrine	Progesterone biosynthesis and response	Figure_7	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.0788;GSE186800:0.3914;GSE252321:0.2943;GSE280297:0.1941	4	0	positive	1.0	0.2441868826428838	0.2441868826428838	0.3914043087873486	0	0	0	limited_independent_support	2.2441868826428837
MTOR_SIGNALING	carbohydrate_inflammatory_carbon	mTOR signaling	Figure_8	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.1659;GSE186800:0.2116;GSE252321:-0.4746;GSE280297:0.4049	3	1	positive	0.9230769230769231	0.18875873873889532	0.308259483676142	0.4745522246918041	0	0	0	limited_independent_support	2.231336406753065
UROTHELIAL_BARRIER_REPAIR_ANCHOR	immune_context_anchors	Urothelial barrier and repair anchor	Integrated_network	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.1897;GSE186800:-0.1199;GSE252321:0.3002;GSE280297:-0.3028	1	3	negative	0.9230769230769231	-0.1548088816976222	0.24496583299983887	0.3028473787411856	0	0	0	limited_independent_support	2.168042756076762
COMPLEMENT_LECTIN	complement_architecture	Lectin complement pathway	Figure_10	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.0446;GSE186800:-0.0154;GSE252321:-0.4272;GSE280297:-0.1012	0	4	negative	1.0	-0.07293726976601556	0.07293726976601556	0.4272133733758726	0	0	0	limited_independent_support	2.0729372697660153
GLUTAMINE_GLUTAMATE	amino_acid_metabolism	Glutamine and glutamate metabolism	Figure_9	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.1328;GSE186800:0.3632;GSE252321:0.2794;GSE280297:-0.0118	3	1	positive	0.6923076923076923	0.2060825302536242	0.2060825302536242	0.3631998295697907	0	0	0	limited_independent_support	1.8983902225613165
COMPLEMENT_CLASSICAL	complement_architecture	Classical complement pathway	Figure_10	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.0482;GSE186800:-0.3507;GSE252321:0.0450;GSE280297:0.2653	3	1	positive	0.6923076923076923	0.04657323203245465	0.15675404982405655	0.3507055049241107	0	0	0	limited_independent_support	1.8490617421317488
NAD_METABOLISM	nucleotide_nad_nitrogen	NAD metabolism	Figure_9	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.0045;GSE186800:0.1752;GSE252321:-0.4131;GSE280297:0.2448	2	2	positive	0.6153846153846154	0.08534335991350495	0.2100005003186482	0.413058608436714	0	0	0	context_divergent_or_tissue_specific	1.8253851157032637
SERINE_GLYCINE_ONE_CARBON	amino_acid_metabolism	Serine, glycine and one-carbon metabolism	Figure_9	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.0384;GSE186800:-0.0770;GSE252321:-0.4825;GSE280297:0.3320	2	2	positive	0.6153846153846154	-0.019292906790746148	0.20450967014303906	0.4825057735165307	0	0	0	context_divergent_or_tissue_specific	1.8198942855276545
STEROIDOGENESIS_CORE	steroid_cholesterol_endocrine	Core steroidogenesis	Figure_7	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.0928;GSE186800:0.0341;GSE252321:-0.3566;GSE280297:-0.1577	1	3	negative	0.6923076923076923	-0.1252498350311477	0.1252498350311477	0.3566155416683578	0	0	0	limited_independent_support	1.81755752733884
COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	complement_architecture	C3 convertase and amplification	Figure_10	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.0330;GSE186800:-0.0621;GSE252321:-0.1859;GSE280297:0.3001	1	3	negative	0.6923076923076923	-0.04756846403974955	0.12403334391012924	0.3000879207652096	0	0	0	limited_independent_support	1.8163410362178216
ADRENERGIC_STRESS_SIGNALING	catecholamine_stress_adjacent	Adrenergic stress signaling	Figure_9	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.1038;GSE186800:0.2941;GSE252321:0.0179;GSE280297:-0.4203	2	2	negative	0.6153846153846154	-0.0429290753719735	0.19895432389654405	0.4202849029495351	0	0	0	context_divergent_or_tissue_specific	1.8143389392811595
COMPLEMENT_TERMINAL_MAC	complement_architecture	Terminal complement and membrane-attack complex	Figure_10	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.0420;GSE186800:0.0188;GSE252321:0.1893;GSE280297:0.0283	3	1	positive	0.6923076923076923	0.023577893294278902	0.0351769802622924	0.1892860780793338	0	0	0	limited_independent_support	1.7274846725699846
GLUCONEOGENESIS	carbohydrate_inflammatory_carbon	Gluconeogenesis	Figure_8	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.0496;GSE186800:-0.0663;GSE252321:-0.0332;GSE280297:0.2827	2	2	positive	0.6153846153846154	0.008229463770562401	0.057950012028011796	0.2826640207251812	0	0	0	context_divergent_or_tissue_specific	1.6733346274126273
EICOSANOID_PROSTAGLANDIN_METABOLISM	lipid_metabolism	Eicosanoid and prostaglandin metabolism	Figure_7	4	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.0579;GSE186800:-0.0524;GSE252321:-0.0110;GSE280297:0.0705	2	2	positive	0.6153846153846154	0.02348411445473675	0.05515912674692545	0.0704649243100196	0	0	0	context_divergent_or_tissue_specific	1.670543742131541
