source_manuscript	source_sha256_before	source_sha256_after	source_unchanged	corrected_manuscript	corrected_sha256	text_equivalent_except_accession_and_version_labels	source_wrong_accession_occurrences	corrected_wrong_accession_occurrences	corrected_correct_accession_occurrences	results_wrong_accession_absent	results_correct_accession_present	embedded_images_before	embedded_images_after	embedded_images_match_frozen_png_masters	figures_require_rebuild	scientific_values_recalculated	source_locks_changed
project://09_manuscript_docx/phaseU27B3E1_reference_supplement_submission_architecture/UTI_HostOmics_preZotero_manuscript_v6_2_U27B3E1_submission_architecture_cleaned.docx	c7639e9c3b0030aec56c4aed9ca53c76760ad4ad08dc2790fb6f8dc1338b51c5	c7639e9c3b0030aec56c4aed9ca53c76760ad4ad08dc2790fb6f8dc1338b51c5	True	project://09_manuscript_docx/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_preZotero_manuscript_v6_3_U27B3E22_accession_corrected.docx	e2ad9a68675428f8c48fcd6047a9fa89435709f40d0c8bc2ade257c5565faa8d	True	7	0	7	True	True	8	8	True	False	False	False
