source_path	output_path	source_sha256	output_sha256	wrong_before	wrong_after	correct_before	correct_after	patched_archive_members	artifact_type	content_equivalent_after_reverse_normalization
project://09_manuscript_docx/phaseU27B3E1_reference_supplement_submission_architecture/UTI_HostOmics_preZotero_manuscript_v6_2_U27B3E1_submission_architecture_cleaned.docx	project://09_manuscript_docx/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_preZotero_manuscript_v6_3_U27B3E22_accession_corrected.docx	c7639e9c3b0030aec56c4aed9ca53c76760ad4ad08dc2790fb6f8dc1338b51c5	e2ad9a68675428f8c48fcd6047a9fa89435709f40d0c8bc2ade257c5565faa8d	7	0	0	7	2.0	submission_manuscript	
project://07_manuscript/phaseU27B3B_definitive_figure_legend_construction/UTI_HostOmics_U27B3B_definitive_figure_legends.md	project://07_manuscript/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_definitive_figure_legends_accession_corrected.md	819b46aabeed000638c366d3f200d805abe33d4e1ddbb077761e54a59350228f	5a60fd3b8ef613ee27bff98b76e5fdfed94fe1667bc30190dad10b1da1602c18	1	0	0	1		definitive_legend_text	True
project://07_manuscript/phaseU27B3B_definitive_figure_legend_construction/UTI_HostOmics_U27B3B_manuscript_legend_insert.txt	project://07_manuscript/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_manuscript_legend_insert_accession_corrected.txt	bcc27670dc61006383df648d0bb22b3f19386470571873b755d6a2d72db7da19	473d8ff7e6fee323dbcade5784109d722fd2fdb871f2e0aade868b7a0a3342d0	1	0	0	1		definitive_legend_text	True
project://07_manuscript/phaseU27B3B_definitive_figure_legend_construction/UTI_HostOmics_U27B3B_definitive_figure_legends.docx	project://07_manuscript/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_definitive_figure_legends_accession_corrected.docx	b62d88fdf52a04bf90279bebf81ea4dd2877bb3add72aeb53e7163db567dbac0	a59d358470c19a49c88eeee0c0432156c20e5718f234865cbc1b8f7ef9bd05e1	1	0	0	1	1.0	definitive_legend_docx	
project://03_metadata/phaseU27B3B_definitive_figure_legend_construction/UTI_HostOmics_U27B3B_caveat_terminology_registry.tsv	project://03_metadata/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_caveat_terminology_registry.tsv	eb86b34049b11c8dd04cbbaab3deedf56854ff2f6eaa1bb1d61b0349b0d8e67d	eb86b34049b11c8dd04cbbaab3deedf56854ff2f6eaa1bb1d61b0349b0d8e67d	0	0	0	0		legend_or_provenance_metadata	True
project://03_metadata/phaseU27B3B_definitive_figure_legend_construction/UTI_HostOmics_U27B3B_panel_legend_provenance_registry.tsv	project://03_metadata/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_panel_legend_provenance_registry.tsv	4d1f318c550706782a3bbed5e9a5e04ad29b793bfcad55bd1c2fb25127098e8a	32c8c9965d56e6a4b15f032bd098f1ca5f559cd5546eb42bdedf0fffae5e93e0	1	0	0	1		legend_or_provenance_metadata	True
project://06_tables/phaseU27B3E2_reference_frontmatter_supplement_source_confirmation/UTI_HostOmics_U27B3E2_supplementary_source_confirmation_summary.tsv	project://06_tables/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_supplementary_source_confirmation_summary.tsv	b29234f5981786489918eadf12d50de1ca160805f853a8554e04ddca9ce1563f	73516af7acbe12a5f456596257e410a56c94d6eff987212e0358a419e45336b7	1	0	0	1		supplementary_source_map	
project://06_tables/phaseU27B3E2_reference_frontmatter_supplement_source_confirmation/UTI_HostOmics_U27B3E2_supplementary_source_lock_map.tsv	project://06_tables/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_U27B3E22_supplementary_source_lock_map.tsv	20bef90afd37feefa4f640a8ced626d8b519af09df1f4d7ffcdb403464c8644c	21e7cfbeb195584b99e76f94289e7bf214a87fccbd5d63303ff6775910bdccfe	3	0	1	4		supplementary_source_map	
