path	filename	format	exists	size_bytes	png_width_px	png_height_px
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_5.png	UTI_HostOmics_U27B2E1_Figure_5.png	png	True	659427	2125	3060
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_5.svg	UTI_HostOmics_U27B2E1_Figure_5.svg	svg	True	327789		
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_5.pdf	UTI_HostOmics_U27B2E1_Figure_5.pdf	pdf	True	47282		
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_6.png	UTI_HostOmics_U27B2E1_Figure_6.png	png	True	710465	2125	3390
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_6.svg	UTI_HostOmics_U27B2E1_Figure_6.svg	svg	True	356972		
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_6.pdf	UTI_HostOmics_U27B2E1_Figure_6.pdf	pdf	True	55275		
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_7.png	UTI_HostOmics_U27B2E1_Figure_7.png	png	True	628283	2125	3060
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_7.svg	UTI_HostOmics_U27B2E1_Figure_7.svg	svg	True	296805		
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_7.pdf	UTI_HostOmics_U27B2E1_Figure_7.pdf	pdf	True	44850		
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_8.png	UTI_HostOmics_U27B2E1_Figure_8.png	png	True	498341	2125	2760
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_8.svg	UTI_HostOmics_U27B2E1_Figure_8.svg	svg	True	250433		
project://06_figures/phaseU27B2E1_pathway_specific_figures_5_to_8_reconstruction/UTI_HostOmics_U27B2E1_Figure_8.pdf	UTI_HostOmics_U27B2E1_Figure_8.pdf	pdf	True	44571		
