figure	panel	source_role	source_note	dataset	primary_context	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	direction	fdr_0_10	q_value	evidence_weight	interpretation_role	mean_tissue_effect	n_tissues	n_positive_tissues	n_negative_tissues	tissue_directional_coherence	best_tissue_q_value	index	C1 bladder	C1 placenta	C1 uterus	population_level	population	requested_genes	detected_genes	coverage_fraction	score_eligible	mean_control_score	mean_UPEC_score	mean_difference_UPEC_minus_control	hedges_g_UPEC_vs_control	exact_permutation_p	module_mean_gene_log2FC	module_median_gene_log2FC	fraction_genes_positive_log2FC	fraction_genes_negative_log2FC	gene_direction_coherence	exact_permutation_q_within_population	hedges_g_finite	variance_sensitive_hedges_g	cellular_evidence_class	cellular_localization_score	effect_direction	n_populations	n_positive_populations	n_negative_populations	directional_coherence_fraction	n_high_or_moderate_populations	top_population_by_composite_score	top_population_composite_score	top_population_evidence_class	top_population_mean_gene_log2FC	top_population_gene_direction_coherence	top_population_hedges_g	top_population_variance_sensitive_g	top_to_second_score_ratio	cellular_localization_class	median_mean_gene_log2FC	median_gene_direction_coherence	median_composite_score	top_refined_subtype	top_refined_subtype_composite_score	top_refined_subtype_mean_gene_log2FC	top_refined_subtype_gene_direction_coherence	top_refined_subtype_hedges_g	top_refined_subtype_variance_sensitive_g	_label	_subtype	_score	infection	preterm	broad_populations_with_values
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10			higher_in_UPEC															broad_cell_type	T_cell	14.0	8.0	0.5714285714285714	True	-0.0736206923041386	0.0736206923041401	0.1472413846082788	0.2797008687407887	1.0	-0.0348026958690141	-0.1652057717039525	0.375	0.625	0.625	1.0	0.2797008687407887	False	limited_cellular_support	0.1467925131561915	lower_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10			lower_in_UPEC															broad_cell_type	T_cell	12.0	5.0	0.4166666666666667	True	0.0030250933938575	-0.0030250933938572	-0.0060501867877148	-0.0065304106231324	1.0	0.1326145045738474	0.1797036363377908	0.8	0.2	0.8	1.0	-0.0065304106231324	False	directional_cellular_support	0.3300060951787759	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10			higher_in_UPEC															broad_cell_type	cycling_immune	11.0	5.0	0.4545454545454545	True	-0.1096651766845057	0.1096651766845061	0.2193303533690118	0.3971677743231212	0.6666666666666666	0.4640294912295942	1.090684992412691	0.6	0.4	0.6	0.7978142076502732	0.3971677743231212	False	directional_cellular_support	0.527343319538947	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10			higher_in_UPEC															broad_cell_type	cycling_immune	12.0	10.0	0.8333333333333334	True	-0.4694057011313746	0.4694057011313741	0.9388114022627488	0.749138688019736	0.3333333333333333	1.0303942190294413	1.053876480853552	0.8	0.2	0.8	0.5177304964539007	0.749138688019736	False	moderate_cellular_localization_support	0.7349138688019736	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10			higher_in_UPEC															broad_cell_type	cycling_immune	10.0	7.0	0.7	True	-0.2485049432911059	0.2485049432911062	0.4970098865822121	1.2736409941545	0.3333333333333333	0.7541700644215542	1.090684992412691	0.7142857142857143	0.2857142857142857	0.7142857142857143	0.5177304964539007	1.2736409941545	False	moderate_cellular_localization_support	0.72736409941545	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	Figure_10			higher_in_UPEC															broad_cell_type	cycling_immune	10.0	8.0	0.8	True	-0.1859996432028414	0.1859996432028413	0.3719992864056827	0.3550590403233675	0.6666666666666666	0.7138622719069032	1.1762685687999903	0.625	0.375	0.625	0.7978142076502732	0.3550590403233675	False	directional_cellular_support	0.5730059040323368	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10			higher_in_UPEC															broad_cell_type	cycling_immune	16.0	10.0	0.625	True	-0.4008334802548504	0.4008334802548505	0.8016669605097009	3.35742577184472	0.3333333333333333	1.296925269713744	1.375160641342297	0.8	0.2	0.8	0.5177304964539007	3.35742577184472	False	high_cellular_localization_support	0.8600000000000001	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10			lower_in_UPEC															broad_cell_type	cycling_immune	14.0	8.0	0.5714285714285714	True	0.1879200084926896	-0.1879200084926903	-0.3758400169853799	-0.3963564134224962	0.6666666666666666	-0.1726294784035968	-0.5061053609579389	0.375	0.625	0.625	0.7978142076502732	-0.3963564134224962	False	directional_cellular_support	0.2825021719054867	lower_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10			higher_in_UPEC															broad_cell_type	cycling_immune	12.0	5.0	0.4166666666666667	True	-0.3691131891930827	0.3691131891930829	0.7382263783861656	11.637537118707984	0.3333333333333333	1.9229879916613728	1.5662301921722173	0.8	0.2	0.8	0.5177304964539007	11.637537118707984	True	high_cellular_localization_support	0.8600000000000001	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10			higher_in_UPEC															broad_cell_type	dendritic	11.0	5.0	0.4545454545454545	True	-0.0512948947320881	0.0512948947320895	0.1025897894641777	0.5729223629236326	0.6666666666666666	0.739353131746455	-0.0742362871245312	0.4	0.6	0.6	0.8248587570621468	0.5729223629236326	False	directional_cellular_support	0.5772922362923633	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10			higher_in_UPEC															broad_cell_type	dendritic	12.0	10.0	0.8333333333333334	True	-0.6792831011528561	0.6792831011528561	1.358566202305712	1.2782088185778977	0.3333333333333333	1.4456316301814405	1.5537507257560237	1.0	0.0	1.0	0.5934959349593496	1.2782088185778977	False	high_cellular_localization_support	0.9278208818577898	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10			higher_in_UPEC															broad_cell_type	dendritic	10.0	7.0	0.7	True	-0.3075196641497723	0.3075196641497734	0.6150393282995457	3.2973083776767043	0.3333333333333333	1.1055410520866038	0.9721788218736088	0.7142857142857143	0.2857142857142857	0.7142857142857143	0.5934959349593496	3.2973083776767043	False	moderate_cellular_localization_support	0.8	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	Figure_10			higher_in_UPEC															broad_cell_type	dendritic	10.0	8.0	0.8	True	-0.3626928018812658	0.362692801881266	0.7253856037625319	0.7380994592546437	0.3333333333333333	0.8500413947027212	0.7386900987007343	1.0	0.0	1.0	0.5934959349593496	0.7380994592546437	False	moderate_cellular_localization_support	0.8738099459254645	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10			higher_in_UPEC															broad_cell_type	dendritic	16.0	10.0	0.625	True	-0.4384543729211701	0.4384543729211701	0.8769087458423402	1.7353474470558914	0.3333333333333333	1.3465243145607548	1.316300411738264	0.8	0.2	0.8	0.5934959349593496	1.7353474470558914	False	high_cellular_localization_support	0.8335347447055892	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10			higher_in_UPEC															broad_cell_type	dendritic	14.0	8.0	0.5714285714285714	True	-0.2417258381251432	0.2417258381251418	0.483451676250285	0.602615022605475	0.6666666666666666	0.3161061181317849	0.1640160315948762	0.875	0.125	0.875	0.8248587570621468	0.602615022605475	False	moderate_cellular_localization_support	0.6072570085791539	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10			lower_in_UPEC															broad_cell_type	dendritic	12.0	5.0	0.4166666666666667	True	0.2103402565500877	-0.2103402565500874	-0.4206805131001752	-0.9933345538776188	0.3333333333333333	0.2869481452595246	-0.5262375385870497	0.4	0.6	0.6	0.5934959349593496	-0.9933345538776188	False	directional_cellular_support	0.427586786121334	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10			lower_in_UPEC															broad_cell_type	macrophage_monocyte	11.0	5.0	0.4545454545454545	True	0.0854289608103577	-0.0854289608103581	-0.1708579216207157	-0.27730754849215	0.6666666666666666	0.1270389560870692	-0.6208282300183328	0.4	0.6	0.6	0.9733333333333332	-0.27730754849215	False	directional_cellular_support	0.2120658153275772	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10			higher_in_UPEC															broad_cell_type	macrophage_monocyte	12.0	10.0	0.8333333333333334	True	-0.5614326601012818	0.5614326601012805	1.1228653202025622	1.1443545787234906	0.3333333333333333	1.086074519319855	0.9588802673881812	0.9	0.1	0.9	0.9012345679012346	1.1443545787234906	False	high_cellular_localization_support	0.8444354578723491	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10			lower_in_UPEC															broad_cell_type	macrophage_monocyte	10.0	7.0	0.7	True	0.0249387127772659	-0.0249387127772661	-0.0498774255545321	-0.1103687424286641	0.6666666666666666	0.2328366774762806	-0.5578304677400068	0.4285714285714285	0.5714285714285714	0.5714285714285714	0.9733333333333332	-0.1103687424286641	False	limited_cellular_support	0.2705898839715189	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	Figure_10			lower_in_UPEC															broad_cell_type	macrophage_monocyte	10.0	8.0	0.8	True	0.1123155536769428	-0.1123155536769431	-0.2246311073538859	-0.2023208102920703	1.0	-0.0374857507883525	-0.5547408172119099	0.375	0.625	0.625	1.0	-0.2023208102920703	False	limited_cellular_support	0.1414692567387243	lower_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10			higher_in_UPEC															broad_cell_type	macrophage_monocyte	16.0	10.0	0.625	True	-0.2517412410893547	0.2517412410893551	0.5034824821787098	1.2239842459137014	0.3333333333333333	0.6737303223737906	0.8252610166952881	0.7	0.3	0.7	0.9012345679012346	1.2239842459137014	False	moderate_cellular_localization_support	0.7123984245913701	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10			higher_in_UPEC															broad_cell_type	macrophage_monocyte	14.0	8.0	0.5714285714285714	True	-9.588213055272687e-06	9.588213054301242e-06	1.917642610957393e-05	2.5084806738094506e-05	1.0	-0.0439983433009624	-0.5547408172119099	0.375	0.625	0.625	1.0	2.5084806738094506e-05	False	limited_cellular_support	0.1271010174515399	lower_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10			lower_in_UPEC															broad_cell_type	macrophage_monocyte	12.0	5.0	0.4166666666666667	True	0.1812674249458211	-0.1812674249458211	-0.3625348498916422	-0.2730410803274462	0.6666666666666666	-0.2248354790884718	-0.1310997553812755	0.4	0.6	0.6	0.9733333333333332	-0.2730410803274462	False	directional_cellular_support	0.2996560392123692	lower_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10			lower_in_UPEC															broad_cell_type	neutrophil	11.0	5.0	0.4545454545454545	True	0.2966243573823177	-0.2966243573823168	-0.5932487147646346	-0.7077511448132209	0.3333333333333333	-0.8836047158688676	-0.2612676721573166	0.4	0.6	0.6	0.5934959349593496	-0.7077511448132209	False	directional_cellular_support	0.5907751144813221	lower_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10			higher_in_UPEC															broad_cell_type	neutrophil	12.0	10.0	0.8333333333333334	True	-0.288556964599391	0.2885569645993913	0.5771139291987823	0.678441643713629	0.3333333333333333	0.8500612904945818	0.3971499525859956	0.7	0.3	0.7	0.5934959349593496	0.678441643713629	False	moderate_cellular_localization_support	0.6578441643713628	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10			lower_in_UPEC															broad_cell_type	neutrophil	10.0	7.0	0.7	True	0.2635148332906739	-0.2635148332906731	-0.527029666581347	-1.2808588313625762	0.3333333333333333	-0.5693370571808101	-0.2612676721573166	0.4285714285714285	0.5714285714285714	0.5714285714285714	0.5934959349593496	-1.2808588313625762	False	limited_cellular_support	0.6280858831362577	lower_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	Figure_10			lower_in_UPEC															broad_cell_type	neutrophil	10.0	8.0	0.8	True	0.0750682371486732	-0.0750682371486725	-0.1501364742973457	-0.1814377000004733	1.0	-0.2308791610784606	0.0291457912925743	0.625	0.375	0.625	1.0	-0.1814377000004733	False	directional_cellular_support	0.3134350149706619	lower_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10			lower_in_UPEC															broad_cell_type	neutrophil	16.0	10.0	0.625	True	0.0462319025341858	-0.0462319025341857	-0.0924638050683716	-0.2957065619993321	0.6666666666666666	-0.1891836373841503	0.102193272556303	0.6	0.4	0.6	0.8390804597701149	-0.2957065619993321	False	directional_cellular_support	0.2698359298456685	lower_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10			higher_in_UPEC															broad_cell_type	neutrophil	14.0	8.0	0.5714285714285714	True	-0.0971337893433485	0.0971337893433492	0.1942675786866978	0.2663557599143594	0.6666666666666666	0.0927928188006643	0.045479784751206	0.75	0.25	0.75	0.8390804597701149	0.2663557599143594	False	limited_cellular_support	0.2851491129120338	higher_in_UPEC																													
Figure_7	C	broad_effect_reliability					complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10			lower_in_UPEC															broad_cell_type	neutrophil	12.0	5.0	0.4166666666666667	True	0.0522987393458717	-0.0522987393458716	-0.1045974786917434	-0.1255477508488736	1.0	-0.8983978762496253	0.27713679742092	0.6	0.4	0.6	1.0	-0.1255477508488736	False	directional_cellular_support	0.5325547750848874	lower_in_UPEC																													
Figure_7	D	module_cellular_synthesis					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10																																								6.0	3.0	3.0	0.5	1.0	dendritic	0.6072570085791539	moderate_cellular_localization_support	0.3161061181317849	0.875	0.602615022605475	False	2.129612126012427	myeloid_dominant	-0.0059850876905614	0.625	0.2146473425308391	CD83_CLEC10A_activated_dendritic	0.667375486491592	0.463182684517745	0.75	0.7551107042562137	False	Complement-opsonophagocytosis	CD83_CLEC10A_activated_dendritic	0.667375486491592			
Figure_7	D	module_cellular_synthesis					complement_architecture	COMPLEMENT_ALTERNATIVE	Alternative complement pathway	Figure_10																																								6.0	5.0	1.0	0.8333333333333334	0.0	neutrophil	0.5907751144813221	directional_cellular_support	-0.8836047158688676	0.6	-0.7077511448132209	False	1.0233553776429631	multi_compartment_contextual	0.4891246635917163	0.6	0.5621601103274909	cytotoxic_NK	0.739006004944333	0.6354512457436848	0.8	0.7900600494433296	False	Alternative complement pathway	cytotoxic_NK	0.739006004944333			
Figure_7	D	module_cellular_synthesis					complement_architecture	COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification	Figure_10																																								6.0	5.0	1.0	0.8333333333333334	2.0	dendritic	0.8	moderate_cellular_localization_support	1.1055410520866038	0.7142857142857143	3.2973083776767043	False	1.099861816994988	multi_compartment_contextual	0.283512662545456	0.6428571428571428	0.539207491117091	CD209A_CLEC10A_cDC2_like	0.8	1.0651334522100786	0.7142857142857143	6.448729868908426	True	C3 convertase and amplification	CD209A_CLEC10A_cDC2_like	0.8			
Figure_7	D	module_cellular_synthesis					complement_architecture	COMPLEMENT_REGULATORS	Complement regulators	Figure_10																																								6.0	3.0	3.0	0.5	1.0	cycling_immune	0.8600000000000001	high_cellular_localization_support	1.9229879916613728	0.8	11.637537118707984	True	1.614857363475746	cycling_immune_dominant	0.0119544247102819	0.6	0.3787964406500549	C1Q_APOE_resident_macrophage	0.8600000000000001	-1.0306058222993846	0.8	-3.1827046445007623	False	Complement regulators	C1Q_APOE_resident_macrophage	0.8600000000000001			
Figure_7	D	module_cellular_synthesis					complement_architecture	COMPLEMENT_CLASSICAL	Classical complement pathway	Figure_10																																								6.0	2.0	4.0	0.6666666666666666	1.0	dendritic	0.8738099459254645	moderate_cellular_localization_support	0.8500413947027212	1.0	0.7380994592546437	False	1.5249580148761477	myeloid_dominant	-0.0209367260292061	0.6875	0.3747956270529365	PF4_MRC1_C1Q_macrophage	0.9125	-0.9485175140515444	0.875	-2.763778294100784	False	Classical complement pathway	PF4_MRC1_C1Q_macrophage	0.9125			
Figure_7	D	module_cellular_synthesis					complement_architecture	COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk	Figure_10																																								6.0	5.0	1.0	0.8333333333333334	5.0	T_cell	0.8600000000000001	high_cellular_localization_support	1.3070742184462008	0.8	3.252635181700805	False	1.0	coherent_pan_immune_higher_in_UPEC	0.9853277960437672	0.75	0.7729665846484797	IL2RA_TNFRSF18_regulatory_type2_like_T	0.93	1.3601478507158968	0.9	4.320113873544996	False	Complement-coagulation crosstalk	IL2RA_TNFRSF18_regulatory_type2_like_T	0.93			
Figure_7	D	module_cellular_synthesis					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10																																								6.0	6.0	0.0	1.0	6.0	dendritic	0.9278208818577898	high_cellular_localization_support	1.4456316301814405	1.0	1.2782088185778977	False	1.0071325105096125	coherent_pan_immune_higher_in_UPEC	1.2658530747506478	0.9	0.8356217599581712	XCR1_CLEC9A_cDC1_like	0.9610119971250682	1.4729075525075164	1.0	1.610119971250682	False	C3a and C5a inflammatory signaling	XCR1_CLEC9A_cDC1_like	0.9610119971250682			
Figure_7	F	derived_locked_effect_comparison						COMPLEMENT_ALTERNATIVE																																																																				-0.08718262820794667	0.130834045096689	
Figure_7	F	derived_locked_effect_comparison						COMPLEMENT_C3A_C5A_SIGNALING																																																																				0.4546859337869531	-0.4971530114341522	
Figure_7	F	derived_locked_effect_comparison						COMPLEMENT_C3_CONVERTASE_AMPLIFICATION																																																																				0.0047562271596466865	0.2020359434638153	
Figure_7	F	derived_locked_effect_comparison						COMPLEMENT_CLASSICAL																																																																				0.0019471041318414595	0.4735556700610808	
Figure_7	F	derived_locked_effect_comparison						COMPLEMENT_COAGULATION_CROSSTALK																																																																				0.31423736971403543	-0.4555306999870017	
Figure_7	F	derived_locked_effect_comparison						COMPLEMENT_LECTIN																																																																				-0.14713281363733088	0.3022518246503143	
Figure_7	F	derived_locked_effect_comparison						COMPLEMENT_OPSONOPHAGOCYTOSIS																																																																				0.2812101917070009	0.2878657120830686	
Figure_7	F	derived_locked_effect_comparison						COMPLEMENT_REGULATORS																																																																				0.2574057534607721	-0.1151856694214474	
Figure_7	F	derived_locked_effect_comparison						COMPLEMENT_TERMINAL_MAC																																																																				0.048607404810910027	0.5744464349606124	
Figure_7	G	derived_cellular_coverage						COMPLEMENT_CLASSICAL	Classical complement pathway																																																																					6.0
Figure_7	G	derived_cellular_coverage						COMPLEMENT_ALTERNATIVE	Alternative complement pathway																																																																					6.0
Figure_7	G	derived_cellular_coverage						COMPLEMENT_C3_CONVERTASE_AMPLIFICATION	C3 convertase and amplification																																																																					6.0
Figure_7	G	derived_cellular_coverage						COMPLEMENT_REGULATORS	Complement regulators																																																																					6.0
Figure_7	G	derived_cellular_coverage						COMPLEMENT_COAGULATION_CROSSTALK	Complement-coagulation crosstalk																																																																					6.0
Figure_7	G	derived_cellular_coverage						COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis																																																																					6.0
Figure_7	G	derived_cellular_coverage						COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling																																																																					6.0
