feature_id	C1_PRETERM_VS_TERM | bladder	C1_PRETERM_VS_TERM | placenta	C1_PRETERM_VS_TERM | uterus	C2_UPEC_VS_PBS_PREGNANCY | bladder	C2_UPEC_VS_PBS_PREGNANCY | placenta	C2_UPEC_VS_PBS_PREGNANCY | uterus	C3_INFECTED_PREGNANT_VS_NONPREGNANT | bladder	C4_UTI89_RFP_VS_UTI89_TERM | bladder	C4_UTI89_RFP_VS_UTI89_TERM | placenta	C4_UTI89_RFP_VS_UTI89_TERM | uterus
TRYPTOPHAN_KYNURENINE	-0.2814729674609406	0.06825324251719454	0.6463425996299098	-0.06603117526656994	-0.4774669483951472	0.7817533430730323	0.3141327870680319	-0.6159075104252809	-0.5566328531851712	-0.40041026322434176
ARGININE_NO_UREA	-0.46606159025563665	-0.16853392239663878	0.09185378785579651	0.28227938103003547	-0.3257433984221691	-0.330263936679599	0.7359283512934944	-0.8422646529769671	-1.1586580383668426	-1.854601129333165
GLUTAMINE_GLUTAMATE	-1.0249915329895265	-0.229458306686825	-0.3796808399169906	0.35034881340536705	-0.5695363223634324	-0.01180724548926521	0.6138301412544115	-1.532947024498103	-1.575787304204267	-0.5580997917544097
SERINE_GLYCINE_ONE_CARBON	-0.9867953184936026	-0.005699760564527562	0.11317928193411586	0.7924853344897027	-0.7245475380694859	0.3319923903012867	0.5663371315777995	-2.5638360544666905	-1.2736774637295114	-0.6097568650598012
METHIONINE_SAM_METHYLATION	-0.9748553589257319	-0.43166609032990505	-0.35954085001543745	0.2038560933422443	-0.4122239249925963	0.3390425321588316	0.12367075710040458	-0.8840367085233961	-1.623008078985822	-1.140683813736025
BRANCHED_CHAIN_AMINO_ACIDS	-0.2217901100176466	-0.04484271899162542	0.11544667147193666	0.0684472456905793	-0.6125112791978754	0.9393602518520584	0.37588261012307417	-0.6147476352712014	-0.9341437688895126	-0.7103527566696727
AROMATIC_AMINO_ACID_METABOLISM	-0.22191418000023924	-0.4867605660930194	0.2497445629794132	-0.08593522674593182	-0.18037601683492008	0.6572045781604307	0.727493669092695	-0.6058067445256515	-1.1659043133251894	0.2175523247029398
AMINO_ACID_TRANSPORT	-0.9110329763420932	-0.41264344919822893	-1.0527503025877167	0.296460616488545	-0.07785555046292741	-0.31033772496946804	0.6532124426145993	-1.6233551237688848	-1.471758305286257	-0.8020400520420609
CATECHOLAMINE_BIOSYNTHESIS_DEGRADATION	-0.1053306587235214	0.05207637382982904	0.340131714462502	0.281575955981889	-0.4423015327729926	0.13957626396624315	0.609077680783404	-0.011601476087896167	-0.8320310682110114	-0.5346800610215002
ADRENERGIC_STRESS_SIGNALING	-0.9815447317630289	0.008920765754955809	-0.459976279309689	-0.4202849029495351	-0.6012036553295511	0.15379083086720022	0.7789073060845944	-1.1977444355074067	-1.1957110966642723	-1.0680630600713341
CATECHOLAMINE_IRON_REDOX_INTERFACE	-0.48191319445840836	-0.24136522637098587	-0.1131986107226608	0.5697731798949757	0.1356736361397365	0.29010817830070246	0.3690879040648459	-0.7065658422490039	-1.183799713634577	-0.7236156809342164
PURINE_DE_NOVO_SYNTHESIS	-0.90439918257767	-0.013436027096613904	-0.18309700254225844	0.4173728526439439	-0.39770952335668514	0.5990805427619894	0.6741700804836344	-1.4612165779072037	-1.106987480558163	-0.6347049418070861
PURINE_SALVAGE	-0.6095832639873975	0.015034742059071415	-0.0024038860814815295	0.3491030007321404	-0.46585155217158847	-0.44712172192622324	1.3706554466140357	-0.5602984246136837	-1.2559432147248217	-0.26692092947452556
PURINE_DEGRADATION_URATE	-0.4048342058971698	-0.3108743913931822	-0.32189190339566054	0.10290835911677075	-0.26922843628310844	-0.48946630789674495	1.0307811243653426	-0.6325185712393705	-0.8352172859741814	-0.4318874004529322
PYRIMIDINE_SYNTHESIS	-0.8425826478345854	0.42628090075666486	0.1124334054313158	0.9269698590723383	-0.6216850765687096	0.3663894515934957	0.5980736118976233	-1.1343642053428244	-0.9353244230350335	-0.572559304570359
PYRIMIDINE_DEGRADATION	-0.13085773278526414	0.8307072827642614	0.05430291705433447	1.1825503908015684	-0.7705917662725854	-0.4251442512349531	-0.4085835131015582	-0.4167538157159713	-0.6408389769699337	-0.10019117117408509
NAD_METABOLISM	-0.5157014834788579	-0.10071543859257645	0.0014363055145729814	0.24482614514599546	-0.564648844583666	0.7360484078283704	0.4449612884131995	-0.691028478727422	-1.206927748571089	-0.4418477845034615
UREA_CYCLE	-0.12029244043678912	-0.20133425669552515	0.5225718284765776	-0.02905041545749623	-0.36635976962830497	0.34806382965247634	0.5599540873201713	-1.2245171086202828	-1.4448792089606148	-1.1461183985237848
NITRIC_OXIDE_SYNTHESIS_REGULATION	-0.057118308562182	-0.016708353194814732	0.2290624948263601	0.5745950366293203	-0.48234324711313337	-0.8010822653736148	0.773978298768809	-0.42589805510986445	-0.8657954495551015	-1.1206562973999483
XANTHINE_OXIDASE_OXIDATIVE_PURINE_CATABOLISM	0.00160252755795788	0.35991271938631103	0.6573314199215012	0.698496137927261	-0.5002606886809302	-0.011209243123791278	0.457025426352275	-0.1770200256929926	-0.5691005361594436	-0.06841478965755979
