source_path	source_sha256_before	source_sha256_after	source_unchanged	output_path	output_sha256	results_preserved	figure_legends_preserved	embedded_images_before	embedded_images_after	embedded_images_preserved
project://09_manuscript_docx/phaseU27B3C41_integrated_figure_section_cleanup/UTI_HostOmics_preZotero_manuscript_v5_2_U27B3C41_figure_section_cleaned.docx	d3e947d6e9fad0f0d1485855e871cbfa5a3e1db5daf8ded720edff71b7089001	d3e947d6e9fad0f0d1485855e871cbfa5a3e1db5daf8ded720edff71b7089001	True	project://09_manuscript_docx/phaseU27B3D2_manuscript_wide_v6_reconstruction/UTI_HostOmics_preZotero_manuscript_v6_0_U27B3D2_scientifically_harmonized.docx	d30ca2b91ad7fb94cc955eaf34a4b051aff4f2b829a1865b4a57f813c5ddfa56	True	True	8	8	True
