source_path	package_path	format	size_bytes	source_sha256	package_sha256	checksum_match	png_width_px	png_height_px	asset_type	figure_number	panel	source_freeze_phase
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/UTI_HostOmics_U27B2C2E_Figure_2.svg	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_2.svg	svg	264929	0694b72819f615da1754585ad701c93ebbe77598cb32e5a6099cafbe97e51429	0694b72819f615da1754585ad701c93ebbe77598cb32e5a6099cafbe97e51429	True			main_figure	2		phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/UTI_HostOmics_U27B2C2E_Figure_2.pdf	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_2.pdf	pdf	58368	e1e41a3dfdba185ab32fe206dae38c1f955c6f42b00095813be48b4542e8f0d7	e1e41a3dfdba185ab32fe206dae38c1f955c6f42b00095813be48b4542e8f0d7	True			main_figure	2		phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_2_panel_A.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_2_panel_A.png	png	18553	04ad79d5d7ac7e6c58217b27ed62f7c9f3bb51d42541c3669f56916dd0262277	04ad79d5d7ac7e6c58217b27ed62f7c9f3bb51d42541c3669f56916dd0262277	True	473.0	252.0	panel_crop	2	A	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_2_panel_B.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_2_panel_B.png	png	7313	74240dc300b2d37addab17fa99597d82d6233b940897b688b8f56e78b1f65c17	74240dc300b2d37addab17fa99597d82d6233b940897b688b8f56e78b1f65c17	True	176.0	285.0	panel_crop	2	B	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_2_panel_C.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_2_panel_C.png	png	13665	03e50b1376cc1f793bbf21b525ac2f712871df7f9ce7778ba73987cd1a978073	03e50b1376cc1f793bbf21b525ac2f712871df7f9ce7778ba73987cd1a978073	True	202.0	233.0	panel_crop	2	C	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_2_panel_D.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_2_panel_D.png	png	9157	d1dbdd01683646af05135351978fc33c10ccf69e4acc7a570af175cf0e482dee	d1dbdd01683646af05135351978fc33c10ccf69e4acc7a570af175cf0e482dee	True	243.0	268.0	panel_crop	2	D	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_2_panel_E.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_2_panel_E.png	png	17913	378babb94d48c1a9b845bd3893b6697cc38362c4406fc06347e8c8352256f627	378babb94d48c1a9b845bd3893b6697cc38362c4406fc06347e8c8352256f627	True	248.0	268.0	panel_crop	2	E	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_2_panel_F.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_2_panel_F.png	png	15464	56f558024fc8f168a4dcef0d6b5820a288b050b480c493c0d41f5de519c9b74d	56f558024fc8f168a4dcef0d6b5820a288b050b480c493c0d41f5de519c9b74d	True	220.0	262.0	panel_crop	2	F	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_2_panel_G.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_2_panel_G.png	png	27616	bc8d7f362a9f046e52b8329ee9aa07632d124c4033ed6af61d36c2b3555390c3	bc8d7f362a9f046e52b8329ee9aa07632d124c4033ed6af61d36c2b3555390c3	True	453.0	262.0	panel_crop	2	G	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/UTI_HostOmics_U27B2C2E_Figure_3.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_3.png	png	608100	9778304f5c179f52241ad553692d4814b64719b762f8a5084136179a480571cc	9778304f5c179f52241ad553692d4814b64719b762f8a5084136179a480571cc	True	2125.0	3330.0	main_figure	3		phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/UTI_HostOmics_U27B2C2E_Figure_3.svg	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_3.svg	svg	298493	afbe0f9130bee6e188adcd42fe86c326685ca70549bf29fcec4e1785e0dd680a	afbe0f9130bee6e188adcd42fe86c326685ca70549bf29fcec4e1785e0dd680a	True			main_figure	3		phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/UTI_HostOmics_U27B2C2E_Figure_3.pdf	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_3.pdf	pdf	48410	f29a5548b8377b591aae9e8c157462d8adf343e302b6a96f8139e6069ad8e434	f29a5548b8377b591aae9e8c157462d8adf343e302b6a96f8139e6069ad8e434	True			main_figure	3		phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_3_panel_A.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_3_panel_A.png	png	10252	7045ac2522ef675783f8bf3f3e26f8b6ed681197e42813c77103cc4a4c96b2b1	7045ac2522ef675783f8bf3f3e26f8b6ed681197e42813c77103cc4a4c96b2b1	True	303.0	256.0	panel_crop	3	A	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_3_panel_B.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_3_panel_B.png	png	18640	1060ce21ba00c4b3b997b58e62098527905f4006ee6c70b732891a53f829dfef	1060ce21ba00c4b3b997b58e62098527905f4006ee6c70b732891a53f829dfef	True	330.0	256.0	panel_crop	3	B	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_3_panel_C.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_3_panel_C.png	png	20620	3bff43bd32471086665702bfa9b02e07d1731a6e820e2459836159973a8403aa	3bff43bd32471086665702bfa9b02e07d1731a6e820e2459836159973a8403aa	True	313.0	242.0	panel_crop	3	C	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_3_panel_D.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_3_panel_D.png	png	14842	6e3a568f7975d1d18e44f4243da2e83daa34ffd4441498911ef9debc59f2d370	6e3a568f7975d1d18e44f4243da2e83daa34ffd4441498911ef9debc59f2d370	True	344.0	246.0	panel_crop	3	D	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_3_panel_E.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_3_panel_E.png	png	17546	487f6dbf80de877343a2ea8e71896c82b9cd22bc57c8bce2355081ec4c389e55	487f6dbf80de877343a2ea8e71896c82b9cd22bc57c8bce2355081ec4c389e55	True	303.0	257.0	panel_crop	3	E	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_3_panel_F.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_3_panel_F.png	png	20109	4908b2a448c5f37232d3f7b7376ce950e51782222022af5f1e50f3edb4c09bc8	4908b2a448c5f37232d3f7b7376ce950e51782222022af5f1e50f3edb4c09bc8	True	353.0	246.0	panel_crop	3	F	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_3_panel_G.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_3_panel_G.png	png	19632	efb21def62bc8a14edbfd58405448d24bafd9d27f909780baad0bab2eef6963b	efb21def62bc8a14edbfd58405448d24bafd9d27f909780baad0bab2eef6963b	True	303.0	268.0	panel_crop	3	G	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_3_panel_H.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_3_panel_H.png	png	20595	cee5138d8c5e96fe9ce20db3a318683a19f88ff0432f0285cc8aea3a07edb769	cee5138d8c5e96fe9ce20db3a318683a19f88ff0432f0285cc8aea3a07edb769	True	279.0	207.0	panel_crop	3	H	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/UTI_HostOmics_U27B2C2E_Figure_4.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_4.png	png	724983	ef6912e9db2404bb6d244fcb99233bd41367fe21a702717ee05541a4eb20a590	ef6912e9db2404bb6d244fcb99233bd41367fe21a702717ee05541a4eb20a590	True	2125.0	3300.0	main_figure	4		phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/UTI_HostOmics_U27B2C2E_Figure_4.svg	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_4.svg	svg	1851473	e7edae8224ef7b80bbd2bdabf7570b511b227609a6f52943c96b9830e26208aa	e7edae8224ef7b80bbd2bdabf7570b511b227609a6f52943c96b9830e26208aa	True			main_figure	4		phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/UTI_HostOmics_U27B2C2E_Figure_4.pdf	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_4.pdf	pdf	225246	1192fa2bb786ac5c85f84c14734d1593ff920fa69697726caed71fc18c6d7165	1192fa2bb786ac5c85f84c14734d1593ff920fa69697726caed71fc18c6d7165	True			main_figure	4		phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_4_panel_A.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_4_panel_A.png	png	45704	179d15c32eaa161e9fc4791a49c00c7e1a81211fb643ae46ee1d82b840781bee	179d15c32eaa161e9fc4791a49c00c7e1a81211fb643ae46ee1d82b840781bee	True	291.0	237.0	panel_crop	4	A	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_4_panel_B.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_4_panel_B.png	png	12832	696bbd4f9a2b724311e32885f52b0be94a33d9857f767f0f88b71cb09f7e1b9a	696bbd4f9a2b724311e32885f52b0be94a33d9857f767f0f88b71cb09f7e1b9a	True	291.0	239.0	panel_crop	4	B	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_4_panel_C.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_4_panel_C.png	png	12051	23ba475dd348964fcde8706a3119d2b608efd648c1ab44e896c762219832c4d9	23ba475dd348964fcde8706a3119d2b608efd648c1ab44e896c762219832c4d9	True	291.0	237.0	panel_crop	4	C	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_4_panel_D.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_4_panel_D.png	png	20957	caa7b91c8874f7621d46c837e88e9e0bfa8db8160814d19f14b0faaac21e4ab5	caa7b91c8874f7621d46c837e88e9e0bfa8db8160814d19f14b0faaac21e4ab5	True	327.0	253.0	panel_crop	4	D	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_4_panel_E.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_4_panel_E.png	png	10083	60f7dfd07296e016ccf81f536bed17ae6ca9c63c6bc11aadf1b1889aecf1b3c8	60f7dfd07296e016ccf81f536bed17ae6ca9c63c6bc11aadf1b1889aecf1b3c8	True	298.0	226.0	panel_crop	4	E	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_4_panel_F.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_4_panel_F.png	png	11093	7c48d12574922a970c97d902a13384ebcd38560d3a95d61e6f16426a490a97c5	7c48d12574922a970c97d902a13384ebcd38560d3a95d61e6f16426a490a97c5	True	297.0	237.0	panel_crop	4	F	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_4_panel_G.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_4_panel_G.png	png	22027	7a6385a2411a7f73e23ceb349877f90fcc6c65be3cc67cba8f6bf0a2566d0439	7a6385a2411a7f73e23ceb349877f90fcc6c65be3cc67cba8f6bf0a2566d0439	True	303.0	271.0	panel_crop	4	G	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2C2E_final_figures_1_to_4_freeze/panel_crops/UTI_HostOmics_U27B2C2E_Figure_4_panel_H.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_4_panel_H.png	png	19504	c069e4b5941b29fa78205ac10c3e3801eff4ac98fadc993da8a960e70f11c1b7	c069e4b5941b29fa78205ac10c3e3801eff4ac98fadc993da8a960e70f11c1b7	True	296.0	202.0	panel_crop	4	H	phaseU27B2C2E_final_figures_1_to_4_freeze
project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/UTI_HostOmics_U27B2E2E_Figure_5.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_5.png	png	616929	a7df4e4bde49e88dce21a97ee983f34e8887147aab5ac5abc87ec8cfc29d57dc	a7df4e4bde49e88dce21a97ee983f34e8887147aab5ac5abc87ec8cfc29d57dc	True	2125.0	3060.0	main_figure	5		phaseU27B2E2E_final_figures_5_to_8_freeze
project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/UTI_HostOmics_U27B2E2E_Figure_5.svg	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_5.svg	svg	317361	b5b925c21b9f0d6d2942a8d47ba0b0a7d7ae6469902c7f95ac79347eb7f883a3	b5b925c21b9f0d6d2942a8d47ba0b0a7d7ae6469902c7f95ac79347eb7f883a3	True			main_figure	5		phaseU27B2E2E_final_figures_5_to_8_freeze
project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/UTI_HostOmics_U27B2E2E_Figure_5.pdf	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_5.pdf	pdf	50286	9a2a8eefb75efd4d6bab536ae04b2046a1a103a025f568176467818e0941cec7	9a2a8eefb75efd4d6bab536ae04b2046a1a103a025f568176467818e0941cec7	True			main_figure	5		phaseU27B2E2E_final_figures_5_to_8_freeze
project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_A.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_5_panel_A.png	png	25378	ad9d71f31c0d7f8a790bba46a98e0504595cd879d39337a8552ef1ad73ac3674	ad9d71f31c0d7f8a790bba46a98e0504595cd879d39337a8552ef1ad73ac3674	True	474.0	251.0	panel_crop	5	A	phaseU27B2E2E_final_figures_5_to_8_freeze
project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_B.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_5_panel_B.png	png	19051	65b22f3b7def019c965d7a27cd25e2bad945ca1f043643c2add284b8ba2df5a1	65b22f3b7def019c965d7a27cd25e2bad945ca1f043643c2add284b8ba2df5a1	True	257.0	307.0	panel_crop	5	B	phaseU27B2E2E_final_figures_5_to_8_freeze
project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_C.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_5_panel_C.png	png	12606	f727e3d9f5c21018cc90bdc6e298ea9eec70dfa486b0875ae4bae9d8b4bde7c9	f727e3d9f5c21018cc90bdc6e298ea9eec70dfa486b0875ae4bae9d8b4bde7c9	True	250.0	286.0	panel_crop	5	C	phaseU27B2E2E_final_figures_5_to_8_freeze
project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_D.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_5_panel_D.png	png	17410	2c0762d750354a30365cc208e4ecf0182d18df452853e66a792b6945709080fa	2c0762d750354a30365cc208e4ecf0182d18df452853e66a792b6945709080fa	True	228.0	283.0	panel_crop	5	D	phaseU27B2E2E_final_figures_5_to_8_freeze
project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_E.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_5_panel_E.png	png	19686	d7050fda90f85c20cbb4041e21649a1145d6be905f3bc35da1ba0d1700e2826e	d7050fda90f85c20cbb4041e21649a1145d6be905f3bc35da1ba0d1700e2826e	True	239.0	315.0	panel_crop	5	E	phaseU27B2E2E_final_figures_5_to_8_freeze
project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_F.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_5_panel_F.png	png	19400	4fbe52f8193eb8341ad7b16b240fab51745ad89b279fba77dafdc442aebe38d2	4fbe52f8193eb8341ad7b16b240fab51745ad89b279fba77dafdc442aebe38d2	True	473.0	263.0	panel_crop	5	F	phaseU27B2E2E_final_figures_5_to_8_freeze
project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/panel_crops/UTI_HostOmics_U27B2E2E_Figure_5_panel_G.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/panel_crops/UTI_HostOmics_U27B3A_Figure_5_panel_G.png	png	19993	637e66915803e1316abdc930634250db2bccc0fcd286e0e8fb6c6db5d5680dd3	637e66915803e1316abdc930634250db2bccc0fcd286e0e8fb6c6db5d5680dd3	True	234.0	285.0	panel_crop	5	G	phaseU27B2E2E_final_figures_5_to_8_freeze
project://06_figures/phaseU27B2E2E_final_figures_5_to_8_freeze/UTI_HostOmics_U27B2E2E_Figure_6.png	project://06_figures/phaseU27B3A_complete_eight_figure_package_assembly/UTI_HostOmics_U27B3A_Figure_6.png	png	660039	d7648857b50ea2bcc9fbb694df88cc023c9ad015724ebb65067b305e17b2a2a6	d7648857b50ea2bcc9fbb694df88cc023c9ad015724ebb65067b305e17b2a2a6	True	2125.0	3390.0	main_figure	6		phaseU27B2E2E_final_figures_5_to_8_freeze
