registry_path	sha256	all_available_registries_identical
project://03_metadata/phaseU27B2E2E_final_figures_5_to_8_freeze/UTI_HostOmics_U27B2E2E_frozen_source_registry.tsv	aa333d77fab481e470d7c09a32715deed740dd55779dab9f3e99eb71e8ea3509	True
project://03_metadata/phaseU27B2C2E_final_figures_1_to_4_freeze/UTI_HostOmics_U27B2C2E_frozen_source_registry.tsv	aa333d77fab481e470d7c09a32715deed740dd55779dab9f3e99eb71e8ea3509	True
