dataset	contrast_id	biological_context	evidence_tier	group_a	group_b	n_group_a	n_group_b	feature_type	axis	feature_id	display_label	proposed_figure_family	mean_group_a	mean_group_b	mean_difference_a_minus_b	hedges_g	welch_p_value	permutation_p_value	permutation_method	n_permutations	auc_group_a_higher	direction	permutation_q_within_contrast	welch_q_within_contrast	permutation_fdr_0_05	permutation_fdr_0_10
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8	0.3662171626359577	-0.25956714105590745	0.6257843036918651	0.9760573704225216	0.15441321685155698	0.15873015873015872	exact	252	0.76	higher_in_group_a	0.5424107142857143	0.5203902345130814	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8	0.08383887660952946	-0.18597788858185196	0.2698167651913814	1.1446339005265753	0.10414469488353886	0.10317460317460317	exact	252	0.8	higher_in_group_a	0.5424107142857143	0.5203902345130814	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8	0.1575890901201397	-0.28581934630040573	0.4434084364205454	0.6978491061852535	0.27372060469358195	0.2698412698412698	exact	252	0.72	higher_in_group_a	0.575187969924812	0.5820496263147593	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8	-0.02410526570142313	-0.07871831783474645	0.05461305213332332	0.16116006818884304	0.7856055112706934	0.7857142857142857	exact	252	0.56	higher_in_group_a	0.9017857142857143	0.9090578058989452	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8	0.41337269490124395	-0.21052386422744815	0.6238965591286921	0.8934835370610044	0.18071392337390993	0.20634920634920634	exact	252	0.72	higher_in_group_a	0.5424107142857143	0.5203902345130814	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8	0.43497778649045704	-0.2566843828110615	0.6916621693015186	0.9101294660278204	0.17938376561192437	0.20634920634920634	exact	252	0.76	higher_in_group_a	0.5424107142857143	0.5203902345130814	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8	0.4036261810343508	-0.440937350275476	0.8445635313098268	1.2806856600346872	0.08037674724437081	0.03968253968253968	exact	252	0.88	higher_in_group_a	0.5357142857142857	0.5203902345130814	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8	0.5650188284278679	-0.36562711748965726	0.9306459459175251	1.1056078280731934	0.1133226158402135	0.09523809523809523	exact	252	0.8	higher_in_group_a	0.5424107142857143	0.5203902345130814	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8	0.3443945503460262	-0.43775441380038166	0.7821489641464079	1.127712130881332	0.10924630168880888	0.06349206349206349	exact	252	0.84	higher_in_group_a	0.5357142857142857	0.5203902345130814	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8	0.3923654728666741	-0.14787731057406558	0.5402427834407397	0.8252654663432913	0.21074576660082842	0.2222222222222222	exact	252	0.72	higher_in_group_a	0.5454545454545454	0.539631810525905	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8	-0.010415262136776526	-0.1877274151966771	0.17731215305990058	0.3617594414811783	0.5457594269618402	0.5555555555555556	exact	252	0.56	higher_in_group_a	0.7627118644067796	0.7411876382461048	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8	-0.15699571563965747	-0.13993841817457886	-0.017057297465078614	-0.03380712918309926	0.9543468845711471	0.9682539682539683	exact	252	0.48	higher_in_group_b	0.9682539682539683	0.9679354663882965	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8	0.019754208723968724	-0.2592438280169538	0.2789980367409225	0.5752726127953597	0.3440060702589476	0.35714285714285715	exact	252	0.64	higher_in_group_a	0.6428571428571429	0.6323797380714837	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9	-0.13939158787028552	0.1439402484964655	-0.283331836366751	-0.525936909243938	0.3843770466145662	0.373015873015873	exact	252	0.28	higher_in_group_b	0.6428571428571429	0.6464959147860427	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9	-0.12694684102913814	-0.11563740171213635	-0.01130943931700179	-0.026862113922446647	0.9636651798210141	0.9523809523809523	exact	252	0.48	higher_in_group_b	0.9682539682539683	0.9679354663882965	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9	0.1454098372630815	-0.2155803348098148	0.3609901720728963	0.685902161532994	0.27109452554685676	0.24603174603174602	exact	252	0.76	higher_in_group_a	0.5535714285714285	0.5820496263147593	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	amino_acid_metabolism	SERINE_GLYCINE_ONE_CARBON	Serine, glycine and one-carbon metabolism	Figure_9	-0.2700070392543421	-0.4090277931217517	0.13902075386740959	0.47513406668642166	0.44714098873057384	0.42063492063492064	exact	252	0.48	higher_in_group_a	0.6814285714285714	0.6993100034564583	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	amino_acid_metabolism	METHIONINE_SAM_METHYLATION	Methionine and SAM metabolism	Figure_9	0.1396915169751395	-0.17848218518957343	0.31817370216471297	0.842143981956058	0.18631255309727604	0.18253968253968253	exact	252	0.8	higher_in_group_a	0.5424107142857143	0.5203902345130814	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	amino_acid_metabolism	BRANCHED_CHAIN_AMINO_ACIDS	Branched-chain amino-acid metabolism	Figure_9	0.20441948865079157	0.01398311448992895	0.19043637416086262	0.27995927510646107	0.6425990566164397	0.6587301587301587	exact	252	0.6	higher_in_group_a	0.8208791208791208	0.7768734863571882	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	amino_acid_metabolism	AROMATIC_AMINO_ACID_METABOLISM	Aromatic amino-acid metabolism	Figure_9	-0.003003642174133803	-0.13031763655032347	0.12731399437618968	0.3789240645601216	0.526549565082677	0.48412698412698413	exact	252	0.64	higher_in_group_a	0.738095238095238	0.7411876382461048	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9	0.27780862999945244	-0.38165815039412865	0.6594667803935811	1.0336980267709788	0.12963840986516262	0.1349206349206349	exact	252	0.76	higher_in_group_a	0.5424107142857143	0.5203902345130814	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_BIOSYNTHESIS_DEGRADATION	Catecholamine biosynthesis and degradation	Figure_9	0.21296881737410578	-0.006789775078954096	0.21975859245305987	0.7504258991682132	0.2264882864624715	0.21428571428571427	exact	252	0.72	higher_in_group_a	0.5424107142857143	0.539631810525905	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	catecholamine_stress_adjacent	ADRENERGIC_STRESS_SIGNALING	Adrenergic stress signaling	Figure_9	0.07807370168575117	-0.06151188399862584	0.139585585684377	0.29712469425574856	0.6231408150735454	0.7301587301587301	exact	252	0.52	higher_in_group_a	0.8571428571428571	0.7647637275902602	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_IRON_REDOX_INTERFACE	Catecholamine, iron and redox interface	Figure_9	-0.078369826556752	-0.17614495033810806	0.09777512378135607	0.22571078315568202	0.703213722678865	0.7222222222222222	exact	252	0.56	higher_in_group_a	0.8571428571428571	0.825511761405624	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	nucleotide_nad_nitrogen	PURINE_DE_NOVO_SYNTHESIS	De novo purine synthesis	Figure_9	0.12855642204488402	-0.3811767269107938	0.5097331489556778	0.870264694900462	0.18366475873385654	0.19047619047619047	exact	252	0.76	higher_in_group_a	0.5424107142857143	0.5203902345130814	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	nucleotide_nad_nitrogen	PURINE_SALVAGE	Purine salvage	Figure_9	0.057054759943193256	-0.12356438563294496	0.18061914557613823	0.4040296847221074	0.5010738869743421	0.49206349206349204	exact	252	0.6	higher_in_group_a	0.738095238095238	0.7411876382461048	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	nucleotide_nad_nitrogen	PURINE_DEGRADATION_URATE	Purine degradation and urate	Figure_9	0.051465967171549	-0.16944364582388238	0.22090961299543138	0.36133560132985126	0.553295544117576	0.5158730158730159	exact	252	0.6	higher_in_group_a	0.7536945812807881	0.7411876382461048	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	nucleotide_nad_nitrogen	PYRIMIDINE_SYNTHESIS	Pyrimidine synthesis	Figure_9	-0.06270643940114701	-0.1741283714306586	0.11142193202951159	0.31246552332659067	0.6035807915266411	0.6349206349206349	exact	252	0.64	higher_in_group_a	0.8163265306122448	0.7647637275902602	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	nucleotide_nad_nitrogen	PYRIMIDINE_DEGRADATION	Pyrimidine degradation	Figure_9	-0.1597466935628738	-0.04279699577953032	-0.11694969778334348	-0.36398849144686424	0.5505387347511902	0.5873015873015873	exact	252	0.4	higher_in_group_b	0.7798594847775177	0.7411876382461048	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	nucleotide_nad_nitrogen	NAD_METABOLISM	NAD metabolism	Figure_9	0.1050016260557883	-0.03938424008401813	0.14438586613980642	0.29978631082909574	0.6140401020365693	0.6111111111111112	exact	252	0.6	higher_in_group_a	0.7983870967741936	0.7647637275902602	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	nucleotide_nad_nitrogen	UREA_CYCLE	Urea cycle	Figure_9	-0.09311025483638022	-0.019841869359683323	-0.0732683854766969	-0.2259602156778183	0.7027832626703274	0.7142857142857143	exact	252	0.44	higher_in_group_b	0.8571428571428571	0.825511761405624	False	False
GSE186800	GSE186800_GARDNERELLA1_VS_PBS1	first_exposure_bladder	independent_mouse_bulk	Gardnerella_1	PBS_1	5	5	submodule	nucleotide_nad_nitrogen	NITRIC_OXIDE_SYNTHESIS_REGULATION	Nitric-oxide synthesis and regulation	Figure_9	-0.1660761021549388	-0.01776601390026985	-0.14831008825466893	-0.3777478710303467	0.5295988544510682	0.5317460317460317	exact	252	0.36	higher_in_group_b	0.7536945812807881	0.7411876382461048	False	False
