dataset	contrast_id	biological_context	evidence_tier	group_a	group_b	n_group_a	n_group_b	feature_type	axis	feature_id	display_label	proposed_figure_family	mean_group_a	mean_group_b	mean_difference_a_minus_b	hedges_g	model_estimate	model_standard_error	model_t_value	model_p_value	degrees_freedom	direction	model_q_within_contrast	model_fdr_0_05	model_fdr_0_10
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8			0.16032856828164288		0.16032856828164288	0.13413387689815595	1.1952876632603098	0.24939108184868317	16	positive	0.9619370299877779	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8			-0.11637911261864095		-0.11637911261864095	0.18969394788305569	-0.6135098874656109	0.5481627686759062	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8			0.2116272088820607		0.2116272088820607	0.09484697394152765	2.2312489274832012	0.04032157112771048	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8			0.44340843642054517		0.44340843642054517	0.358872927711997	1.2355583332727444	0.23445754683722594	16	positive	0.5056450752758535	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8			0.3288914509133137		0.3288914509133137	0.3588729277119978	0.9164565658662756	0.3730348293348107	16	positive	0.730071737326605	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8			0.18548874893388023		0.18548874893388023	0.3588729277119971	0.5168647022679258	0.6123212698512819	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8			-0.1145169855072315		-0.1145169855072315	0.5075229615388466	-0.22563902362172472	0.8243391091571932	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8			0.38614994366692945		0.38614994366692945	0.2537614807694228	1.5217043283956866	0.14759985457152805	16	positive	0.32586776494846886	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8			0.05461305213332329		0.05461305213332329	0.16871352010853186	0.3237028786915904	0.7503556720164801	16	positive	0.8808523106280419	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8			0.09425380525873364		0.09425380525873364	0.1687135201085322	0.5586618381152907	0.5841272102432211	16	positive	0.7885717338283486	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8			0.08300320697346421		0.08300320697346421	0.16871352010853186	0.49197721036268466	0.6294170586016388	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8			0.03964075312541035		0.03964075312541035	0.2385969482931921	0.16614107350903373	0.8701272536802632	16	positive	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8			0.07443342869602847		0.07443342869602847	0.11929847414659582	0.623926074733894	0.5414703313016521	16	positive	0.7433745226344716	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			0.623896559128692		0.623896559128692	0.4046581345783641	1.5417867721323943	0.14266977762908586	16	positive	0.4551264502579468	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			0.6933658276493964		0.6933658276493964	0.40465813457836497	1.7134607422926305	0.10593279355613967	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			-0.2375834649341481		-0.2375834649341481	0.40465813457836414	-0.5871214356822446	0.5653158133912318	16	negative	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			0.06946926852070429		0.06946926852070429	0.5722730220453207	0.12139182845352217	0.9048921716304252	16	positive	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8			0.6586311933890442		0.6586311933890442	0.2861365110226598	2.3018075918905914	0.03512045976013597	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			0.6916621693015182		0.6916621693015182	0.42482085402626846	1.6281266862166561	0.12302647251409948	16	positive	0.4152143447350858	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			0.7316522331326818		0.7316522331326818	0.4248208540262694	1.7222606333902786	0.10429304873193677	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			-0.19828843559497802		-0.19828843559497802	0.4248208540262685	-0.46675777263683244	0.6469657472108354	16	negative	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			0.039990063831163505		0.039990063831163505	0.6007874133428709	0.06656275238632717	0.9477544538400546	16	positive	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8			0.7116572012171		0.7116572012171	0.3003937066714349	2.3690815932954865	0.030751258957204763	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8			0.8445635313098261		0.8445635313098261	0.3542741460353018	2.3839265178150177	0.029858453816496298	16	positive	0.32775533756597486	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8			0.7183740328587551		0.7183740328587551	0.3542741460353026	2.027734851380238	0.05957878411333896	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8			0.10040591846666108		0.10040591846666108	0.3542741460353019	0.28341305621736246	0.7804945537372815	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8			-0.12618949845107091		-0.12618949845107091	0.5010193021212713	-0.25186554273816547	0.8043515964807171	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8			0.7814687820842906		0.7814687820842906	0.25050965106063516	3.1195156704566975	0.00660421321301679	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8			0.9306459459175247		0.9306459459175247	0.4748229409953969	1.959985218840862	0.06765217440447092	16	positive	0.32775533756597486	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8			0.8168469521024903		0.8168469521024903	0.4748229409953979	1.7203190528033214	0.10465292691090869	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8			-0.14249221403069406		-0.14249221403069406	0.47482294099539696	-0.3000954708127201	0.7679681656594822	16	negative	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8			-0.11379899381503447		-0.11379899381503447	0.6715010428815715	-0.16946957122612316	0.8675514328725762	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8			0.8737464490100074		0.8737464490100074	0.3357505214407851	2.602368107309422	0.019247994002534016	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			0.7821489641464074		0.7821489641464074	0.3445795387879963	2.2698647949251196	0.0373923751114714	16	positive	0.32775533756597486	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			0.6757217718031778		0.6757217718031778	0.3445795387879971	1.9610037618017602	0.0675238245668029	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			0.14657345962596707		0.14657345962596707	0.34457953878799635	0.42536901680673167	0.6762337037867523	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			-0.10642719234322963		-0.10642719234322963	0.4873090570702513	-0.21839773096580659	0.8298804977736886	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8			0.7289353679747926		0.7289353679747926	0.2436545285351252	2.9916758467705207	0.008627997262662066	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8			0.5402427834407396		0.5402427834407396	0.3536096523574175	1.5277942212241402	0.14608997168773602	16	positive	0.4551264502579468	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8			0.6145957449418142		0.6145957449418142	0.35360965235741826	1.7380626938333654	0.10140392840413723	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8			-0.2816646430431453		-0.2816646430431453	0.3536096523574175	-0.7965411610383519	0.4373778683944598	16	negative	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8			0.07435296150107466		0.07435296150107466	0.500079566149896	0.14868226285172345	0.8836621567958274	16	positive	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8			0.577419264191277		0.577419264191277	0.25003978307494756	2.3093095710221436	0.03460590925618943	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8			0.17731215305990045		0.17731215305990045	0.22514126738445944	0.7875595403712272	0.44246576531469506	16	positive	0.716794539809806	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8			0.14924953652408582		0.14924953652408582	0.22514126738445991	0.6629150588782178	0.5168221353116003	16	positive	0.7721763319314663	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8			0.21217398560136028		0.21217398560136028	0.22514126738445947	0.94240379858502	0.3599989882958382	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8			-0.028062616535814627		-0.028062616535814627	0.31839783378497055	-0.08813695810118692	0.9308615461962431	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8			0.16328084479199312		0.16328084479199312	0.15919891689248497	1.0256404250681233	0.3203184325231705	16	positive	0.5543063651489776	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8			-0.017057297465078808		-0.017057297465078808	0.2821469400768598	-0.060455369320795115	0.9525416650621424	16	negative	0.9637318625169691	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8			-0.23631793885082755		-0.23631793885082755	0.2821469400768604	-0.8375704474641885	0.41460864095091143	16	negative	0.730071737326605	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8			0.4065644545071106		0.4065644545071106	0.2821469400768598	1.4409670875620986	0.16887795680798326	16	positive	0.8859771442044103	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8			-0.21926064138574874		-0.21926064138574874	0.39901602923876484	-0.5495033415175075	0.5902481812949452	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8			-0.12668761815795318		-0.12668761815795318	0.19950801461938206	-0.6350001447292513	0.534404522863559	16	negative	0.7433745226344716	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8			0.27899803674092266		0.27899803674092266	0.2591515804705124	1.0765824242104844	0.297632614805169	16	positive	0.5606567860283416	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8			0.6167664385671219		0.6167664385671219	0.25915158047051295	2.3799447313704474	0.03009550406223396	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8			0.07060541837988568		0.07060541837988568	0.25915158047051245	0.2724483418225555	0.7887620637565852	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8			0.33776840182619927		0.33776840182619927	0.3664956798118219	0.9216163257357557	0.3704173345632017	16	positive	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8			0.4478822376540223		0.4478822376540223	0.18324783990591062	2.444133791066729	0.026481738628453773	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9			-0.28333183636675097		-0.28333183636675097	0.31980580466563024	-0.8859496364144663	0.38876647449240387	16	negative	0.6426547843649941	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9			-0.3461579482578886		-0.3461579482578886	0.31980580466563097	-1.0824004543001018	0.2951183134147781	16	negative	0.730071737326605	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9			0.02686439531938939		0.02686439531938939	0.3198058046656303	0.08400221299134074	0.9340967247868528	16	positive	0.9826212299705854	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9			-0.0628261118911376		-0.0628261118911376	0.452273706283776	-0.13891170549657775	0.8912533235269524	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9			-0.3147448923123198		-0.3147448923123198	0.2261368531418876	-1.3918336968934286	0.18302011514893424	16	negative	0.37061573317659186	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9			-0.01130943931700197		-0.01130943931700197	0.2448557981090239	-0.04618816219318751	0.9637318625169691	16	negative	0.9637318625169691	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9			-0.15154629121844848		-0.15154629121844848	0.24485579810902441	-0.6189205744312047	0.5446807967651246	16	negative	0.7740200796135981	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9			0.31270266869199764		0.31270266869199764	0.24485579810902391	1.2770890912404058	0.2197934316098397	16	positive	0.9619370299877779	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9			-0.1402368519014465		-0.1402368519014465	0.3462783905114707	-0.4049829724988313	0.6908530746147092	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9			-0.08142786526772522		-0.08142786526772522	0.173139195255735	-0.4703028978935261	0.6444855470320217	16	negative	0.7791541687999068	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9			0.3609901720728961		0.3609901720728961	0.29397241958999426	1.2279729254069889	0.23721620815410405	16	positive	0.5056450752758535	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9			0.3654094870666853		0.3654094870666853	0.2939724195899949	1.2430060193276773	0.23177326117848507	16	positive	0.730071737326605	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9			0.06796084004983727		0.06796084004983727	0.2939724195899943	0.23118100720000467	0.8201045714694628	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9			0.004419314993789225		0.004419314993789225	0.4157397827478049	0.010630002653534988	0.9916500612370568	16	positive	0.9916500612370567	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9			0.3631998295697907		0.3631998295697907	0.20786989137390205	1.7472459679910635	0.09975720115749967	16	positive	0.27863218254336114	False	False
