dataset	contrast_id	biological_context	evidence_tier	group_a	group_b	n_group_a	n_group_b	feature_type	axis	feature_id	display_label	proposed_figure_family	mean_group_a	mean_group_b	mean_difference_a_minus_b	hedges_g	model_estimate	model_standard_error	model_t_value	model_p_value	degrees_freedom	direction	model_q_within_contrast	model_fdr_0_05	model_fdr_0_10
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	lipid_metabolism	PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	Figure_7			0.4547408370793942		0.4547408370793942	0.30283974966370125	1.5015890007318284	0.15268019081643952	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	lipid_metabolism	PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	Figure_7			-0.09470839618422766		-0.09470839618422766	0.3028397496637007	-0.31273436294079626	0.758521773179291	16	negative	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	lipid_metabolism	PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	Figure_7			-0.16802889623544365		-0.16802889623544365	0.4282800812000792	-0.39233413742850615	0.6999883096719806	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	lipid_metabolism	PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	Figure_7			0.538755285197116		0.538755285197116	0.21414004060003922	2.515901667373726	0.022928238884913993	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	lipid_metabolism	SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	Figure_7			0.7335494439637866		0.7335494439637866	0.3036993461285128	2.4153803862764307	0.028046736306405976	16	positive	0.32775533756597486	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	lipid_metabolism	SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	Figure_7			0.5501470891762629		0.5501470891762629	0.30369934612851346	1.8114859191809474	0.08887842357981053	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	lipid_metabolism	SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	Figure_7			0.28190639429912645		0.28190639429912645	0.3036993461285128	0.9282416899897951	0.3670747250956581	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	lipid_metabolism	SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	Figure_7			-0.18340235478752373		-0.18340235478752373	0.42949573417878456	-0.4270178728042489	0.6750569938908364	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	lipid_metabolism	SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	Figure_7			0.6418482665700248		0.6418482665700248	0.2147478670893919	2.988845827757843	0.008679059858731505	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	lipid_metabolism	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	Figure_7			-0.12590786081902325		-0.12590786081902325	0.14201702352832826	-0.8865687907753418	0.3884428467040649	16	negative	0.6426547843649941	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	lipid_metabolism	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	Figure_7			0.021163255591820057		0.021163255591820057	0.14201702352832857	0.14901914619833276	0.883400621834358	16	positive	0.9540726715811066	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	lipid_metabolism	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	Figure_7			0.022360200972317813		0.022360200972317813	0.1420170235283283	0.1574473286144995	0.8768621267601503	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	lipid_metabolism	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	Figure_7			0.1470711164108433		0.1470711164108433	0.2008424007616212	0.7322712527490709	0.4745940080062758	16	positive	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	lipid_metabolism	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	Figure_7			-0.052372302613601596		-0.052372302613601596	0.10042120038081041	-0.5215263551421306	0.6091442287315847	16	negative	0.7691986183501023	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7			0.17266728493744296		0.17266728493744296	0.26414659789179334	0.6536797608431643	0.522602502873038	16	positive	0.7283156207510506	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7			0.4632300898801739		0.4632300898801739	0.26414659789179395	1.7536856184304643	0.09861643242178146	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7			0.0010041692923969947		0.0010041692923969947	0.2641465978917934	0.0038015605743608656	0.9970137964244694	16	positive	0.9970137964244694	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7			0.2905628049427309		0.2905628049427309	0.3735597011932873	0.7778216012449048	0.44802383917302957	16	positive	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7			0.31794868740880844		0.31794868740880844	0.18677985059664332	1.7022643844781102	0.10805142305750984	16	positive	0.28232791185994505	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	lipid_metabolism	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	Figure_7			0.4752972975540308		0.4752972975540308	0.24918763845271108	1.9073871420962523	0.07458595373583615	16	positive	0.32775533756597486	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	lipid_metabolism	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	Figure_7			0.44232346833788344		0.44232346833788344	0.24918763845271164	1.7750618412872163	0.09491110412037658	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	lipid_metabolism	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	Figure_7			-0.10212563338648004		-0.10212563338648004	0.2491876384527111	-0.4098342679460829	0.6873623298070769	16	negative	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	lipid_metabolism	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	Figure_7			-0.03297382921614732		-0.03297382921614732	0.3524045378755481	-0.09356811752461612	0.9266139160747112	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	lipid_metabolism	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	Figure_7			0.4588103829459571		0.4588103829459571	0.17620226893777372	2.603884647523961	0.019188779114675654	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	lipid_metabolism	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	Figure_7			0.5346746827908087		0.5346746827908087	0.19394394830320877	2.756851592785494	0.014034936981209105	16	positive	0.32775533756597486	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	lipid_metabolism	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	Figure_7			-0.07413835257333745		-0.07413835257333745	0.19394394830320918	-0.38226690351498166	0.7072933087641813	16	negative	0.8813962770753643	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	lipid_metabolism	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	Figure_7			0.47705590074512233		0.47705590074512233	0.1939439483032088	2.4597617245540495	0.025666132442786985	16	positive	0.3688862953125272	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	lipid_metabolism	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	Figure_7			-0.6088130353641461		-0.6088130353641461	0.2742781620305848	-2.219691975682181	0.04123881612570426	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	lipid_metabolism	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	Figure_7			0.2302681651087356		0.2302681651087356	0.13713908101529212	1.6790849362849298	0.1125545129662088	16	positive	0.28490361094571603	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8			0.17074266799852633		0.17074266799852633	0.22963380599866687	0.7435432568648781	0.46793175488124583	16	positive	0.7199923582998352	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8			-0.3572629689810126		-0.3572629689810126	0.22963380599866737	-1.5557943109782622	0.1393136072018706	16	negative	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8			0.5665809991664785		0.5665809991664785	0.2296338059986669	2.4673239930960675	0.025280055294694865	16	positive	0.3688862953125272	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8			-0.528005636979539		-0.528005636979539	0.32475124282266754	-1.6258771864588668	0.12350737997572232	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8			-0.09326015049124314		-0.09326015049124314	0.16237562141133347	-0.5743482283894976	0.573719208264656	16	negative	0.7691986183501023	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8			0.008475638889404696		0.008475638889404696	0.17628107654820105	0.04808025373663507	0.9622473353614637	16	positive	0.9637318625169691	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8			-0.14105524477092282		-0.14105524477092282	0.1762810765482014	-0.8001723584457087	0.4353313873063278	16	negative	0.7346217160794283	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8			0.252396120583776		0.252396120583776	0.17628107654820108	1.431782273662043	0.17145132133124172	16	positive	0.8859771442044103	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8			-0.14953088366032752		-0.14953088366032752	0.24929908924419616	-0.5998051742333378	0.5570358840380644	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8			-0.06628980294075906		-0.06628980294075906	0.12464954462209785	-0.5318094273166499	0.6021646062235	16	negative	0.7691986183501023	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			0.6999269789867426		0.6999269789867426	0.3803806823477202	1.840069728743252	0.0843837743890297	16	positive	0.32775533756597486	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			0.4872504569711793		0.4872504569711793	0.38038068234772104	1.280954789722377	0.21846595339381183	16	positive	0.730071737326605	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			0.052084553637761065		0.052084553637761065	0.3803806823477202	0.13692744152067277	0.892796344740034	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			-0.2126765220155633		-0.2126765220155633	0.5379395198408792	-0.39535396484436086	0.6978029374949631	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8			0.593588717978961		0.593588717978961	0.2689697599204391	2.206897601256527	0.042276814450252886	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8			0.6652006281047622		0.6652006281047622	0.40742686591825644	1.6326871979969624	0.12205642166219415	16	positive	0.4152143447350858	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8			0.3903134696739891		0.3903134696739891	0.40742686591825733	0.9579963972044453	0.3523177549947729	16	positive	0.730071737326605	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8			0.025019428467355734		0.025019428467355734	0.4074268659182565	0.06140839144460216	0.9517945197371027	16	positive	0.9884020012654529	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8			-0.2748871584307731		-0.2748871584307731	0.5761885994567639	-0.47707844044456854	0.6397573853912376	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8			0.5277570488893757		0.5277570488893757	0.28809429972838146	1.8318899380756613	0.08564899040812089	16	positive	0.2775027289223117	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	Figure_8			-0.13243064016115808		-0.13243064016115808	0.28930928095126407	-0.4577476385331269	0.6532886359193858	16	negative	0.8140981462995422	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	carbohydrate_inflammatory_carbon	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	Figure_8			-0.3051892938512738		-0.3051892938512738	0.2893092809512647	-1.054889400187214	0.30714555965929613	16	negative	0.730071737326605	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	Figure_8			0.14113387447613424		0.14113387447613424	0.2893092809512641	0.4878304422591582	0.6322872142852898	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	Figure_8			-0.17275865369011573		-0.17275865369011573	0.4091451088416866	-0.4222429889952869	0.6784669797211413	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	carbohydrate_inflammatory_carbon	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	Figure_8			-0.21880996700621594		-0.21880996700621594	0.2045725544208429	-1.0695959075530928	0.30067256944648013	16	negative	0.5535108664810203	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8			-0.043976593863221225		-0.043976593863221225	0.2955856027276835	-0.14877786149732025	0.8835879386290467	16	negative	0.9637318625169691	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8			-0.17006425278326662		-0.17006425278326662	0.29558560272768414	-0.575346874860961	0.5730598734743019	16	negative	0.7867432161257365	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8			0.2716488419323392		0.2716488419323392	0.2955856027276836	0.9190191924963381	0.37173326861746236	16	positive	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8			-0.1260876589200454		-0.1260876589200454	0.4180211682197166	-0.30162984199348564	0.7668193150515725	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8			-0.10702042332324392		-0.10702042332324392	0.2090105841098579	-0.5120335115038623	0.6156223070196478	16	negative	0.7691986183501023	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8			0.26017374813334626		0.26017374813334626	0.2584612764762808	1.006625641103427	0.32909649683353204	16	positive	0.5777000927589047	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8			0.43890631171802097		0.43890631171802097	0.2584612764762814	1.6981511416403559	0.10883892864407425	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8			-0.2986455739275258		-0.2986455739275258	0.25846127647628087	-1.1554751179716187	0.2648602341885427	16	negative	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8			0.17873256358467474		0.17873256358467474	0.3655194425410193	0.4889823707930858	0.6314893032581625	16	positive	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8			0.3495400299256836		0.3495400299256836	0.1827597212705093	1.9125660046740645	0.07387603937191468	16	positive	0.2500318944008714	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8			0.6257843036918648		0.6257843036918648	0.3197872935745843	1.9568766998114404	0.0680452486254388	16	positive	0.32775533756597486	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8			0.5185108743075787		0.5185108743075787	0.31978729357458496	1.6214242552030755	0.12446408745374345	16	positive	0.6312476492538133	False	False
GSE186800	GSE186800_BLOCK_MAIN_PBS	bladder_exposure_recurrence_model	independent_mouse_bulk	PBS_block2_vs_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8			-0.05301330688790708		-0.05301330688790708	0.3197872935745843	-0.16577677710494376	0.8704092636145169	16	negative	0.9745926922230064	False	False
GSE186800	GSE186800_INTERACTION_RECURRENCE	bladder_exposure_recurrence_model	independent_mouse_bulk	difference_in_differences_block2_minus_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8			-0.1072734293842861		-0.1072734293842861	0.45224752764776455	-0.23720069834817673	0.8155115344731028	16	negative	0.976160740531215	False	False
GSE186800	GSE186800_AVERAGE_TREATMENT	bladder_exposure_recurrence_model	independent_mouse_bulk	average_Gardnerella_vs_PBS	reference	20		submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8			0.5721475889997217		0.5721475889997217	0.22612376382388183	2.5302408704170656	0.0222747569334351	16	positive	0.206894363830262	False	False
GSE186800	GSE186800_TREATMENT_BLOCK1	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block1	reference	20		submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8			0.2698167651913812		0.2698167651913812	0.13413387689815592	2.011548248890513	0.06142399832021233	16	positive	0.32775533756597486	False	False
GSE186800	GSE186800_TREATMENT_BLOCK2	bladder_exposure_recurrence_model	independent_mouse_bulk	Gardnerella_vs_PBS_block2	reference	20		submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8			0.15343765257274025		0.15343765257274025	0.1341338768981562	1.1439142453866507	0.26948542793391095	16	positive	0.730071737326605	False	False
