dataset	contrast_id	biological_context	evidence_tier	group_a	group_b	n_group_a	n_group_b	feature_type	axis	feature_id	display_label	proposed_figure_family	mean_group_a	mean_group_b	mean_difference_a_minus_b	hedges_g	welch_p_value	permutation_p_value	permutation_method	n_permutations	auc_group_a_higher	direction	permutation_q_within_contrast	welch_q_within_contrast	permutation_fdr_0_05	permutation_fdr_0_10
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	steroid_cholesterol_endocrine	MINERALOCORTICOID_RESPONSE	Mineralocorticoid response	Figure_7	0.010477774280580493	-0.013424648296993521	0.023902422577574016	0.04232342519153471	0.8572093171683064	0.8520147985201479	monte_carlo	10000	0.5274390243902439	higher_in_group_a	0.9441245064682722	0.9471034427137235	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	steroid_cholesterol_endocrine	STEROID_SULFATION_DESULFATION	Steroid sulfation and desulfation	Figure_7	-0.03959511506929507	0.05073124118253301	-0.09032635625182808	-0.3011237238671093	0.1962470343149733	0.20137986201379862	monte_carlo	10000	0.4092987804878049	higher_in_group_b	0.33026297370262975	0.32848367046172444	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	steroid_cholesterol_endocrine	STEROID_CATABOLISM_DEACTIVATION	Steroid catabolism and deactivation	Figure_7	-0.09812509605353491	0.12572277931859185	-0.22384787537212675	-0.6204112769001016	0.009706354429541481	0.0086991300869913	monte_carlo	10000	0.30259146341463417	higher_in_group_b	0.031727262056403055	0.03363151367856048	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	steroid_cholesterol_endocrine	PLACENTAL_STEROID_METABOLISM	Placental steroid metabolism	Figure_7	-0.07588398914544964	0.09722636109260768	-0.17311035023805732	-0.3079140654868935	0.1927275849771776	0.1924807519248075	monte_carlo	10000	0.4092987804878049	higher_in_group_b	0.3221106460782493	0.32848367046172444	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	steroid_cholesterol_endocrine	LXR_FXR_STEROL_SIGNALING	LXR and FXR sterol signaling	Figure_7	0.0537324813624643	-0.06884474174565355	0.12257722310811786	0.3456031857936575	0.14618523561271687	0.13908609139086092	monte_carlo	10000	0.59375	higher_in_group_a	0.26523394172210685	0.27877184465680893	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7	0.07275055381625845	-0.09321164707708407	0.16596220089334252	0.39396607752268814	0.07365033179170957	0.0908909109089091	monte_carlo	10000	0.5785060975609756	higher_in_group_a	0.19593938042093226	0.16322505964649148	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	lipid_metabolism	FATTY_ACID_BETA_OXIDATION	Fatty-acid beta-oxidation	Figure_7	0.07829256914315184	-0.10031235421466303	0.17860492335781486	0.44201051817499853	0.04907456098336412	0.06379362063793621	monte_carlo	10000	0.5922256097560976	higher_in_group_a	0.14530769145307693	0.12194284850411692	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	lipid_metabolism	PHOSPHOLIPID_METABOLISM	Phospholipid metabolism	Figure_7	0.0576415754831446	-0.07385326858777609	0.13149484407092069	0.35478204883499737	0.13115693308107265	0.1334866513348665	monte_carlo	10000	0.6257621951219512	higher_in_group_a	0.26523394172210685	0.2688717128161989	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	lipid_metabolism	SPHINGOLIPID_CERAMIDE_METABOLISM	Sphingolipid and ceramide metabolism	Figure_7	0.0477576031223124	-0.061189429000466124	0.10894703212277852	0.31557384393414395	0.1962890225929817	0.18438156184381563	monte_carlo	10000	0.6638719512195121	higher_in_group_a	0.3216869802381464	0.32848367046172444	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	lipid_metabolism	EICOSANOID_PROSTAGLANDIN_METABOLISM	Eicosanoid and prostaglandin metabolism	Figure_7	0.025497701404709017	-0.03266892992478381	0.05816663132949283	0.2189032176787247	0.3559375791323963	0.34866513348665135	monte_carlo	10000	0.604420731707317	higher_in_group_a	0.4929403611363002	0.4963761616370829	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	lipid_metabolism	LIPID_DROPLET_DYNAMICS	Lipid-droplet dynamics	Figure_7	-0.017313303136859717	0.022182669644100084	-0.0394959727809598	-0.1267561391715316	0.6053867993244325	0.5871412858714129	monte_carlo	10000	0.4344512195121951	higher_in_group_b	0.7407013144839363	0.752147235524295	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	lipid_metabolism	PPAR_SREBP_LXR_REGULATION	PPAR, SREBP and LXR regulation	Figure_7	0.08285321259812098	-0.10615567864133922	0.18900889123946019	0.5810081152389857	0.01077662480019162	0.015898410158984102	monte_carlo	10000	0.6852134146341463	higher_in_group_a	0.048284060482840604	0.03534732934462851	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	lipid_metabolism	FERROPTOSIS_LIPID_PEROXIDATION	Ferroptosis-linked lipid peroxidation	Figure_7	0.1269948253936306	-0.16271212003558938	0.28970694542922	0.6805571375743183	0.0033054878467973204	0.005699430056994301	monte_carlo	10000	0.6791158536585366	higher_in_group_a	0.023367663233676634	0.014265789654598963	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	carbohydrate_inflammatory_carbon	GLYCOLYSIS	Glycolysis	Figure_8	0.21674739537534587	-0.2777076003246599	0.4944549957000058	0.9091726647368558	0.00010266700411680615	0.00019998000199980003	monte_carlo	10000	0.7362804878048781	higher_in_group_a	0.0027330600273306003	0.0014031157229296841	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8	0.011303056550933657	-0.014482041205884115	0.02578509775681777	0.050782866358281546	0.8245278583126098	0.8296170382961704	monte_carlo	10000	0.5411585365853658	higher_in_group_a	0.9318985909628215	0.9390456164115835	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8	0.04642543736644407	-0.05948259162575818	0.10590802899220225	0.2602084434420857	0.28047892050601264	0.26507349265073493	monte_carlo	10000	0.59375	higher_in_group_a	0.4180005076415435	0.44229368233640454	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	carbohydrate_inflammatory_carbon	GLYCOGENOLYSIS	Glycogenolysis	Figure_8	0.02981460864819287	-0.038199967330494744	0.06801457597868761	0.27868856117070034	0.22518352552921556	0.23657634236576341	monte_carlo	10000	0.583079268292683	higher_in_group_a	0.38037764850965883	0.3620597861450132	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	carbohydrate_inflammatory_carbon	PENTOSE_PHOSPHATE_PATHWAY	Pentose-phosphate pathway	Figure_8	0.1257133986335512	-0.16107029199923845	0.28678369063278963	0.5543649142890535	0.016245152109487366	0.0192980701929807	monte_carlo	10000	0.6417682926829268	higher_in_group_a	0.05651577699372919	0.04757508832064157	False	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8	0.14862202129533353	-0.19042196478464674	0.33904398607998026	0.39942720935983544	0.08505011316451609	0.09319068093190681	monte_carlo	10000	0.6158536585365854	higher_in_group_a	0.19593938042093226	0.17882331485872613	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	carbohydrate_inflammatory_carbon	LACTATE_HIF1A_INFLAMMATORY_GLYCOLYSIS	Lactate and HIF1A inflammatory glycolysis	Figure_8	0.18686247001435816	-0.23941753970589752	0.4262800097202557	0.7690860927007697	0.0007846601082460089	0.0014998500149985001	monte_carlo	10000	0.6829268292682927	higher_in_group_a	0.011180700111807001	0.006014215359835645	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8	0.03128298233313483	-0.040081321114333074	0.07136430344746791	0.18212433367595862	0.43980529821148495	0.44765523447655237	monte_carlo	10000	0.5792682926829268	higher_in_group_a	0.6017660529029064	0.5912136795629798	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	carbohydrate_inflammatory_carbon	MTOR_SIGNALING	mTOR signaling	Figure_8	0.07583783465781221	-0.09716722565532028	0.1730050603131325	0.4477174051794766	0.05839251065299444	0.057194280571942806	monte_carlo	10000	0.6471036585365854	higher_in_group_a	0.1339980287685517	0.13680531067272983	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8	-0.010279483808460211	0.013170588629590085	-0.023450072438050296	-0.050403743434541536	0.836666753615964	0.827917208279172	monte_carlo	10000	0.4557926829268293	higher_in_group_b	0.9318985909628215	0.9398174492672472	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	carbohydrate_inflammatory_carbon	AGE_RAGE_SIGNALING	AGE-RAGE signaling	Figure_8	0.1452142832223175	-0.18605580037859196	0.3312700836009095	0.682307464874784	0.003165466379396888	0.0046995300469953	monte_carlo	10000	0.6775914634146342	higher_in_group_a	0.021408970214089704	0.014265789654598963	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8	0.09087266755377822	-0.11643060530327816	0.20730327285705638	0.5223437512695015	0.02806362300101375	0.029997000299970003	monte_carlo	10000	0.6570121951219512	higher_in_group_a	0.0848191042964669	0.0793523133132113	False	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8	0.1521336122240328	-0.1949211906620434	0.34705480288607615	0.705318370173979	0.0021672798722341072	0.003999600039996	monte_carlo	10000	0.680640243902439	higher_in_group_a	0.020497950204979503	0.011518143500785361	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	insulin_irs_signaling	MTORC1_INSULIN_OUTPUT	mTORC1 insulin output	Figure_8	-0.04072197455904412	0.052175029903775906	-0.09289700446282002	-0.22796638854789797	0.35418508459708153	0.3388661133886611	monte_carlo	10000	0.48551829268292684	higher_in_group_b	0.4929403611363002	0.4963761616370829	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	insulin_irs_signaling	AMPK_INSULIN_COUNTERREGULATION	AMPK counter-regulation of insulin signaling	Figure_8	-0.04697138217804905	0.060182083415625476	-0.10715346559367453	-0.23519726398366472	0.3185648788940098	0.32826717328267174	monte_carlo	10000	0.4253048780487805	higher_in_group_b	0.4894165128941651	0.4853142095250474	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8	0.17125388021880467	-0.21941903403034063	0.3906729142491453	0.7872318967094379	0.0007574758581027054	0.0008999100089991	monte_carlo	10000	0.7035060975609756	higher_in_group_a	0.0081991800819918	0.006014215359835645	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	adipokine_signaling	ADIPONECTIN_SIGNALING	Adiponectin signaling	Figure_8	0.02766062028440923	-0.03544016973939955	0.06310079002380878	0.1387467038105783	0.5493118254809728	0.5572442755724427	monte_carlo	10000	0.5350609756097561	higher_in_group_a	0.7139692280771922	0.7038057763974964	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	adipokine_signaling	RESISTIN_INFLAMMATORY_SIGNALING	Resistin-associated inflammatory signaling	Figure_8	0.20508066282553927	-0.2627595992452185	0.4678402620707578	0.7767786034833823	0.0008067849872950255	0.0010998900109989002	monte_carlo	10000	0.7149390243902439	higher_in_group_a	0.009019098090190981	0.006014215359835645	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8	0.08163905753897925	-0.10460004247181612	0.18623910001079536	0.48352560735124167	0.054545880578899315	0.04279572042795721	monte_carlo	10000	0.5990853658536586	higher_in_group_a	0.10966403359664034	0.13155182963146306	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	adipokine_signaling	PPARG_ADIPOMETABOLIC_REGULATION	PPARG adipometabolic regulation	Figure_8	0.0814640062579108	-0.10437575801794745	0.18583976427585824	0.6058546353015264	0.013553557990581817	0.010198980101989802	monte_carlo	10000	0.666920731707317	higher_in_group_a	0.03484651534846516	0.04274583673952727	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	amino_acid_metabolism	TRYPTOPHAN_KYNURENINE	Tryptophan-kynurenine metabolism	Figure_9	0.029000526938222162	-0.03715692513959472	0.06615745207781688	0.14699510946389713	0.5338581923508556	0.52994700529947	monte_carlo	10000	0.5373475609756098	higher_in_group_a	0.6897722926120086	0.6948630440122248	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	amino_acid_metabolism	ARGININE_NO_UREA	Arginine, nitric oxide and urea coupling	Figure_9	0.074440180322857	-0.09537648103865896	0.16981666136151596	0.6026985283552256	0.00899882198376541	0.0072992700729927005	monte_carlo	10000	0.6608231707317073	higher_in_group_a	0.028501911713590542	0.033541063757671075	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	amino_acid_metabolism	GLUTAMINE_GLUTAMATE	Glutamine and glutamate metabolism	Figure_9	0.050680003878988945	-0.06493375496995409	0.11561375884894304	0.3340644127305414	0.13466462391336492	0.1591840815918408	monte_carlo	10000	0.5663109756097561	higher_in_group_a	0.29189081091890806	0.26932924782672985	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	amino_acid_metabolism	SERINE_GLYCINE_ONE_CARBON	Serine, glycine and one-carbon metabolism	Figure_9	-0.004929595048643415	0.006316043656074119	-0.011245638704717533	-0.01975796428793928	0.9310107534401026	0.9332066793320668	monte_carlo	10000	0.4954268292682927	higher_in_group_b	0.9799577004324884	0.9780546631633699	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	amino_acid_metabolism	METHIONINE_SAM_METHYLATION	Methionine and SAM metabolism	Figure_9	0.022299203677130015	-0.028570854711322934	0.050870058388452946	0.21239937206314558	0.357148701665706	0.36136386361363865	monte_carlo	10000	0.5449695121951219	higher_in_group_a	0.5022345223104808	0.4963761616370829	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	amino_acid_metabolism	BRANCHED_CHAIN_AMINO_ACIDS	Branched-chain amino-acid metabolism	Figure_9	-0.08532055922735102	0.10931696651004244	-0.19463752573739346	-0.3728526308906657	0.14080587636465766	0.10988901109889011	monte_carlo	10000	0.41996951219512196	higher_in_group_b	0.22527247275272475	0.27490671099766495	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	amino_acid_metabolism	AROMATIC_AMINO_ACID_METABOLISM	Aromatic amino-acid metabolism	Figure_9	-0.008140599965171807	0.01043014370537898	-0.01857074367055079	-0.033147177367898246	0.8871805597798186	0.8887111288871112	monte_carlo	10000	0.4961890243902439	higher_in_group_b	0.9500400609289721	0.9471034427137235	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9	0.06382572252945086	-0.08177670699085987	0.14560242952031072	0.44365564972989924	0.04442265066086499	0.05649435056494351	monte_carlo	10000	0.6204268292682927	higher_in_group_a	0.1339980287685517	0.11383304231846654	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_BIOSYNTHESIS_DEGRADATION	Catecholamine biosynthesis and degradation	Figure_9	-0.013574212678767272	0.017391959994670386	-0.03096617267343766	-0.05870288859833533	0.8046461329660913	0.8043195680431957	monte_carlo	10000	0.4679878048780488	higher_in_group_b	0.9318985909628215	0.932906925148579	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	catecholamine_stress_adjacent	ADRENERGIC_STRESS_SIGNALING	Adrenergic stress signaling	Figure_9	-0.04812942640726719	0.061665827584313423	-0.1097952539915806	-0.23451615310337873	0.32516522493871236	0.3193680631936806	monte_carlo	10000	0.4024390243902439	higher_in_group_b	0.48496631818299646	0.4853142095250474	False	False
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	catecholamine_stress_adjacent	CATECHOLAMINE_IRON_REDOX_INTERFACE	Catecholamine, iron and redox interface	Figure_9	0.12234787912740933	-0.15675822013199345	0.2791060992594028	0.6260919382557677	0.006034708895779114	0.008899110088991101	monte_carlo	10000	0.6737804878048781	higher_in_group_a	0.031727262056403055	0.02474230647269437	True	True
GSE112098	GSE112098_SEPSIS_VS_VASCULAR_SURGERY	human_urinary_systemic_inflammation_comparator	human_comparator_unadjusted	sepsis	vascular_surgery	41	32	submodule	nucleotide_nad_nitrogen	PURINE_DE_NOVO_SYNTHESIS	De novo purine synthesis	Figure_9	0.009235694628148074	-0.01183323374231661	0.021068928370464684	0.033631862102023284	0.889353232792155	0.8921107889211078	monte_carlo	10000	0.5586890243902439	higher_in_group_a	0.9500400609289721	0.9471034427137235	False	False
