path	relative_path	exists	size_bytes	sha256	matches_expected_sha256	matches_target_sha256
project://09_manuscript_docx/phaseU21_draft_docx/UTI_HostOmics_preZotero_manuscript_v4_1_draft_with_figures.docx	09_manuscript_docx/phaseU21_draft_docx/UTI_HostOmics_preZotero_manuscript_v4_1_draft_with_figures.docx	True	3745212	148b4f7b6cb0c60e620913229e0f490fb621778b5a3ae8d6b8ddab2145d15e90	True	True
project://09_manuscript_docx/phaseU22_docx_visual_qa/UTI_HostOmics_preZotero_manuscript_v4_1_draft_with_figures.docx	09_manuscript_docx/phaseU22_docx_visual_qa/UTI_HostOmics_preZotero_manuscript_v4_1_draft_with_figures.docx	True	3745212	148b4f7b6cb0c60e620913229e0f490fb621778b5a3ae8d6b8ddab2145d15e90	True	True
project://09_manuscript_docx/phaseU23_review_handoff_package/01_review_main_files/UTI_HostOmics_preZotero_manuscript_v4_1_draft_with_figures.docx	09_manuscript_docx/phaseU23_review_handoff_package/01_review_main_files/UTI_HostOmics_preZotero_manuscript_v4_1_draft_with_figures.docx	True	3745212	148b4f7b6cb0c60e620913229e0f490fb621778b5a3ae8d6b8ddab2145d15e90	True	True
