archive_path	filename	size_bytes
word/media/image1.png	image1.png	1718652
word/media/image2.png	image2.png	572271
word/media/image3.png	image3.png	622837
word/media/image4.png	image4.png	205130
word/media/image5.png	image5.png	516148
word/media/image6.png	image6.png	921293
