phase	decision	near_neutral_absolute_effect_threshold	n_robust_core_modules	n_provisional_core_modules	n_secondary_modules	n_true_direction_reversals	TLR4_pregnancy_class	steroid_synthesis_domain	complement_domain	manuscript_modified	existing_figures_modified	next_phase
U26C.1	READY_FOR_U26D_CELLTYPE_RECONSTRUCTION_AND_U27_FIGURE_BUILD_WITH_REFINED_INTERPRETATION	0.2	3	2	5	8	pregnancy_near_neutral	branch_selective_mixed	branch_selective	False	False	U26D targeted GSE252321 cell-type reconstruction; U27 refined Figure 7-11 construction
