figure	png_path	png_size_bytes	png_width_px	png_height_px	aspect_ratio	two_column_target_width_px	one_column_target_width_px	downscale_factor_two_column	downscale_factor_one_column	left_content_margin_fraction	top_content_margin_fraction	right_content_margin_fraction	bottom_content_margin_fraction	left_border_nonwhite_fraction	right_border_nonwhite_fraction	top_border_nonwhite_fraction	bottom_border_nonwhite_fraction	border_clipping_risk_flag	svg_path	svg_size_bytes	svg_width	svg_height	svg_viewbox	svg_parse_error	pdf_path	pdf_size_bytes	two_column_preview_path	one_column_preview_path
Figure_7	project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_7.png	997911	5537	3829	1.4460694698354661	2126	1004	0.38396243453133466	0.1813256275961712	0.005598699656853892	0.007834943849569079	0.005598699656853892	0.007834943849569079	0.01377842145666643	0.05761849363311886	0.025885152060054494	0.006658762004224545	False	project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_7.svg	332591	1328.806339pt	918.867585pt	0 0 1328.806339 918.867585		project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_7.pdf	77683	project://06_figures/phaseU27A1_figure_visual_quality_audit/UTI_HostOmics_U27A1_Figure_7_two_column_preview.png	project://06_figures/phaseU27A1_figure_visual_quality_audit/UTI_HostOmics_U27A1_Figure_7_one_column_preview.png
Figure_8	project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_8.png	910900	5543	3829	1.44763645860538	2126	1004	0.3835468158037164	0.18112935233628	0.0055926393649648205	0.007834943849569079	0.0055926393649648205	0.007834943849569079	0.013572773375223647	0.05721068202991311	0.028633842919781313	0.006651554251739366	False	project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_8.svg	305943	1330.198683pt	918.867585pt	0 0 1330.198683 918.867585		project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_8.pdf	77800	project://06_figures/phaseU27A1_figure_visual_quality_audit/UTI_HostOmics_U27A1_Figure_8_two_column_preview.png	project://06_figures/phaseU27A1_figure_visual_quality_audit/UTI_HostOmics_U27A1_Figure_8_one_column_preview.png
Figure_9	project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_9.png	966894	5553	3829	1.4502481065552364	2126	1004	0.3828561138123537	0.18080316945795066	0.0055825679812713845	0.007834943849569079	0.005762650819376914	0.007834943849569079	0.013572773375223647	0.05929610240778349	0.018947846444146918	0.006639575944064705	False	project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_9.svg	329154	1332.626808pt	918.867585pt	0 0 1332.626808 918.867585		project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_9.pdf	77399	project://06_figures/phaseU27A1_figure_visual_quality_audit/UTI_HostOmics_U27A1_Figure_9_two_column_preview.png	project://06_figures/phaseU27A1_figure_visual_quality_audit/UTI_HostOmics_U27A1_Figure_9_one_column_preview.png
Figure_10	project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_10.png	781033	5425	3829	1.416819012797075	2126	1004	0.39188940092165897	0.18506912442396314	0.005714285714285714	0.007834943849569079	0.005898617511520737	0.007834943849569079	0.013990397171384374	0.05864957711392812	0.028443197755960728	0.006796233219795632	False	project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_10.svg	266096	1301.838839pt	918.867585pt	0 0 1301.838839 918.867585		project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_10.pdf	77205	project://06_figures/phaseU27A1_figure_visual_quality_audit/UTI_HostOmics_U27A1_Figure_10_two_column_preview.png	project://06_figures/phaseU27A1_figure_visual_quality_audit/UTI_HostOmics_U27A1_Figure_10_one_column_preview.png
Figure_11	project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_11.png	851153	5667	3598	1.575041689827682	2126	1004	0.3751544026821952	0.17716604905593789	0.005293806246691371	0.008337965536409116	0.005646726663137463	0.010005558643690939	0.0014019226367589838	0.005820226923454207	0.01592655972357303	0.005141968393104099	False	project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_11.svg	296304	1360.215844pt	863.597187pt	0 0 1360.215844 863.597187		project://06_figures/phaseU27A_build_figures_7_to_11/UTI_HostOmics_U27A_Figure_11.pdf	93147	project://06_figures/phaseU27A1_figure_visual_quality_audit/UTI_HostOmics_U27A1_Figure_11_two_column_preview.png	project://06_figures/phaseU27A1_figure_visual_quality_audit/UTI_HostOmics_U27A1_Figure_11_one_column_preview.png
