gene_symbol	mean_log_expression	variance_log_expression	dispersion_score	hvg_rank
PKP3	0.120337255	0.17044573	1.4163885	2114
E130311K13RIK	0.01658936	0.023498137	1.4163729	2115
VPS33B	0.05795311	0.082082026	1.416328	2116
GM43660	0.011778636	0.016681662	1.416144	2117
PHF13	0.043340005	0.061376635	1.4161333	2118
NR1D2	0.05645454	0.079947196	1.416109	2119
AC134329.1	0.017221535	0.024388544	1.4160833	2120
TSPYL3	0.025308888	0.035840493	1.4160668	2121
4930455G09RIK	0.027301142	0.038657796	1.4159254	2122
NUDT4	0.3021608	0.4278373	1.4159212	2123
GM7331	0.011358632	0.016083885	1.4158808	2124
GPR137C	0.010713062	0.015169243	1.4158255	2125
ZFP949	0.019092338	0.027028944	1.4156218	2126
RALGPS1	0.024293724	0.034390617	1.415559	2127
PLCL1	0.019170316	0.027137194	1.4155102	2128
MGAT5	0.091044776	0.12886977	1.4154394	2129
GPANK1	0.08778902	0.124249935	1.4153082	2130
PDGFA	0.019263878	0.027265595	1.4153006	2131
WRAP73	0.038330883	0.054249667	1.4152623	2132
FLYWCH1	0.037227973	0.052688714	1.415261	2133
SFI1	0.03083407	0.043639448	1.4152538	2134
CD244	0.17297952	0.24481013	1.4152468	2135
CYP4F18	0.30832523	0.4363426	1.4151977	2136
ACOT13	0.08342315	0.11805485	1.4151161	2137
RTN4RL1	0.028829519	0.04079624	1.4150366	2138
SIPA1L2	0.053222585	0.07531282	1.4150273	2139
KDSR	0.051721405	0.07318005	1.4148617	2140
FAM122A	0.044237606	0.06259133	1.4148576	2141
FAM241A	0.08269352	0.11699764	1.4148173	2142
MPHOSPH8	0.1578213	0.22328956	1.4148164	2143
MCM3AP	0.067804255	0.09593063	1.4147964	2144
CEP41	0.027580313	0.039016724	1.4146072	2145
TLR2	0.45666373	0.645986	1.4145739	2146
SIMC1	0.011667913	0.016506048	1.4145317	2147
ZFP81	0.037635382	0.05323767	1.4145268	2148
GGT5	0.056287143	0.07962029	1.4145126	2149
ZFP160	0.05006183	0.0708125	1.4144727	2150
GM16378	0.012610134	0.017837951	1.4144605	2151
ERBB3	0.012321665	0.017429871	1.4144562	2152
E330009J07RIK	0.013925294	0.019697417	1.4144047	2153
SEC61A2	0.016477115	0.023306474	1.4143895	2154
ZFAND2B	0.05322082	0.0752708	1.4142847	2155
SPC24	0.057074845	0.080719054	1.414242	2156
DNMBP	0.031523593	0.044583157	1.4142343	2157
ZFP930	0.030180288	0.04268165	1.4141759	2158
ABHD6	0.016687471	0.023600355	1.4141711	2159
KSR1	0.04088618	0.05782051	1.4141477	2160
ARL5B	0.08978492	0.12696813	1.4141208	2161
FAM78A	0.05938463	0.08397698	1.414096	2162
LDLRAD4	0.0128398165	0.018157749	1.4140649	2163
GM13212	0.09508845	0.13446106	1.4140482	2164
BTLA	0.111162215	0.15718988	1.4140458	2165
WWP1	0.16822816	0.23786844	1.4139549	2166
CHAC2	0.020350829	0.02877638	1.4139456	2167
PARP10	0.1768452	0.25004622	1.4139192	2168
SCIMP	0.09005478	0.12733006	1.4139022	2169
ATN1	0.084562205	0.11956321	1.4138917	2170
TRF	0.4061513	0.5742424	1.4138597	2171
AC117245.2	0.019523652	0.027604409	1.4138232	2172
ZBTB41	0.04141687	0.0585567	1.4138029	2173
FER	0.021154413	0.029908836	1.4137675	2174
GM48838	0.014827182	0.020963406	1.4137543	2175
SEPHS2	0.16873851	0.23855412	1.413742	2176
C1QTNF12	0.023568079	0.03331988	1.4137115	2177
2410089E03RIK	0.052068166	0.073610626	1.4137086	2178
HACE1	0.033211894	0.046953324	1.4137077	2179
SLC2A9	0.018861942	0.026666524	1.413699	2180
THBD	0.039497733	0.05583664	1.4136312	2181
HIST1H1D	0.06621208	0.09359816	1.4135902	2182
MBOAT1	0.037299152	0.052723717	1.4134988	2183
RHBDD2	0.037884913	0.053548895	1.413425	2184
GCNT1	0.23347037	0.32999337	1.4134212	2185
GPR18	0.042175174	0.059612636	1.4134197	2186
D030028A08RIK	0.014448749	0.020422537	1.4133489	2187
PLCXD2	0.015965248	0.022565233	1.4133084	2188
DNAJB4	0.15156908	0.21421093	1.4132798	2189
PAQR5	0.011000485	0.015547957	1.4132599	2190
DHCR24	0.07215289	0.101970024	1.4132298	2191
WDR73	0.037605587	0.053141773	1.4130975	2192
ARID5B	0.1598158	0.2258322	1.4130691	2193
TMEM138	0.028869009	0.040794954	1.4130565	2194
SMOX	0.19234602	0.27178934	1.4130156	2195
A530017D24RIK	0.01812579	0.02561339	1.413013	2196
ZFYVE26	0.054439567	0.07692466	1.4130026	2197
CDYL2	0.025625981	0.036210954	1.4130012	2198
NT5C3B	0.09029521	0.12757625	1.4128639	2199
ZFP54	0.013724226	0.019391399	1.4128292	2200
NSUN5	0.0328557	0.046420604	1.4128201	2201
AW146154	0.015320724	0.021645663	1.4127433	2202
SLC37A3	0.04087389	0.0577443	1.4127085	2203
CDK17	0.146599	0.20709832	1.4126762	2204
B9D2	0.09341638	0.13196547	1.4126438	2205
NT5DC3	0.032302715	0.045631755	1.4125855	2206
TMEM110	0.023040684	0.032547083	1.4125305	2207
NFRKB	0.06922735	0.097787105	1.4125297	2208
ENTPD1	0.32213536	0.45502165	1.4125125	2209
PILRA	0.36726126	0.51875657	1.4124962	2210
ERCC4	0.047213342	0.06668849	1.4124627	2211
GOLGA1	0.062229134	0.08789459	1.412412	2212
IMPA2	0.062864944	0.08879165	1.4123968	2213
SELENOM	0.040874727	0.057730816	1.4123497	2214
FZD1	0.018084308	0.025542572	1.4123383	2215
GRHPR	0.028174674	0.03979205	1.4122839	2216
EFCAB7	0.010419328	0.014715652	1.4122062	2217
REV3L	0.114023395	0.16101389	1.4121003	2218
GM27676	0.025503684	0.03601358	1.412038	2219
ZFP119A	0.014659406	0.020699851	1.4119562	2220
HDDC2	0.070899345	0.100107245	1.4119431	2221
ZFP606	0.020670846	0.029187461	1.4119426	2222
SLFN3	0.02864407	0.040444393	1.4119146	2223
PRMT9	0.044664245	0.06305939	1.4118223	2224
COX16	0.04468327	0.06308553	1.4118063	2225
TBC1D10A	0.054920092	0.07753568	1.4117651	2226
SWT1	0.13444534	0.1897868	1.4116175	2227
ARL15	0.028454952	0.04016486	1.411475	2228
LMNA	0.26605207	0.37551647	1.4114344	2229
GM26887	0.01107183	0.015628528	1.4114302	2230
VPS37B	0.3673762	0.51851594	1.4113992	2231
FLT3	0.19720486	0.27832198	1.4113271	2232
FGD6	0.042782445	0.060379922	1.4112918	2233
CDADC1	0.07918382	0.111748934	1.411242	2234
GM45606	0.013338043	0.01882388	1.4111867	2235
LMNB1	0.6518958	0.9199021	1.411116	2236
BLOC1S4	0.06490538	0.091589324	1.411099	2237
GIN1	0.041154742	0.058074735	1.4110968	2238
GM16536	0.018007034	0.025410684	1.4110748	2239
ZFP51	0.05201012	0.073391065	1.411065	2240
COX11	0.021532409	0.030384025	1.4110179	2241
RBMX2	0.05708552	0.08054976	1.4110119	2242
LMBR1L	0.062971935	0.08885549	1.4110109	2243
GM10086	0.043814026	0.061822537	1.4109894	2244
GNB4	0.033878554	0.047802687	1.4109598	2245
TNS1	0.060465787	0.0853145	1.4109316	2246
2010320M18RIK	0.015417634	0.021753423	1.4108528	2247
G430095P16RIK	0.024071783	0.03396283	1.4108394	2248
ZFP821	0.04260464	0.06010954	1.4108354	2249
ZFP408	0.0177933	0.025103867	1.4107814	2250
ABI3	0.10205562	0.14396925	1.4106803	2251
CKAP2L	0.055463187	0.078240074	1.4106413	2252
HIC1	0.024215808	0.03415945	1.4105679	2253
GM14548	0.05667827	0.07994792	1.410532	2254
LRIG2	0.03803209	0.05364607	1.4105105	2255
VAMP1	0.02339423	0.032998838	1.4104942	2256
G530011O06RIK	0.072695084	0.10253525	1.4104645	2257
GM4070	0.049627814	0.06999884	1.4104476	2258
GM9844	0.036269326	0.051156223	1.4104154	2259
AMPD3	0.06666346	0.09401775	1.410313	2260
EARS2	0.019275902	0.02718618	1.4102981	2261
ADPRM	0.046307325	0.065308444	1.410296	2262
GBP3	0.21032363	0.29661524	1.4102734	2263
ENC1	0.031890154	0.044972185	1.4101775	2264
GM12966	0.010102945	0.01424816	1.410158	2265
DDX55	0.07211693	0.10169741	1.4101543	2266
BZW2	0.18713374	0.26388612	1.4101397	2267
DFFB	0.026759373	0.037735112	1.4101115	2268
ANKRD54	0.048601605	0.06853004	1.4100076	2269
HIST1H1C	0.34718812	0.48953092	1.4099834	2270
GM13611	0.015163599	0.021381041	1.4099312	2271
DENND4A	0.42939654	0.60540926	1.4099039	2272
MAPK13	0.023752252	0.033489294	1.4098825	2273
ZFAND4	0.011994845	0.0169123	1.4098464	2274
ZFP317	0.037186112	0.05242751	1.4098302	2275
FGD4	0.19650327	0.27703363	1.4098097	2276
KAT6B	0.0602096	0.0848824	1.4097584	2277
RUFY2	0.036052752	0.05082593	1.4097266	2278
ANPEP	0.16371918	0.23079148	1.4096704	2279
TSC22D1	0.11021237	0.15534356	1.4094802	2280
CHSY1	0.18297492	0.2578962	1.4094545	2281
RASGEF1B	0.12665446	0.17851306	1.4094384	2282
TGTP2	0.17010438	0.23974837	1.4094108	2283
CBR1	0.038462877	0.054210916	1.4093982	2284
GM10132	0.0353202	0.04977998	1.4093515	2285
NMNAT3	0.019242326	0.02711988	1.4093136	2286
IQSEC1	0.13975115	0.19695026	1.4092824	2287
FBXL5	0.5316575	0.7492419	1.409254	2288
KHNYN	0.080818	0.113885656	1.4091446	2289
TMEM131L	0.13429002	0.18923506	1.4091415	2290
PEX11B	0.040555555	0.057146132	1.4090481	2291
STK38L	0.040540166	0.05712107	1.4089646	2292
ZFP472	0.043274127	0.060971633	1.4089302	2293
RBM12B1	0.016191093	0.022813315	1.408917	2294
PAG1	0.14993194	0.21123564	1.4088675	2295
ZFP407	0.07840059	0.11045456	1.4088306	2296
GM6467	0.017627608	0.024834516	1.4087621	2297
LIPT2	0.012508886	0.017622445	1.4086815	2298
ATR	0.06748179	0.09505999	1.4086553	2299
IL18BP	0.05184687	0.07303341	1.4086096	2300
PDE4B	0.44491243	0.6266854	1.4085557	2301
FNDC7	0.016616669	0.023406914	1.4085557	2302
5430403G16RIK	0.012331482	0.017370638	1.4085273	2303
6430548M08RIK	0.08888795	0.1252025	1.4085273	2304
AAK1	0.13474707	0.18978995	1.4084799	2305
SLC10A3	0.052033972	0.07329015	1.4084787	2306
AKR1B8	0.020091131	0.02829866	1.4084449	2307
DDIT3	0.19300835	0.27183804	1.408419	2308
IMPACT	0.08140034	0.114642136	1.4083569	2309
TRMT10B	0.02905227	0.040916942	1.408342	2310
ESCO2	0.037543476	0.052871287	1.4082309	2311
ZFP764	0.015174388	0.021370173	1.4082125	2312
AHR	0.094356045	0.1328734	1.408198	2313
DUS2	0.030366134	0.042758904	1.4080652	2314
TMEM81	0.010407701	0.014656058	1.4080582	2315
DUBR	0.07073588	0.09959288	1.4079343	2316
GM8093	0.026708536	0.03760477	1.4079156	2317
MAG	0.012773221	0.017984657	1.4078867	2318
TPGS2	0.06451784	0.09083404	1.4078684	2319
INPP5B	0.10690592	0.15050101	1.4077761	2320
SESN3	0.08899386	0.12528439	1.4077711	2321
EOGT	0.03274386	0.046095435	1.4077152	2322
ZFP654	0.092897885	0.13076672	1.4076242	2323
GNGT2	0.30119017	0.42395383	1.4075905	2324
KDM1B	0.04025532	0.05666384	1.4075763	2325
MRPL23-PS1	0.037798192	0.053204026	1.407544	2326
TERF2IP	0.050806087	0.071513	1.4075398	2327
B4GALT3	0.1253423	0.17642206	1.407511	2328
TKFC	0.018395288	0.025892561	1.4074883	2329
TRIM11	0.07487666	0.10537994	1.4073616	2330
ZFP874A	0.019294117	0.02715479	1.40734	2331
F7	0.017742816	0.024971206	1.4073187	2332
ZC3H12C	0.030956002	0.04356624	1.4073147	2333
ZFP729A	0.054132268	0.076181345	1.4072926	2334
SLX4	0.047900684	0.06741005	1.4072585	2335
SMAD3	0.10155574	0.14291413	1.4072343	2336
EGR1	0.76425755	1.0754807	1.407221	2337
DUSP12	0.03676632	0.05173807	1.4071754	2338
GNE	0.029295022	0.04122429	1.4071634	2339
RAB23	0.011991688	0.016875608	1.407158	2340
PRR7	0.049977206	0.0703272	1.4071574	2341
TRP53BP2	0.06628853	0.09327743	1.4071217	2342
ERO1L	0.20496364	0.28840366	1.4070898	2343
CD209C	0.028638752	0.040296897	1.4070268	2344
TBKBP1	0.069438346	0.09769764	1.4069493	2345
DPH6	0.055304717	0.07781137	1.4069318	2346
INPP5A	0.046962682	0.0660744	1.4069256	2347
SCAPER	0.09878426	0.1389824	1.4069144	2348
TRIP6	0.03171647	0.044620093	1.4067987	2349
USP18	0.24532792	0.3451038	1.4066985	2350
MAFF	0.19350348	0.2722001	1.4066863	2351
TMEM119	0.029079655	0.040903043	1.4065379	2352
KLHL11	0.011295943	0.015889544	1.4065349	2353
ZFP748	0.02650799	0.037285224	1.4065124	2354
PRKDC	0.05692355	0.080063164	1.4064786	2355
TRMT2B	0.060638413	0.08528747	1.4064692	2356
PHTF2	0.05153452	0.072480224	1.4064131	2357
DYRK1B	0.01845771	0.025958853	1.4063199	2358
ZFP870	0.010621002	0.014937895	1.4063164	2359
ABCB10	0.026549853	0.037338633	1.4063063	2360
ZFP553	0.035840824	0.050404537	1.4063051	2361
RSL1	0.020626461	0.029007845	1.4062731	2362
TRMT13	0.06319304	0.08886732	1.4062612	2363
PRR5L	0.10285544	0.14463632	1.4061961	2364
1700037C18RIK	0.024437195	0.034362443	1.4060957	2365
TMCO4	0.03528176	0.049609635	1.4060589	2366
ZFP251	0.014241903	0.020026205	1.4060479	2367
LYRM9	0.024020765	0.03377562	1.4060423	2368
MAP4K3	0.03677594	0.051709913	1.4060419	2369
CEP162	0.06299584	0.08857541	1.4060293	2370
PCBP4	0.014190492	0.019951725	1.4058933	2371
RGS3	0.064803086	0.09110363	1.4058316	2372
D730003I15RIK	0.0404582	0.056878295	1.4058187	2373
MON1B	0.038125142	0.05359842	1.4058181	2374
4933421O10RIK	0.021859927	0.030732237	1.4058067	2375
KLC2	0.016427161	0.023093177	1.4057068	2376
GBP9	0.21941681	0.3084308	1.405678	2377
TTLL5	0.021000315	0.029520405	1.4056456	2378
RDM1	0.04707735	0.06617332	1.4056	2379
FICD	0.01819775	0.025579825	1.4055814	2380
TACC3	0.08212101	0.115428165	1.4055692	2381
2810013P06RIK	0.14279847	0.20071167	1.4055492	2382
CBX4	0.17884235	0.25137287	1.4055477	2383
KLRI1	0.021407995	0.030091092	1.405535	2384
ISOC2B	0.021202045	0.029800728	1.4054929	2385
USP53	0.03831229	0.053848837	1.4054872	2386
IPO11	0.094496936	0.13281532	1.4054838	2387
CCR1	0.91094583	1.2803173	1.4054797	2388
TEX2	0.0806197	0.11331027	1.4054737	2389
ZFP874B	0.014915123	0.02096299	1.4053915	2390
PTAFR	0.48096833	0.6759439	1.4053783	2391
EXOC6B	0.056775473	0.079789795	1.4053321	2392
SNRK	0.07298368	0.10256433	1.4052857	2393
NMRK1	0.023901064	0.033587668	1.4052204	2394
TMEM218	0.014901217	0.020940159	1.4051707	2395
PRDM10	0.03248028	0.045641415	1.4051607	2396
ASF1B	0.06798592	0.09553161	1.405147	2397
DCLRE1A	0.028980713	0.04072333	1.4051389	2398
HMGCS1	0.13212536	0.18565355	1.4051212	2399
AI987944	0.041336864	0.058083095	1.4050822	2400
ARL11	0.104639105	0.14702588	1.4050624	2401
METTL8	0.021211253	0.029801924	1.404939	2402
ARSB	0.21069457	0.29601344	1.4049344	2403
POLL	0.022014616	0.03093038	1.404929	2404
CHAF1B	0.025172256	0.03536625	1.4049135	2405
TCF7L2	0.054918963	0.0771547	1.4048572	2406
TUBB2B	0.014559695	0.020455588	1.4048496	2407
5830432E09RIK	0.03718029	0.052233964	1.4048455	2408
WDR7	0.07500072	0.10536165	1.4047898	2409
NIPSNAP1	0.02901252	0.040757712	1.4047834	2410
DTD1	0.04505719	0.06329589	1.4047589	2411
SHPRH	0.077226974	0.108484104	1.4047256	2412
FOXO4	0.025997378	0.036520246	1.4047124	2413
FYCO1	0.070991345	0.09972039	1.404664	2414
FIZ1	0.043341033	0.06087659	1.4045625	2415
CCDC137	0.03821549	0.053677224	1.4045568	2416
GJA1	0.01803678	0.025334867	1.4045445	2417
ZFP780B	0.03259462	0.04578194	1.4045427	2418
P2RY12	0.09127187	0.12818725	1.4044398	2419
ZFP65	0.041779157	0.058676615	1.4044136	2420
ADRB2	0.2759142	0.38748997	1.4043807	2421
BRWD3	0.124181844	0.17439923	1.4043746	2422
TMEM87B	0.07303917	0.10257386	1.4043486	2423
STAMBPL1	0.074838266	0.105095804	1.404287	2424
SIRPB1A	0.07830812	0.10996431	1.4042338	2425
SCCPDH	0.01680598	0.02360087	1.4042302	2426
ADCY6	0.010980631	0.015420198	1.404181	2427
PUS3	0.042409196	0.059548657	1.4041119	2428
HMGN5	0.14019454	0.19682555	1.4039359	2429
EIF2AK3	0.0773081	0.10853559	1.4039173	2430
NR2C1	0.02489103	0.034945786	1.4038945	2431
ZFP366	0.059713244	0.08382568	1.4037803	2432
CPPED1	0.116309606	0.16327228	1.4037609	2433
TCP11L2	0.16259602	0.22824413	1.4037411	2434
CBFA2T2	0.035535727	0.049883634	1.4037206	2435
NOCT	0.10084483	0.14155698	1.4036969	2436
GM37305	0.027153198	0.038112905	1.4035733	2437
THAP1	0.041049138	0.057616334	1.4035602	2438
TLR5	0.016374657	0.02298169	1.4034057	2439
MKS1	0.01604865	0.022523781	1.4033815	2440
SMUG1	0.013518585	0.018971754	1.4032793	2441
GM14305	0.023144102	0.03247533	1.4031188	2442
DUSP16	0.11515189	0.16156727	1.4030675	2443
ADGRE1	0.31564912	0.44280484	1.4028343	2444
POGK	0.035774495	0.050186057	1.4028054	2445
TGFBR1	0.12005524	0.16841216	1.4027772	2446
TXLNG	0.07251391	0.10171882	1.4027297	2447
SNTB2	0.114593856	0.16074336	1.4027101	2448
THA1	0.014538019	0.020394018	1.4027094	2449
CEP63	0.08173191	0.11464453	1.4026729	2450
ZFP626	0.021225672	0.029773459	1.4026437	2451
APTX	0.051522806	0.072266206	1.402579	2452
LSM10	0.09585187	0.13444015	1.4025679	2453
GM16973	0.022159465	0.031081188	1.4025513	2454
SDR39U1	0.041683152	0.058463663	1.4025394	2455
MAP3K15	0.045959797	0.064459935	1.4024982	2456
ZFP7	0.016082825	0.022557534	1.4024981	2457
TTC21B	0.017420769	0.02443297	1.4024391	2458
GM10039	0.023939015	0.033573586	1.4024045	2459
ZFP503	0.0134844305	0.018911958	1.4023992	2460
UTP23	0.06412758	0.08993373	1.402397	2461
CHPT1	0.07395446	0.103713654	1.4023799	2462
CWC25	0.11639334	0.1632218	1.4023174	2463
PLA2G6	0.012326194	0.017286563	1.4023112	2464
CLEC2I	0.1220362	0.17113115	1.4022868	2465
GM12250	0.12416161	0.17410794	1.4022574	2466
TSPOAP1	0.018162692	0.025469478	1.4022192	2467
TM9SF1	0.0136003615	0.019071022	1.4021406	2468
GM26510	0.011447951	0.016053015	1.4021385	2469
NBAS	0.038332555	0.05374727	1.4020946	2470
ASB7	0.030871443	0.04328522	1.4020666	2471
UBOX5	0.010841949	0.015202509	1.4020641	2472
2900060B14RIK	0.012795774	0.017941516	1.4020343	2473
IRGM2	0.09011325	0.12634115	1.4020108	2474
RAD54L2	0.050451476	0.07073369	1.4019865	2475
ARL13B	0.08078788	0.11325991	1.4019245	2476
FAM185A	0.013956793	0.019567208	1.4018841	2477
POU2F2	0.22957702	0.32183585	1.4018583	2478
GM48768	0.010707835	0.015011288	1.4017667	2479
HCFC2	0.065199964	0.09139344	1.4017192	2480
GM34084	0.10690774	0.14985225	1.4016838	2481
PSTK	0.04353322	0.061021026	1.4016796	2482
NUDT6	0.017279651	0.024221884	1.4016765	2483
MCPH1	0.036005322	0.050469194	1.4016759	2484
PINK1	0.078002416	0.10933507	1.4016703	2485
LHFPL2	0.020651158	0.0289466	1.401626	2486
ZFP738	0.058208194	0.081584364	1.4015719	2487
CCDC28A	0.022727245	0.031854313	1.4015298	2488
DDB2	0.028995069	0.040637154	1.4014711	2489
PAXX	0.07496778	0.10506243	1.4014158	2490
DMAC2	0.061465092	0.086138986	1.4014066	2491
SLC6A8	0.0120039545	0.016823767	1.4014019	2492
BCORL1	0.020343205	0.028509036	1.4013344	2493
GM10031	0.023685183	0.033191904	1.4013193	2494
JADE3	0.014587808	0.020443577	1.4013191	2495
LCOR	0.06427729	0.090073965	1.4013125	2496
ZFP950	0.064919375	0.090966284	1.4011978	2497
SMG6	0.09247264	0.12957078	1.4011645	2498
MYC	0.22053099	0.30899706	1.401144	2499
PHF11D	0.18549915	0.25991234	1.4011436	2500
