version	project_root	source_docx	source_size_bytes	source_sha256	paragraphs	nonblank_paragraphs	tables	sections	embedded_media_files	target_candidate_rows	placeholder_candidate_rows	expected_accessions_present	expected_accessions_total	document_modified
U27B3E6B1_v1.0_2026-07-17	project:	project://09_manuscript_docx/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_preZotero_manuscript_v6_3_U27B3E22_accession_corrected.docx	3880150	e2ad9a68675428f8c48fcd6047a9fa89435709f40d0c8bc2ade257c5565faa8d	135	127	0	1	8	31	0	4	4	False
