contrast_id	tissue	analysis_status	group_a	group_b	n_group_a	n_group_b	feature_type	axis	feature_id	display_label	proposed_figure_family	mean_group_a	mean_group_b	mean_difference_a_minus_b	hedges_g	hedges_g_ci_low	hedges_g_ci_high	welch_t	p_value	auc_group_a_higher	direction	interpretation	q_value_within_contrast	fdr_0_05	fdr_0_10	evidence_tier	stability_class	permutation_p_value	permutation_method	n_permutations	stable_hedges_g_ci_low	stable_hedges_g_ci_high	effect_ci_status	permutation_q_within_contrast	permutation_q_within_family	permutation_fdr_0_05	permutation_fdr_0_10	family_fdr_0_10
C1_PRETERM_VS_TERM	uterus	primary	UTI89_preterm	UTI89_term	6	3	submodule	steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7	0.0386625262605227	0.421237346990013	-0.3825748207294902	-0.8043093611651837	-2.2874280336123305	0.17748315466344	-1.4505818252168603	0.1995165281653546	0.2222222222222222	higher_in_group_b	positive effect indicates higher activity in UTI-associated preterm samples	0.9989229247590709	False	False	primary	small_group	0.2261904761904762	exact	84			suppressed_min_group_below_4	1.0	0.9761904761904762	False	False	False
C1_PRETERM_VS_TERM	uterus	primary	UTI89_preterm	UTI89_term	6	3	submodule	carbohydrate_inflammatory_carbon	GLUCOSE_TRANSPORT	Glucose transport	Figure_8	-0.1924044629132701	0.3050713763166854	-0.4974758392299556	-1.0447689218991196	-4.690466161888907	0.3072605360321804	-1.3813682107957967	0.2686654053727577	0.2222222222222222	higher_in_group_b	positive effect indicates higher activity in UTI-associated preterm samples	0.9989229247590709	False	False	primary	small_group	0.14285714285714285	exact	84			suppressed_min_group_below_4	1.0	0.9803921568627452	False	False	False
C1_PRETERM_VS_TERM	uterus	primary	UTI89_preterm	UTI89_term	6	3	submodule	amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9	-0.1545796989956497	0.2825980299840033	-0.4371777289796531	-1.0527503025877167	-2.9555293219626755	-0.1507591491288366	-1.9570877523825665	0.0969100164256465	0.1111111111111111	higher_in_group_b	positive effect indicates higher activity in UTI-associated preterm samples	0.9989229247590709	False	False	primary	small_group	0.11904761904761904	exact	84			suppressed_min_group_below_4	1.0	1.0	False	False	False
C2_UPEC_VS_PBS_PREGNANCY	uterus	primary	UPEC_exposed_pregnancy	PBS_pregnancy_control	11	3	submodule	steroid_cholesterol_endocrine	ANDROGEN_TESTOSTERONE_BIOSYNTHESIS	Androgen and testosterone biosynthesis	Figure_7	-0.0787990357816652	0.2889297978661018	-0.3677288336477671	-0.9779976514567984	-5.844074512149541	1.4396197999421907	-0.8534495493499868	0.4803386167705616	0.303030303030303	higher_in_group_b	positive effect indicates higher activity in UPEC-exposed pregnancy samples	0.97562643498631	False	False	primary	small_group	0.15384615384615385	exact	364			suppressed_min_group_below_4	0.8641483516483516	0.8270676691729324	False	False	False
C2_UPEC_VS_PBS_PREGNANCY	uterus	primary	UPEC_exposed_pregnancy	PBS_pregnancy_control	11	3	submodule	steroid_cholesterol_endocrine	STEROID_SULFATION_DESULFATION	Steroid sulfation and desulfation	Figure_7	-0.0883875842339697	0.3240878088578975	-0.4124753930918672	-0.8804057063697692	-3.0683127491011195	0.3967802201419345	-1.039144955927965	0.3927798047152414	0.3333333333333333	higher_in_group_b	positive effect indicates higher activity in UPEC-exposed pregnancy samples	0.97562643498631	False	False	primary	small_group	0.17307692307692307	exact	364			suppressed_min_group_below_4	0.8641483516483516	0.8270676691729324	False	False	False
C2_UPEC_VS_PBS_PREGNANCY	uterus	primary	UPEC_exposed_pregnancy	PBS_pregnancy_control	11	3	submodule	carbohydrate_inflammatory_carbon	GLUCONEOGENESIS	Gluconeogenesis	Figure_8	0.144098520670709	-0.5283612424592641	0.6724597631299731	1.1931810405762515	0.1798273970558471	2.974962589671257	1.6595866519949023	0.2063972459783043	0.7878787878787878	higher_in_group_a	positive effect indicates higher activity in UPEC-exposed pregnancy samples	0.97562643498631	False	False	primary	small_group	0.07967032967032966	exact	364			suppressed_min_group_below_4	0.8641483516483516	0.7417582417582418	False	False	False
C2_UPEC_VS_PBS_PREGNANCY	uterus	primary	UPEC_exposed_pregnancy	PBS_pregnancy_control	11	3	submodule	carbohydrate_inflammatory_carbon	TCA_OXPHOS	TCA cycle and oxidative phosphorylation	Figure_8	0.1560644172504665	-0.5722361965850443	0.7283006138355108	0.9104433454479705	-0.3935327846775963	2.9058629598804484	1.142192914229823	0.3519089426620977	0.7272727272727273	higher_in_group_a	positive effect indicates higher activity in UPEC-exposed pregnancy samples	0.97562643498631	False	False	primary	small_group	0.14560439560439561	exact	364			suppressed_min_group_below_4	0.8641483516483516	0.7417582417582418	False	False	False
C2_UPEC_VS_PBS_PREGNANCY	uterus	primary	UPEC_exposed_pregnancy	PBS_pregnancy_control	11	3	submodule	carbohydrate_inflammatory_carbon	AMPK_SIGNALING	AMPK signaling	Figure_8	0.1228943342516178	-0.4506125589225964	0.5735068931742142	0.938124875763557	-0.8164603276339235	3.965931269764428	1.0083432519160611	0.4089153821664769	0.6666666666666666	higher_in_group_a	positive effect indicates higher activity in UPEC-exposed pregnancy samples	0.97562643498631	False	False	primary	small_group	0.14560439560439561	exact	364			suppressed_min_group_below_4	0.8641483516483516	0.7417582417582418	False	False	False
C2_UPEC_VS_PBS_PREGNANCY	uterus	primary	UPEC_exposed_pregnancy	PBS_pregnancy_control	11	3	submodule	adipokine_signaling	ADIPOKINE_INFLAMMATORY_AXIS	Inflammatory adipokine axis	Figure_8	-0.0906307379982899	0.3323127059937297	-0.4229434439920196	-0.937365683597475	-2.514070159009325	0.0891454899981097	-1.5667460863430644	0.2076297106746482	0.1818181818181818	higher_in_group_b	positive effect indicates higher activity in UPEC-exposed pregnancy samples	0.97562643498631	False	False	primary	small_group	0.14835164835164835	exact	364			suppressed_min_group_below_4	0.8641483516483516	0.7417582417582418	False	False	False
C2_UPEC_VS_PBS_PREGNANCY	uterus	primary	UPEC_exposed_pregnancy	PBS_pregnancy_control	11	3	submodule	amino_acid_metabolism	BRANCHED_CHAIN_AMINO_ACIDS	Branched-chain amino-acid metabolism	Figure_9	0.1467161196790334	-0.5379591054897824	0.6846752251688158	0.9393602518520584	-0.5315945104765989	3.0925519495155083	1.0347444648397015	0.3976811318128179	0.7272727272727273	higher_in_group_a	positive effect indicates higher activity in UPEC-exposed pregnancy samples	0.97562643498631	False	False	primary	small_group	0.14560439560439561	exact	364			suppressed_min_group_below_4	0.8641483516483516	0.8001373626373626	False	False	False
