path	filename	format	exists	size_bytes	png_width_px	png_height_px
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_1.png	UTI_HostOmics_U27B2C2D_Figure_1.png	png	True	391602	2125	2670
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_1.svg	UTI_HostOmics_U27B2C2D_Figure_1.svg	svg	True	188433		
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_1.pdf	UTI_HostOmics_U27B2C2D_Figure_1.pdf	pdf	True	40624		
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_2.png	UTI_HostOmics_U27B2C2D_Figure_2.png	png	True	463453	2125	2880
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_2.svg	UTI_HostOmics_U27B2C2D_Figure_2.svg	svg	True	264929		
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_2.pdf	UTI_HostOmics_U27B2C2D_Figure_2.pdf	pdf	True	58368		
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_3.png	UTI_HostOmics_U27B2C2D_Figure_3.png	png	True	608100	2125	3330
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_3.svg	UTI_HostOmics_U27B2C2D_Figure_3.svg	svg	True	298493		
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_3.pdf	UTI_HostOmics_U27B2C2D_Figure_3.pdf	pdf	True	48410		
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_4.png	UTI_HostOmics_U27B2C2D_Figure_4.png	png	True	724983	2125	3300
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_4.svg	UTI_HostOmics_U27B2C2D_Figure_4.svg	svg	True	1851473		
project://06_figures/phaseU27B2C2D_final_label_margin_polish/UTI_HostOmics_U27B2C2D_Figure_4.pdf	UTI_HostOmics_U27B2C2D_Figure_4.pdf	pdf	True	225246		
