member	size_bytes	compressed_size_bytes	extension
word/media/image10.png	724983	641790	.png
word/media/image11.png	616929	511094	.png
word/media/image12.png	660039	549470	.png
word/media/image13.png	601619	501380	.png
word/media/image14.png	474809	393026	.png
word/media/image7.png	391602	323675	.png
word/media/image8.png	463453	393845	.png
word/media/image9.png	608100	512634	.png
