phase	decision	legacy_figures_expected	legacy_figures_removed	frozen_figures_expected	frozen_figures_integrated	definitive_legends_expected	definitive_legends_integrated	captions_ordered_1_to_8	embedded_media_parts	embedded_figure_hashes_match	definitive_legends_match	results_text_preserved	tables_preserved	source_derivative_unchanged	render_pass	scientific_values_recalculated	frozen_figure_assets_modified	source_locks_changed	source_derivative_modified	new_derivative_created	next_phase
U27B3C4	TARGETED_U27B3C4_FIGURE_LEGEND_INTEGRATION_REPAIR_REQUIRED	6	6	8	8	8	20	False	8	True	False	True	True	True	False	False	False	False	False	True	Inspect structural and render audits
