phase	decision	main_figure_count	main_panel_count	main_panel_count_validation_pass	supplementary_figure_count	supplementary_panel_count	supplementary_panel_count_validation_pass	main_table_count	supplementary_table_package_count	working_figures_1_to_6_found	working_figures_7_to_11_canonical_found	required_source_directories_present	required_source_directories_total	architecture_frozen	scientific_values_changed	manuscript_modified	existing_figures_modified	next_phase
U27B1	READY_FOR_U27B2_WITH_TARGETED_WORKING_FIGURE_1_TO_6_SOURCE_CONFIRMATION	8	57	True	9	60	True	2	8	2	True	8	8	True	False	False	False	U27B2 scripted consolidation of eight main figures
