member	size_bytes_source	sha256_source	size_bytes_output	sha256_output	_merge	byte_identical
word/media/image10.png	724983	ef6912e9db2404bb6d244fcb99233bd41367fe21a702717ee05541a4eb20a590	724983	ef6912e9db2404bb6d244fcb99233bd41367fe21a702717ee05541a4eb20a590	both	True
word/media/image11.png	616929	a7df4e4bde49e88dce21a97ee983f34e8887147aab5ac5abc87ec8cfc29d57dc	616929	a7df4e4bde49e88dce21a97ee983f34e8887147aab5ac5abc87ec8cfc29d57dc	both	True
word/media/image12.png	660039	d7648857b50ea2bcc9fbb694df88cc023c9ad015724ebb65067b305e17b2a2a6	660039	d7648857b50ea2bcc9fbb694df88cc023c9ad015724ebb65067b305e17b2a2a6	both	True
word/media/image13.png	601619	b4ace7438f81de06a686d14fcb388aa13515b9d58e99fd0f3f6f4a1d4277d038	601619	b4ace7438f81de06a686d14fcb388aa13515b9d58e99fd0f3f6f4a1d4277d038	both	True
word/media/image14.png	474809	2a9df4bc0aff70c0431270421e161cebfc4127d84ce516416c0b6def1730af33	474809	2a9df4bc0aff70c0431270421e161cebfc4127d84ce516416c0b6def1730af33	both	True
word/media/image7.png	391602	1458a533a58befbcefbd64066664334b28aba87447cacc705104f9c7f6f24234	391602	1458a533a58befbcefbd64066664334b28aba87447cacc705104f9c7f6f24234	both	True
word/media/image8.png	463453	bc3c52c21598105f9bd3c1473881354f2edf5a9cf969b29bf09794f6ad473902	463453	bc3c52c21598105f9bd3c1473881354f2edf5a9cf969b29bf09794f6ad473902	both	True
word/media/image9.png	608100	9778304f5c179f52241ad553692d4814b64719b762f8a5084136179a480571cc	608100	9778304f5c179f52241ad553692d4814b64719b762f8a5084136179a480571cc	both	True
