phase	decision	source_docx	output_docx	source_sha256	output_sha256	structural_checks	structural_checks_passed	embedded_media_files	embedded_media_byte_identical	field_char_count_preserved	expected_accessions_present	expected_accessions_total	cross_project_funding_markers_absent	render_pass	rendered_pages	contact_sheet_created	source_docx_modified	scientific_values_recalculated	references_finalized	repository_url_finalized	target_journal_finalized	next_phase
U27B3E6B2A	READY_FOR_U27B3E6B2B_EXTERNAL_RENDER_AND_VISUAL_QA	project://09_manuscript_docx/phaseU27B3E22_targeted_accession_correction/UTI_HostOmics_preZotero_manuscript_v6_3_U27B3E22_accession_corrected.docx	project://09_manuscript_docx/phaseU27B3E6B2A_safe_front_matter_insertion/UTI_HostOmics_preZotero_manuscript_v6_4_U27B3E6B2A_front_matter_complete_unrendered.docx	e2ad9a68675428f8c48fcd6047a9fa89435709f40d0c8bc2ade257c5565faa8d	773d625f4818265c4bb13e109da0723e3a5cf99b5050c1336fddd1657f41aa48	8	8	8	True	True	4	4	True	False	0	False	False	False	False	False	False	U27B3E6B2.1 manually inspect every rendered page; then proceed to reference-gap resolution and Zotero finalization
